"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Scott McTominay","Nemanja Matic","Daniel James","Juan Mata","Andreas Pereira","Marcus Rashford","Fred (optional)","Tahith Chong (optional)","Team performance","Final result","Ole Gunnar Solskjaer (only this match)","Leicester City (only this match)","Were you happy with the ref? (optional)"
"2019/09/15 10:05:03 PM GMT+1","8","7","6","7","9","10","7","6","7","7","6","","","7","7","6","9","Yes"
"2019/09/15 10:05:41 PM GMT+1","9","8","8","8","9","10","6","8","7","5","8","7","6","6","6","8","8","Yes"
"2019/09/15 10:05:54 PM GMT+1","7","6","8","7","7","8","6","6","3","6","4","7","6","7","7","6","6","Yes"
"2019/09/15 10:06:18 PM GMT+1","7","8","7","6","7","8","6","7","8","7","7","7","5","6","7","6","2","Yes"
"2019/09/15 10:06:29 PM GMT+1","7","6","8","7","7","8","7","6","6","5","6","6","6","7","7","7","6","Yes"
"2019/09/15 10:06:57 PM GMT+1","6","6","7","6","7","7","5","6","6","5","6","7","6","6","9","7","4","Yes"
"2019/09/15 10:07:04 PM GMT+1","8","7","8","6","10","10","6","9","7","6","10","7","6","8","10","10","7","Yes"
"2019/09/15 10:07:29 PM GMT+1","7","7","7","8","7","7","7","7","5","7","6","6","6","7","7","7","7","Yes"
"2019/09/15 10:07:55 PM GMT+1","8","6","8","7","7","9","7","7","6","7","7","8","","8","7","7","6",""
"2019/09/15 10:07:58 PM GMT+1","7","5","7","7","7","6","7","6","6","4","6","6","6","6","5","5","5","Yes"
"2019/09/15 10:08:35 PM GMT+1","7","5","7","6","8","8","7","7","5","6","6","7","7","8","10","10","7","Yes"
"2019/09/15 10:09:33 PM GMT+1","10","7","7","7","7","8","7","7","7","6","5","6","6","6","6","7","5","Yes"
"2019/09/15 10:09:35 PM GMT+1","7","6","7","7","7","7","6","6","6","6","6","6","6","6","6","6","5","Yes"
"2019/09/15 10:10:58 PM GMT+1","7","6","7","7","8","8","6","7","6","6","6","7","7","6","7","7","5","Yes"
"2019/09/15 10:11:13 PM GMT+1","9","7","9","8","7","9","6","8","5","6","6","6","6","6","8","6","5","Yes"
"2019/09/15 10:11:41 PM GMT+1","10","7","10","10","10","10","10","10","10","10","10","5","","7","8","9","5","No"
"2019/09/15 10:13:05 PM GMT+1","8","8","10","6","8","10","8","7","7","8","8","","","7","7","8","7","Yes"
"2019/09/15 10:13:05 PM GMT+1","7","7","8","8","8","8","3","6","6","6","7","6","6","6","6","5","6",""
"2019/09/15 10:13:20 PM GMT+1","6","4","6","6","7","7","6","6","5","5","4","7","5","5","7","9","5","Yes"
"2019/09/15 10:13:34 PM GMT+1","9","8","9","8","7","8","5","7","4","6","7","8","6","7","9","7","6","Yes"
"2019/09/15 10:13:35 PM GMT+1","7","6","7","6","7","7","6","6","5","5","7","6","6","8","7","8","6",""
"2019/09/15 10:14:06 PM GMT+1","5","7","6","6","7","8","5","6","6","6","7","6","","6","7","7","5",""
"2019/09/15 10:14:39 PM GMT+1","8","7","8","8","7","8","5","6","5","6","7","6","6","7","8","7","4","Yes"
"2019/09/15 10:15:23 PM GMT+1","7","8","9","5","7","8","7","7","7","6","7","8","9","7","7","7","4","Yes"
"2019/09/15 10:16:34 PM GMT+1","9","7","9","8","7","9","5","6","6","8","7","","","7","8","8","5",""
"2019/09/15 10:16:56 PM GMT+1","8","7","8","8","7","8","6","7","6","6","7","6","6","7","7","7","5","Yes"
"2019/09/15 10:17:28 PM GMT+1","7","7","8","8","7","7","6","6","6","5","5","6","6","7","9","7","7","Yes"
"2019/09/15 10:19:36 PM GMT+1","8","7","8","7","7","8","6","7","5","6","7","7","6","7","8","7","6","Yes"
"2019/09/15 10:19:45 PM GMT+1","6","6","6","6","6","7","6","6","5","5","6","5","5","5","7","7","5","Yes"
"2019/09/15 10:19:53 PM GMT+1","8","8","9","7","8","10","7","8","6","7","9","7","7","7","6","8","8","Yes"
"2019/09/15 10:20:24 PM GMT+1","8","8","9","7","8","9","6","7","6","9","8","7","6","6","8","6","5","Yes"
"2019/09/15 10:20:58 PM GMT+1","8","7","7","7","7","8","6","6","6","6","7","","7","7","8","7","7","Yes"
"2019/09/15 10:21:13 PM GMT+1","8","5","7","7","9","6","5","7","6","6","6","5","7","6","9","7","6","Yes"
"2019/09/15 10:21:37 PM GMT+1","8","6","8","7","6","9","5","6","4","5","6","6","7","5","10","8","7","Yes"
"2019/09/15 10:22:58 PM GMT+1","8","7","8","6","7","8","6","7","5","7","7","6","6","6","7","7","5","Yes"
"2019/09/15 10:22:59 PM GMT+1","8","8","8","8","7","9","4","7","6","5","6","7","","6","9","7","6","Yes"
"2019/09/15 10:24:17 PM GMT+1","8","6","7","6","7","7","6","7","6","6","8","6","7","7","8","7","6","Yes"
"2019/09/15 10:24:32 PM GMT+1","7","8","9","7","7","9","6","7","7","7","7","8","6","7","10","8","4",""
"2019/09/15 10:24:32 PM GMT+1","7","8","7","6","6","8","6","7","7","6","6","","","7","8","6","7","Yes"
"2019/09/15 10:24:57 PM GMT+1","6","6","7","6","7","8","6","7","5","5","6","","","7","8","7","6","Yes"
"2019/09/15 10:26:13 PM GMT+1","8","8","8","8","7","8","6","7","7","6","7","7","6","7","7","7","3","Yes"
"2019/09/15 10:26:23 PM GMT+1","7","7","8","8","8","9","5","6","4","4","5","7","3","5","7","6","4","Yes"
"2019/09/15 10:26:50 PM GMT+1","8","7","7","7","7","8","6","7","6","6","6","7","6","7","6","7","7","Yes"
"2019/09/15 10:27:01 PM GMT+1","7","7","9","7","7","9","4","6","6","5","6","","","7","7","7","5","Yes"
"2019/09/15 10:27:09 PM GMT+1","8","6","7","8","7","8","6","7","5","6","6","7","6","7","8","7","6","Yes"
"2019/09/15 10:27:26 PM GMT+1","9","7","9","7","8","10","1","7","4","5","6","7","7","7","10","9","5","Yes"
"2019/09/15 10:27:56 PM GMT+1","8","8","8","8","8","9","7","8","7","8","8","8","7","9","10","8","6","Yes"
"2019/09/15 10:28:44 PM GMT+1","7","6","7","6","7","8","5","7","7","6","6","5","5","6","6","6","6",""
"2019/09/15 10:28:51 PM GMT+1","7","7","7","7","7","7","7","8","6","4","4","7","6","7","7","8","5","Yes"
"2019/09/15 10:28:59 PM GMT+1","8","7","8","8","7","9","6","6","4","4","5","6","6","6","10","6","6","Yes"
"2019/09/15 10:29:31 PM GMT+1","8","9","9","8","9","10","6","7","6","6","7","8","8","8","8","9","9","Yes"
"2019/09/15 10:31:19 PM GMT+1","8","9","9","8","8","10","7","9","8","8","9","7","6","8","7","7","6","Yes"
"2019/09/15 10:31:31 PM GMT+1","9","8","8","9","8","10","5","8","3","7","7","8","7","7","9","7","3","Yes"
"2019/09/15 10:32:14 PM GMT+1","8","7","7","7","7","8","7","7","6","6","6","7","6","8","9","7","6","Yes"
"2019/09/15 10:33:12 PM GMT+1","8","7","9","7","9","10","5","6","3","7","6","6","6","6","7","7","5","Yes"
"2019/09/15 10:33:15 PM GMT+1","7","7","8","7","7","4","2","2","2","2","6","6","5","6","10","6","5","Yes"
"2019/09/15 10:33:42 PM GMT+1","7","7","8","6","7","9","6","7","6","6","5","7","6","7","7","6","6","Yes"
"2019/09/15 10:33:53 PM GMT+1","8","7","9","7","8","10","6","8","7","6","7","8","","7","10","8","5","Yes"
"2019/09/15 10:34:39 PM GMT+1","8","7","8","7","7","9","7","7","6","6","7","7","7","7","9","8","8","Yes"
"2019/09/15 10:34:43 PM GMT+1","7","6","8","8","10","9","5","8","6","6","4","6","7","7","7","6","7","Yes"
"2019/09/15 10:35:08 PM GMT+1","8","5","7","6","7","8","4","7","6","6","6","2","5","6","6","6","4","No"
"2019/09/15 10:35:19 PM GMT+1","7","7","9","7","8","9","5","8","6","6","7","","","7","7","7","5","Yes"
"2019/09/15 10:36:22 PM GMT+1","8","9","10","8","10","10","7","9","7","7","8","8","9","8","10","8","6","Yes"
"2019/09/15 10:38:17 PM GMT+1","8","7","9","7","8","9","7","7","7","7","8","7","6","8","10","8","5","Yes"
"2019/09/15 10:38:42 PM GMT+1","8","6","8","6","8","9","5","7","4","6","5","6","6","5","10","8","5","Yes"
"2019/09/15 10:38:51 PM GMT+1","8","6","8","7","8","8","5","6","5","6","8","6","6","7","8","6","6","Yes"
"2019/09/15 10:40:08 PM GMT+1","9","8","9","7","9","9","7","8","6","6","8","7","7","8","10","9","6","No"
"2019/09/15 10:41:46 PM GMT+1","7","6","9","7","8","9","6","7","6","6","9","5","5","7","10","8","6","Yes"
"2019/09/15 10:42:58 PM GMT+1","8","7","8","7","9","8","6","7","6","7","7","8","8","7","8","8","6","Yes"
"2019/09/15 10:43:22 PM GMT+1","7","6","8","6","8","9","4","8","5","6","4","6","5","7","10","7","7","Yes"
"2019/09/15 10:43:49 PM GMT+1","7","5","6","6","6","7","6","6","5","5","7","","","5","6","6","4","Yes"
"2019/09/15 10:44:05 PM GMT+1","7","6","7","8","7","9","6","7","7","6","7","7","5","7","7","6","5","No"
"2019/09/15 10:45:12 PM GMT+1","7","7","7","7","7","7","2","6","1","1","5","5","1","6","6","1","1","Yes"
"2019/09/15 10:45:33 PM GMT+1","8","8","9","8","8","9","6","7","7","8","8","","","8","8","8","7","Yes"
"2019/09/15 10:46:26 PM GMT+1","9","6","7","7","8","9","6","6","6","6","7","7","6","7","10","6","6","Yes"
"2019/09/15 10:47:17 PM GMT+1","8","7","8","8","8","9","7","7","6","6","7","8","","7","8","8","6","Yes"
"2019/09/15 10:49:29 PM GMT+1","10","8","10","8","9","10","6","8","7","3","6","9","6","8","8","9","6","Yes"
"2019/09/15 10:49:37 PM GMT+1","8","8","9","8","10","10","8","8","6","6","6","6","8","7","10","9","8","Yes"
"2019/09/15 10:49:46 PM GMT+1","10","8","8","8","9","10","7","8","7","7","8","","","7","6","7","6",""
"2019/09/15 10:50:44 PM GMT+1","7","8","7","7","7","8","7","6","5","5","6","9","7","6","8","7","5","Yes"
"2019/09/15 10:51:51 PM GMT+1","7","7","8","7","8","8","4","6","5","6","6","7","6","6","8","7","5","Yes"
"2019/09/15 10:52:48 PM GMT+1","8","8","8","7","8","9","6","8","7","7","8","8","8","8","9","7","6","Yes"
"2019/09/15 10:53:20 PM GMT+1","10","7","9","9","10","9","8","7","8","7","7","7","6","6","7","7","7","Yes"
"2019/09/15 10:54:09 PM GMT+1","8","7","7","7","8","8","7","7","6","6","7","7","6","6","8","8","5","Yes"
"2019/09/15 10:54:13 PM GMT+1","8","7","8","8","8","9","6","7","5","7","7","7","7","6","9","8","5","Yes"
"2019/09/15 10:54:23 PM GMT+1","8","8","9","8","9","10","7","7","6","7","7","8","9","7","7","6","4","Yes"
"2019/09/15 10:55:07 PM GMT+1","8","8","8","7","8","9","6","7","5","6","6","8","6","7","6","8","6","Yes"
"2019/09/15 10:55:13 PM GMT+1","8","8","8","6","7","8","4","7","6","7","6","7","8","7","8","6","6","Yes"
"2019/09/15 10:56:24 PM GMT+1","8","8","8","7","8","7","7","8","8","6","8","7","6","7","7","8","6","No"
"2019/09/15 10:56:32 PM GMT+1","6","6","7","7","7","9","5","6","6","6","8","6","6","7","7","6","2","Yes"
"2019/09/15 10:57:27 PM GMT+1","8","8","9","7","9","9","6","8","4","6","7","8","8","8","10","10","4","Yes"
"2019/09/15 10:57:32 PM GMT+1","8","6","8","7","8","7","4","8","5","6","7","6","6","7","7","7","7","Yes"
"2019/09/15 10:57:55 PM GMT+1","8","7","8","8","6","9","4","6","5","6","7","5","5","5","8","10","2","Yes"
"2019/09/15 10:58:23 PM GMT+1","7","6","8","8","7","8","5","6","7","5","5","7","6","7","8","6","5","Yes"
"2019/09/15 10:58:26 PM GMT+1","8","4","8","8","9","9","8","9","8","9","9","8","8","6","9","9","6","Yes"
"2019/09/15 10:59:04 PM GMT+1","8","7","7","6","7","8","6","7","6","7","6","7","","7","8","7","5","Yes"
"2019/09/15 11:00:15 PM GMT+1","7","7","9","8","8","10","6","5","5","5","7","7","7","8","9","9","7","Yes"
"2019/09/15 11:00:56 PM GMT+1","8","7","8","7","8","7","5","6","4","4","6","6","7","5","8","7","8","Yes"
"2019/09/15 11:00:57 PM GMT+1","8","7","7","6","8","9","6","8","8","6","7","6","7","6","8","8","7","Yes"
"2019/09/15 11:01:13 PM GMT+1","8","7","8","8","7","9","1","7","7","8","7","7","4","4","10","10","7","Yes"
"2019/09/15 11:01:25 PM GMT+1","7","7","9","6","7","8","3","5","3","5","6","5","6","6","8","7","7","Yes"
"2019/09/15 11:01:28 PM GMT+1","8","8","9","8","9","8","4","7","4","5","7","8","7","6","8","7","6","Yes"
"2019/09/15 11:02:05 PM GMT+1","8","7","8","7","8","8","5","7","5","5","8","6","5","7","6","6","6","Yes"
"2019/09/15 11:02:14 PM GMT+1","7","5","6","7","7","7","6","7","5","6","1","6","5","5","1","5","1","Yes"
"2019/09/15 11:02:59 PM GMT+1","7","4","8","8","9","9","6","7","8","6","7","7","5","7","8","8","3",""
"2019/09/15 11:03:19 PM GMT+1","10","7","9","8","7","10","6","8","5","8","8","8","6","7","10","8","5","Yes"
"2019/09/15 11:04:04 PM GMT+1","7","7","8","5","7","8","5","6","5","5","8","","","5","8","6","7","Yes"
"2019/09/15 11:04:15 PM GMT+1","8","7","8","7","8","9","6","7","8","6","8","7","","7","7","7","6","Yes"
"2019/09/15 11:04:26 PM GMT+1","10","7","8","8","9","9","7","6","8","7","6","6","6","7","7","6","7","Yes"
"2019/09/15 11:05:08 PM GMT+1","8","8","9","8","8","9","6","9","7","7","7","8","8","8","9","8","6","Yes"
"2019/09/15 11:06:47 PM GMT+1","6","7","8","9","8","10","6","7","6","6","6","7","7","5","6","6","8","Yes"
"2019/09/15 11:07:45 PM GMT+1","7","7","8","7","7","9","7","7","7","6","6","7","6","6","8","6","6","Yes"
"2019/09/15 11:08:07 PM GMT+1","7","7","8","8","7","8","7","8","7","7","8","7","7","7","8","8","7","Yes"
"2019/09/15 11:08:27 PM GMT+1","8","8","8","5","6","9","6","6","6","6","6","6","5","6","6","7","5","Yes"
"2019/09/15 11:08:43 PM GMT+1","8","8","9","8","8","8","7","8","6","6","6","7","7","8","10","9","6","Yes"
"2019/09/15 11:09:45 PM GMT+1","7","7","7","4","6","8","4","5","3","4","7","","","6","5","6","3","Yes"
"2019/09/15 11:09:55 PM GMT+1","7","6","8","7","7","6","6","6","7","6","8","7","7","7","9","7","7","Yes"
"2019/09/15 11:10:27 PM GMT+1","9","8","10","8","8","10","7","9","5","8","8","","","7","7","7","6","Yes"
"2019/09/15 11:10:31 PM GMT+1","8","6","7","6","7","8","7","6","5","7","7","","4","7","7","8","5","Yes"
"2019/09/15 11:11:11 PM GMT+1","8","8","9","7","9","7","6","6","4","7","6","7","6","6","9","7","7","Yes"
"2019/09/15 11:11:15 PM GMT+1","7","8","8","6","7","7","5","7","5","5","5","6","6","5","10","6","4","Yes"
"2019/09/15 11:12:51 PM GMT+1","7","6","8","7","9","10","3","8","6","5","7","8","6","7","6","8","6","Yes"
"2019/09/15 11:13:20 PM GMT+1","7","7","8","9","9","10","6","8","7","7","6","7","6","7","7","9","8","Yes"
"2019/09/15 11:14:26 PM GMT+1","8","8","9","7","8","9","5","6","5","5","5","7","7","6","10","6","6","Yes"
"2019/09/15 11:15:26 PM GMT+1","7","7","6","7","7","8","6","7","6","7","8","7","7","7","8","7","6","Yes"
"2019/09/15 11:16:09 PM GMT+1","8","8","9","7","8","9","6","8","6","8","7","8","7","8","10","10","7","Yes"
"2019/09/15 11:16:29 PM GMT+1","9","3","8","7","9","9","4","7","6","4","5","","","6","8","6","4","Yes"
"2019/09/15 11:16:32 PM GMT+1","8","6","8","7","8","7","6","7","6","6","7","7","6","7","8","7","5","No"
"2019/09/15 11:16:33 PM GMT+1","9","3","8","7","9","9","4","7","6","4","5","","","6","8","6","4","Yes"
"2019/09/15 11:17:33 PM GMT+1","7","7","8","7","8","10","7","7","8","5","7","6","7","7","10","8","7","No"
"2019/09/15 11:18:58 PM GMT+1","10","7","7","7","7","7","6","7","5","6","6","5","5","6","10","5","7","Yes"
"2019/09/15 11:18:59 PM GMT+1","10","8","9","7","8","10","6","7","6","5","7","7","6","5","6","7","5","Yes"
"2019/09/15 11:19:46 PM GMT+1","8","7","8","8","8","10","6","8","6","6","7","6","6","9","9","9","6","Yes"
"2019/09/15 11:21:19 PM GMT+1","8","6","8","6","7","9","6","7","7","7","7","6","6","6","6","7","7","Yes"
"2019/09/15 11:21:47 PM GMT+1","8","8","10","10","10","9","7","9","7","7","7","9","7","8","9","9","7","Yes"
"2019/09/15 11:22:21 PM GMT+1","8","7","9","9","8","10","7","8","7","7","7","","","6","10","8","8","Yes"
"2019/09/15 11:22:22 PM GMT+1","7","5","7","5","7","8","5","6","5","5","6","7","6","6","6","8","5","Yes"
"2019/09/15 11:22:46 PM GMT+1","7","8","8","8","8","10","6","8","6","6","7","8","7","8","5","10","4","Yes"
"2019/09/15 11:22:57 PM GMT+1","7","5","6","6","7","7","6","5","5","5","6","6","6","5","5","6","6",""
"2019/09/15 11:23:06 PM GMT+1","8","7","8","7","7","9","6","7","6","7","7","7","","8","8","9","7","Yes"
"2019/09/15 11:23:07 PM GMT+1","8","7","8","8","8","9","7","8","8","7","7","6","6","8","8","8","5","Yes"
"2019/09/15 11:23:18 PM GMT+1","7","7","9","7","9","10","5","6","6","6","6","7","8","6","7","7","6",""
"2019/09/15 11:23:21 PM GMT+1","8","10","10","10","8","10","7","7","5","6","7","","","5","10","7","1","Yes"
"2019/09/15 11:23:24 PM GMT+1","8","8","8","7","9","9","5","8","6","3","5","","","6","6","8","6","Yes"
"2019/09/15 11:23:51 PM GMT+1","7","8","8","7","8","8","4","6","5","6","6","6","7","6","7","8","4","Yes"
"2019/09/15 11:23:53 PM GMT+1","7","7","8","6","7","7","5","6","6","7","6","6","7","6","7","6","5","Yes"
"2019/09/15 11:24:03 PM GMT+1","10","7","8","8","9","10","5","8","6","6","8","7","8","7","7","8","6","Yes"
"2019/09/15 11:24:05 PM GMT+1","8","7","8","8","8","9","6","8","7","7","7","6","7","7","6","7","6","Yes"
"2019/09/15 11:24:48 PM GMT+1","6","6","8","6","7","8","3","7","5","6","6","7","7","7","8","8","6","Yes"
"2019/09/15 11:24:50 PM GMT+1","7","4","6","5","6","6","4","5","6","4","6","","","5","5","6","5","Yes"
"2019/09/15 11:25:05 PM GMT+1","7","6","9","7","7","9","5","5","6","4","5","6","5","6","8","7","6","Yes"
"2019/09/15 11:25:08 PM GMT+1","8","6","7","8","7","7","5","7","6","8","8","7","6","7","10","7","6","Yes"
"2019/09/15 11:25:55 PM GMT+1","9","8","8","7","7","8","7","7","7","7","7","7","6","7","8","7","7","Yes"
"2019/09/15 11:26:37 PM GMT+1","8","8","7","6","6","8","5","7","4","7","5","","","6","6","5","7","Yes"
"2019/09/15 11:27:20 PM GMT+1","7","8","9","7","8","9","6","6","5","5","6","7","6","6","7","6","6","Yes"
"2019/09/15 11:28:07 PM GMT+1","10","10","10","8","8","10","6","7","5","7","8","7","","8","8","9","5","Yes"
"2019/09/15 11:28:11 PM GMT+1","6","6","7","6","8","9","4","7","6","6","7","","","6","6","5","4","Yes"
"2019/09/15 11:28:15 PM GMT+1","9","8","8","8","8","7","7","7","7","7","7","8","7","7","7","8","7","Yes"
"2019/09/15 11:28:43 PM GMT+1","7","7","7","6","8","7","4","6","5","5","6","6","6","6","8","5","4","Yes"
"2019/09/15 11:29:14 PM GMT+1","8","6","8","7","7","8","6","6","6","5","6","6","5","6","8","10","7","Yes"
"2019/09/15 11:30:19 PM GMT+1","8","8","8","6","10","10","8","7","7","7","7","7","7","7","7","7","7","Yes"
"2019/09/15 11:30:35 PM GMT+1","7","8","7","6","7","10","8","7","5","6","7","7","6","8","9","7","8","Yes"
"2019/09/15 11:31:11 PM GMT+1","8","6","9","9","8","9","6","7","4","5","7","5","6","7","10","8","5","Yes"
"2019/09/15 11:31:17 PM GMT+1","8","6","9","9","8","9","6","7","4","5","7","5","6","7","10","8","5","Yes"
"2019/09/15 11:31:22 PM GMT+1","7","7","7","5","6","7","5","7","6","4","6","","","6","8","4","4","Yes"
"2019/09/15 11:31:27 PM GMT+1","8","6","7","6","7","8","7","6","7","6","8","7","","6","7","8","5","Yes"
"2019/09/15 11:31:54 PM GMT+1","6","7","7","6","6","8","5","5","5","6","7","6","5","6","10","6","4","No"
"2019/09/15 11:32:30 PM GMT+1","7","7","8","7","7","9","6","7","5","5","7","6","6","7","9","8","4","Yes"
"2019/09/15 11:32:50 PM GMT+1","8","6","7","7","7","8","5","6","5","6","6","6","6","6","3","6","5","No"
"2019/09/15 11:33:42 PM GMT+1","9","8","7","6","6","9","7","8","7","8","8","5","5","6","3","6","6","Yes"
"2019/09/15 11:34:03 PM GMT+1","8","7","9","8","7","9","5","6","6","7","6","7","7","6","8","7","5","Yes"
"2019/09/15 11:34:45 PM GMT+1","9","8","10","10","10","8","7","9","7","4","5","7","7","7","9","10","8","Yes"
"2019/09/15 11:35:15 PM GMT+1","7","8","8","8","7","9","7","8","7","7","7","","","7","8","7","8",""
"2019/09/15 11:36:27 PM GMT+1","6","5","8","7","7","8","5","6","6","6","6","","","6","5","5","5","Yes"
"2019/09/15 11:36:28 PM GMT+1","9","8","10","9","9","10","5","7","7","7","7","6","6","8","8","8","4","Yes"
"2019/09/15 11:37:46 PM GMT+1","8","8","9","8","8","10","5","7","6","6","7","8","6","7","10","7","8","Yes"
"2019/09/15 11:38:33 PM GMT+1","8","7","8","7","8","8","3","8","5","5","6","7","7","7","10","10","3","Yes"
"2019/09/15 11:38:57 PM GMT+1","9","8","9","8","9","10","5","8","7","7","8","9","7","8","10","10","8","Yes"
"2019/09/15 11:39:32 PM GMT+1","8","7","8","7","7","9","7","8","7","7","8","","","7","7","8","7","Yes"
"2019/09/15 11:41:13 PM GMT+1","7","7","8","6","8","8","7","7","6","6","7","7","7","6","7","7","4","Yes"
"2019/09/15 11:41:21 PM GMT+1","9","8","9","9","9","9","7","8","7","6","7","7","7","7","8","8","6","Yes"
"2019/09/15 11:41:25 PM GMT+1","7","6","8","7","7","7","5","7","6","7","6","","","6","6","7","6","Yes"
"2019/09/15 11:41:39 PM GMT+1","8","6","8","7","7","10","6","6","5","6","5","6","5","6","10","5","6","Yes"
"2019/09/15 11:42:26 PM GMT+1","8","8","8","8","8","9","5","7","5","6","7","","","7","8","8","5","Yes"
"2019/09/15 11:43:14 PM GMT+1","10","8","8","7","9","10","8","10","10","10","10","10","10","10","10","10","1",""
"2019/09/15 11:43:25 PM GMT+1","8","7","8","6","6","8","6","7","6","5","7","8","7","6","7","7","5","Yes"
"2019/09/15 11:44:48 PM GMT+1","8","7","7","7","8","8","5","6","5","6","7","6","7","6","6","7","4","Yes"
"2019/09/15 11:49:55 PM GMT+1","7","7","8","7","8","9","6","7","6","5","6","6","6","8","8","9","7",""
"2019/09/15 11:51:18 PM GMT+1","7","6","7","6","7","7","5","6","5","6","6","6","6","6","7","5","4","Yes"
"2019/09/15 11:51:24 PM GMT+1","9","8","9","7","8","10","3","4","5","6","7","5","5","7","9","5","4","Yes"
"2019/09/15 11:52:04 PM GMT+1","8","8","8","8","8","9","7","7","6","6","6","7","7","6","5","7","5","Yes"
"2019/09/15 11:53:07 PM GMT+1","8","2","8","6","7","8","6","7","6","6","6","","","4","6","5","6","Yes"
"2019/09/15 11:53:51 PM GMT+1","7","7","8","7","8","9","5","8","7","7","6","7","7","7","8","8","5","Yes"
"2019/09/15 11:56:16 PM GMT+1","8","6","8","8","9","9","5","7","6","6","7","7","7","7","8","9","4","No"
"2019/09/15 11:58:44 PM GMT+1","7","7","8","8","8","9","4","6","5","3","6","7","6","6","5","6","6","Yes"
"2019/09/15 11:59:01 PM GMT+1","7","7","7","6","7","9","5","6","6","6","7","6","7","7","7","7","7","Yes"
"2019/09/15 11:59:16 PM GMT+1","7","7","8","7","7","9","6","7","6","6","7","6","7","7","8","7","7","Yes"
"2019/09/16 12:00:23 AM GMT+1","7","7","8","8","7","10","7","7","5","4","9","8","6","6","8","7","4","Yes"
"2019/09/16 12:01:12 AM GMT+1","7","6","9","7","8","8","6","6","6","5","7","","","5","7","6","6","No"
"2019/09/16 12:01:57 AM GMT+1","7","6","8","7","8","9","6","7","6","6","7","","","6","7","8","4","Yes"
"2019/09/16 12:04:51 AM GMT+1","7","7","8","8","7","9","7","7","6","6","6","6","5","7","7","7","7","Yes"
"2019/09/16 12:04:59 AM GMT+1","7","8","9","9","8","10","7","7","7","7","8","8","7","9","8","8","6","Yes"
"2019/09/16 12:05:06 AM GMT+1","8","7","7","7","7","9","6","7","7","7","8","","","7","6","8","8",""
"2019/09/16 12:05:49 AM GMT+1","7","7","8","8","8","7","7","7","7","7","8","","","7","9","8","7",""
"2019/09/16 12:05:54 AM GMT+1","8","7","7","6","7","9","5","7","6","7","7","","","7","6","8","5","Yes"
"2019/09/16 12:06:11 AM GMT+1","8","5","8","6","8","10","6","5","3","9","5","","7","7","7","7","5","No"
"2019/09/16 12:06:14 AM GMT+1","8","9","7","6","7","8","6","9","8","7","4","","","6","5","5","7","Yes"
"2019/09/16 12:07:07 AM GMT+1","5","5","6","8","8","7","4","5","4","5","4","5","5","5","5","7","5",""
"2019/09/16 12:07:14 AM GMT+1","7","8","8","7","7","9","6","7","6","6","7","","","6","8","8","7","Yes"
"2019/09/16 12:08:46 AM GMT+1","7","7","8","7","8","9","6","7","6","6","7","6","6","7","8","8","5","Yes"
"2019/09/16 12:09:19 AM GMT+1","9","8","10","8","10","10","5","7","7","7","9","","","7","7","7","6","Yes"
"2019/09/16 12:09:49 AM GMT+1","8","8","8","6","8","9","6","7","6","5","6","6","6","7","8","7","6","Yes"
"2019/09/16 12:09:57 AM GMT+1","5","6","7","6","7","7","6","6","4","4","4","","","5","6","5","6",""
"2019/09/16 12:10:25 AM GMT+1","8","5","9","6","8","7","4","7","6","5","6","6","","6","10","5","7","Yes"
"2019/09/16 12:10:29 AM GMT+1","7","7","8","7","7","9","6","6","5","5","6","6","7","6","8","7","6","Yes"
"2019/09/16 12:11:56 AM GMT+1","7","8","9","8","9","9","4","8","6","6","8","7","6","7","8","7","7","Yes"
"2019/09/16 12:12:32 AM GMT+1","7","6","8","8","7","8","6","7","5","4","7","6","7","5","6","4","7","Yes"
"2019/09/16 12:12:42 AM GMT+1","6","8","9","8","8","10","4","8","4","5","5","6","6","8","9","9","3","Yes"
"2019/09/16 12:13:28 AM GMT+1","8","7","8","7","8","10","7","7","6","7","8","7","9","8","10","9","7","Yes"
"2019/09/16 12:13:57 AM GMT+1","8","7","8","6","8","9","6","7","5","6","7","7","6","6","10","8","4","Yes"
"2019/09/16 12:14:26 AM GMT+1","8","7","8","6","10","6","7","7","6","5","5","","6","6","6","8","6","Yes"
"2019/09/16 12:14:41 AM GMT+1","8","5","8","7","7","9","7","8","6","5","5","7","6","6","7","7","4","Yes"
"2019/09/16 12:15:27 AM GMT+1","8","10","10","8","8","10","7","7","7","6","7","6","7","7","7","10","5","Yes"
"2019/09/16 12:16:50 AM GMT+1","8","7","8","6","7","7","3","7","2","4","5","7","7","5","5","6","6","Yes"
"2019/09/16 12:17:23 AM GMT+1","8","7","8","7","7","8","6","7","7","7","7","8","8","7","7","6","5","Yes"
"2019/09/16 12:17:24 AM GMT+1","7","8","7","8","9","9","4","7","5","6","6","","","6","7","8","6","Yes"
"2019/09/16 12:18:18 AM GMT+1","8","8","8","6","7","8","5","8","5","6","6","6","6","6","10","7","6","Yes"
"2019/09/16 12:18:25 AM GMT+1","8","8","7","7","7","9","4","6","4","5","6","7","","6","8","7","6","Yes"
"2019/09/16 12:18:30 AM GMT+1","7","7","7","6","7","9","4","7","4","7","4","6","5","6","7","7","4","Yes"
