"Timestamp","De Gea","Maguire","Lindelof","Shaw","Williams","Wan-Bissaka","Matic","Fred","Bruno","Martial","James","Bailly (optional)","McTominay (optional)","Ighalo (optional)","Team Performance","Final Result","Ole","Man City","Did the ref do a good job?"
"2020/03/10 4:30:46 AM GMT+2","8","8","7","8","7","10","7","9","9","8","7","6","8","7","8","9","9","4","No"
"2020/03/10 4:32:26 AM GMT+2","9","10","9","10","8","9","8","10","10","9","8","9","10","10","9","10","10","5","No"
"2020/03/10 4:32:43 AM GMT+2","7","7","7","8","5","8","6","7","6","8","7","6","6","6","8","8","8","4","No"
"2020/03/10 4:33:35 AM GMT+2","7","8","8","8","7","9","8","8","8","8","8","6","8","7","9","9","10","6","No"
"2020/03/10 4:33:41 AM GMT+2","8","9","9","10","8","10","8","10","9","9","8","8","10","10","9","10","9","1","No"
"2020/03/10 4:33:50 AM GMT+2","8","8","6","8","5","9","7","7","7","7","6","5","5","7","10","10","10","4","No"
"2020/03/10 4:34:06 AM GMT+2","6","7","5","6","7","9","6","8","8","7","6","4","8","7","8","8","9","5","No"
"2020/03/10 4:34:06 AM GMT+2","8","7","7","8","6","8","8","8","8","7","5","7","8","8","8","10","8","5","No"
"2020/03/10 4:34:33 AM GMT+2","9","10","10","10","10","10","9","10","10","10","9","9","10","10","10","10","10","1","No"
"2020/03/10 4:36:39 AM GMT+2","7","6","8","8","7","10","8","10","8","7","8","","","","9","10","8","7","No"
"2020/03/10 4:36:39 AM GMT+2","7","7","8","8","7","9","8","8","9","9","8","7","8","8","8","10","10","4","No"
"2020/03/10 4:38:13 AM GMT+2","8","8","7","8","7","9","8","8","8","8","8","7","8","8","10","10","9","7","No"
"2020/03/10 4:39:40 AM GMT+2","7","8","7","8","6","9","8","8","8","8","7","7","8","8","10","10","10","6","No"
"2020/03/10 4:40:27 AM GMT+2","9","8","8","9","8","10","10","10","9","10","8","8","10","9","10","10","10","3","No"
"2020/03/10 4:41:27 AM GMT+2","7","8","7","9","6","10","9","9","8","7","6","6","8","8","8","10","8","4","No"
"2020/03/10 4:42:10 AM GMT+2","7","7","7","9","7","9","9","8","7","8","8","7","8","8","9","9","9","5","No"
"2020/03/10 4:42:20 AM GMT+2","7","7","6","7","7","9","6","8","8","8","6","","8","","9","10","10","6","No"
"2020/03/10 4:42:33 AM GMT+2","9","9","9","9","9","10","8","9","10","10","9","8","10","8","10","10","10","6","No"
"2020/03/10 4:45:11 AM GMT+2","8","8","7","8","7","10","8","9","10","8","6","6","8","8","10","10","8","4","No"
"2020/03/10 4:46:12 AM GMT+2","8","9","8","9","7","8","8","8","10","8","6","8","10","9","10","10","10","1","Yes"
"2020/03/10 4:46:25 AM GMT+2","7","9","7","8","8","10","8","9","10","9","9","7","7","7","9","9","10","6","No"
"2020/03/10 4:46:53 AM GMT+2","7","9","9","9","9","10","9","9","9","9","7","8","8","7","9","9","9","5","No"
"2020/03/10 4:46:55 AM GMT+2","8","10","9","8","8","10","9","9","10","10","8","7","8","10","10","10","10","1","No"
"2020/03/10 4:49:26 AM GMT+2","6","6","7","7","7","9","7","8","9","9","6","6","7","7","10","10","10","5","No"
"2020/03/10 4:49:53 AM GMT+2","9","8","9","9","8","10","9","10","9","8","7","","","","10","10","10","5","No"
"2020/03/10 4:49:56 AM GMT+2","7","8","7","9","8","9","7","8","8","8","7","7","8","9","9","10","9","5","No"
"2020/03/10 4:51:38 AM GMT+2","9","7","8","8","7","9","8","7","9","9","7","6","8","7","8","9","9","6","No"
"2020/03/10 4:52:25 AM GMT+2","8","7","8","8","6","9","8","9","7","8","7","7","9","8","8","9","9","2","No"
"2020/03/10 4:52:46 AM GMT+2","8","9","8","9","7","10","9","9","9","8","7","8","9","9","10","10","10","7","No"
"2020/03/10 4:53:34 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 4:53:47 AM GMT+2","8","8","6","7","7","9","8","9","9","9","8","7","8","8","8","9","8","5","No"
"2020/03/10 4:53:50 AM GMT+2","8","9","9","10","9","10","8","10","9","8","6","7","9","7","10","10","10","3","No"
"2020/03/10 4:54:24 AM GMT+2","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 4:54:27 AM GMT+2","9","9","9","9","8","10","9","9","9","9","8","8","10","9","9","10","9","4","No"
"2020/03/10 4:54:50 AM GMT+2","10","7","7","9","9","10","8","7","7","6","6","6","8","8","10","9","9","4","No"
"2020/03/10 4:54:57 AM GMT+2","7","8","8","8","7","8","8","9","9","7","5","6","8","7","9","10","9","4","No"
"2020/03/10 4:55:06 AM GMT+2","7","5","7","8","7","7","7","8","7","8","6","7","8","7","8","8","8","5","No"
"2020/03/10 4:56:43 AM GMT+2","7","8","8","9","7","9","9","9","8","9","7","7","7","6","9","10","9","7","No"
"2020/03/10 4:56:44 AM GMT+2","7","7","7","8","6","9","8","8","9","9","8","7","8","7","10","10","10","1","No"
"2020/03/10 4:57:38 AM GMT+2","7","7","8","8","7","9","7","7","7","7","7","","8","","9","10","10","4","No"
"2020/03/10 4:58:01 AM GMT+2","7","7","7","7","7","8","7","7","8","8","6","6","8","8","9","10","8","6","No"
"2020/03/10 4:58:18 AM GMT+2","7","8","7","7","6","9","8","8","9","8","7","6","7","8","9","10","9","4","No"
"2020/03/10 4:59:21 AM GMT+2","8","9","8","8","8","10","9","9","10","10","8","8","8","9","10","10","9","5","No"
"2020/03/10 4:59:21 AM GMT+2","8","7","7","8","7","9","8","8","7","8","8","7","8","8","8","10","9","6","No"
"2020/03/10 4:59:29 AM GMT+2","7","7","8","9","6","10","8","7","7","8","8","6","7","7","8","8","10","8","No"
"2020/03/10 4:59:50 AM GMT+2","8","7","7","9","6","8","9","8","7","8","7","7","7","8","9","9","9","7","No"
"2020/03/10 5:00:51 AM GMT+2","7","7","8","8","6","9","7","8","8","8","9","8","8","8","9","10","9","2","Yes"
"2020/03/10 5:02:34 AM GMT+2","10","10","10","10","9","10","10","10","10","10","9","10","10","10","10","10","10","6","No"
"2020/03/10 5:04:38 AM GMT+2","8","7","6","8","6","9","8","10","8","9","7","6","7","7","9","10","9","3","Yes"
"2020/03/10 5:05:45 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","8","10","8","10","10","10","5","No"
"2020/03/10 5:10:04 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1",""
"2020/03/10 5:10:42 AM GMT+2","7","7","7","8","7","10","8","10","9","9","8","8","9","9","10","10","10","6","No"
"2020/03/10 5:11:48 AM GMT+2","7","7","7","8","6","10","8","9","8","8","6","6","7","6","10","10","10","1","No"
"2020/03/10 5:12:07 AM GMT+2","8","8","8","8","7","10","9","9","8","8","8","9","9","9","9","9","9","3","No"
"2020/03/10 5:13:28 AM GMT+2","9","10","9","10","8","10","9","10","10","10","8","","","","9","10","10","7","No"
"2020/03/10 5:14:24 AM GMT+2","8","7","8","9","7","10","8","9","9","8","7","","","","9","9","9","5","No"
"2020/03/10 5:17:51 AM GMT+2","8","9","7","8","7","10","7","8","7","8","6","7","7","7","8","9","9","7","No"
"2020/03/10 5:18:35 AM GMT+2","8","7","7","7","7","9","7","8","9","9","7","7","8","7","8","10","8","1","No"
"2020/03/10 5:19:40 AM GMT+2","8","8","8","8","8","9","8","8","8","8","7","8","8","8","9","10","9","5","No"
"2020/03/10 5:23:27 AM GMT+2","7","8","8","9","7","9","7","8","9","8","8","7","9","7","9","9","9","3","Yes"
"2020/03/10 5:24:18 AM GMT+2","9","9","8","10","10","10","9","9","10","9","7","6","8","6","10","10","10","1","No"
"2020/03/10 5:24:24 AM GMT+2","9","9","8","9","7","10","9","10","10","10","8","9","10","8","10","10","8","8","No"
"2020/03/10 5:25:46 AM GMT+2","8","8","8","9","8","10","9","9","10","10","7","8","9","10","10","9","10","7","No"
"2020/03/10 5:26:05 AM GMT+2","6","6","6","7","6","9","8","8","9","8","6","7","9","8","7","8","7","3","Yes"
"2020/03/10 5:27:08 AM GMT+2","7","8","7","8","7","10","8","9","8","8","6","6","9","8","10","10","10","4","No"
"2020/03/10 5:27:44 AM GMT+2","8","8","7","8","8","9","8","9","10","9","8","8","9","8","9","9","10","7","No"
"2020/03/10 5:27:46 AM GMT+2","10","9","7","8","7","10","8","7","10","10","8","7","10","8","9","10","8","6","Yes"
"2020/03/10 5:28:42 AM GMT+2","8","7","9","8","8","10","9","9","9","9","8","8","10","10","9","10","8","5","No"
"2020/03/10 5:30:03 AM GMT+2","8","9","9","9","9","9","9","9","9","9","9","","","","9","7","10","5","No"
"2020/03/10 5:30:36 AM GMT+2","9","9","9","9","7","9","8","9","8","9","7","8","9","9","9","8","10","5","No"
"2020/03/10 5:33:17 AM GMT+2","7","7","7","8","7","9","8","8","8","8","7","7","7","7","8","8","8","6","No"
"2020/03/10 5:33:18 AM GMT+2","7","7","7","6","7","9","7","8","8","9","5","","","","8","8","8","4","No"
"2020/03/10 5:33:58 AM GMT+2","7","8","7","8","8","10","8","8","9","10","8","7","8","7","9","10","9","3","No"
"2020/03/10 5:35:04 AM GMT+2","9","10","9","10","9","10","10","10","10","10","9","8","8","8","10","10","10","1","No"
"2020/03/10 5:35:39 AM GMT+2","7","6","7","6","6","9","7","8","8","8","7","","","7","8","10","10","5","Yes"
"2020/03/10 5:36:56 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","10","10","1","No"
"2020/03/10 5:37:05 AM GMT+2","6","8","8","9","7","10","8","9","9","9","7","7","8","8","9","10","9","6","No"
"2020/03/10 5:37:23 AM GMT+2","8","10","7","9","7","9","8","8","9","8","8","8","9","","9","10","10","7","No"
"2020/03/10 5:41:37 AM GMT+2","8","10","8","9","8","10","8","8","8","9","8","8","10","9","10","10","10","5","No"
"2020/03/10 5:42:56 AM GMT+2","8","8","8","9","7","10","9","10","10","10","7","7","10","8","10","10","10","6","No"
"2020/03/10 5:43:36 AM GMT+2","7","8","8","8","7","10","9","10","10","8","7","7","8","7","9","10","10","1","No"
"2020/03/10 5:43:43 AM GMT+2","8","9","8","9","7","9","8","8","9","8","8","8","9","10","9","9","8","6","No"
"2020/03/10 5:43:45 AM GMT+2","8","10","9","10","9","10","10","10","10","10","8","8","10","10","10","10","10","4","No"
"2020/03/10 5:44:37 AM GMT+2","8","8","9","8","7","10","8","9","9","9","8","7","8","7","10","10","10","1","Yes"
"2020/03/10 5:44:52 AM GMT+2","9","8","8","9","8","10","8","9","9","9","7","7","8","8","10","10","10","4","No"
"2020/03/10 5:45:54 AM GMT+2","7","8","8","9","7","9","9","7","9","8","7","6","7","7","10","10","9","1","No"
"2020/03/10 5:47:17 AM GMT+2","9","9","8","9","9","10","8","9","10","9","8","8","9","9","8","10","10","6","No"
"2020/03/10 5:47:37 AM GMT+2","8","9","7","9","7","10","8","9","8","8","7","","10","8","9","10","10","5","No"
"2020/03/10 5:47:54 AM GMT+2","8","8","7","8","6","9","8","8","9","8","8","","8","8","9","10","9","7","Yes"
"2020/03/10 5:48:38 AM GMT+2","7","6","10","7","7","9","8","8","9","9","8","","","","9","10","10","5","Yes"
"2020/03/10 5:51:40 AM GMT+2","9","10","8","8","7","10","7","9","9","9","8","","8","7","10","10","9","3","No"
"2020/03/10 5:52:05 AM GMT+2","7","8","9","8","8","10","8","9","9","8","7","7","8","7","9","10","10","1","No"
"2020/03/10 5:53:10 AM GMT+2","7","8","7","9","6","9","8","8","9","8","7","","","","9","9","10","3","No"
"2020/03/10 5:54:00 AM GMT+2","8","8","7","9","6","10","7","8","9","9","8","7","9","8","10","10","9","4","No"
"2020/03/10 5:54:03 AM GMT+2","8","7","7","8","8","10","8","9","9","6","6","7","9","7","9","10","8","4","No"
"2020/03/10 5:54:05 AM GMT+2","8","8","8","8","8","9","9","9","9","9","8","7","8","8","10","10","10","6","No"
"2020/03/10 5:54:57 AM GMT+2","8","8","7","8","8","10","9","9","8","8","7","","","","10","10","10","8","Yes"
"2020/03/10 5:55:06 AM GMT+2","7","9","8","9","7","9","9","9","8","7","7","8","9","9","10","10","10","1","No"
"2020/03/10 5:57:12 AM GMT+2","10","7","9","9","9","10","10","10","10","9","8","","10","9","9","9","10","5","No"
"2020/03/10 5:57:46 AM GMT+2","8","7","7","8","7","10","9","10","9","8","6","6","8","7","10","10","10","1","No"
"2020/03/10 5:58:34 AM GMT+2","9","9","8","9","8","10","9","9","10","8","8","8","8","9","10","10","9","5","No"
"2020/03/10 5:59:08 AM GMT+2","9","8","8","9","8","10","9","10","9","9","8","8","10","10","10","9","10","1","No"
"2020/03/10 5:59:19 AM GMT+2","7","8","7","8","8","9","8","9","10","8","7","7","8","8","9","10","9","4","No"
"2020/03/10 6:00:43 AM GMT+2","8","9","9","9","7","9","8","10","8","8","8","8","8","8","10","10","10","1","No"
"2020/03/10 6:02:24 AM GMT+2","7","7","7","7","7","9","9","8","7","8","6","7","9","8","9","9","9","6","No"
"2020/03/10 6:04:23 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 6:04:31 AM GMT+2","9","7","7","8","6","9","7","10","7","8","8","8","8","8","9","9","9","5","Yes"
"2020/03/10 6:04:44 AM GMT+2","8","8","8","7","6","9","7","8","8","8","6","","","5","9","10","9","4","No"
"2020/03/10 6:04:49 AM GMT+2","9","8","8","8","7","10","7","9","9","9","7","8","9","9","10","9","7","4","Yes"
"2020/03/10 6:05:32 AM GMT+2","8","9","7","8","8","10","7","8","9","9","7","","","","9","10","9","6","No"
"2020/03/10 6:06:04 AM GMT+2","10","8","8","8","7","10","8","8","10","8","8","8","8","8","8","8","10","5","No"
"2020/03/10 6:07:28 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","","","","10","10","10","1","No"
"2020/03/10 6:07:43 AM GMT+2","8","8","8","8","7","10","9","9","9","9","8","","9","9","10","9","10","6","No"
"2020/03/10 6:07:56 AM GMT+2","8","9","7","8","7","8","8","8","8","8","8","7","8","8","8","9","8","6","No"
"2020/03/10 6:09:18 AM GMT+2","8","8","7","8","8","10","9","9","10","9","8","7","9","8","10","10","10","1","No"
"2020/03/10 6:10:15 AM GMT+2","8","9","7","9","7","9","9","8","8","8","7","7","9","8","9","9","9","6","No"
"2020/03/10 6:12:21 AM GMT+2","10","7","7","6","6","10","6","8","9","9","6","","","","8","10","10","4","Yes"
"2020/03/10 6:12:50 AM GMT+2","8","9","9","9","8","10","9","9","9","9","8","7","7","6","10","10","10","3","No"
"2020/03/10 6:15:01 AM GMT+2","7","7","7","7","7","8","8","6","10","10","6","6","8","8","9","10","9","1","No"
"2020/03/10 6:16:09 AM GMT+2","8","8","7","8","7","9","7","8","9","9","5","6","7","6","10","10","10","4","Yes"
"2020/03/10 6:16:25 AM GMT+2","10","7","9","8","7","10","8","10","10","10","8","10","10","10","9","9","9","7","No"
"2020/03/10 6:16:38 AM GMT+2","8","8","8","8","7","10","8","9","10","8","7","7","9","8","10","10","10","6","No"
"2020/03/10 6:16:45 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","10","1","No"
"2020/03/10 6:19:11 AM GMT+2","9","8","9","9","8","10","9","10","10","9","8","","9","10","9","10","9","4","No"
"2020/03/10 6:19:45 AM GMT+2","7","8","8","8","7","9","8","8","8","9","7","6","7","8","9","9","9","7","No"
"2020/03/10 6:19:50 AM GMT+2","7","8","8","8","7","9","8","9","8","8","7","7","7","8","8","10","8","4","No"
"2020/03/10 6:20:35 AM GMT+2","8","8","8","8","8","10","8","9","9","8","6","7","7","7","9","10","9","7","No"
"2020/03/10 6:21:38 AM GMT+2","7","7","7","8","6","9","8","9","8","7","5","","","","8","8","8","4","No"
"2020/03/10 6:22:27 AM GMT+2","8","8","7","8","8","10","8","10","8","7","7","8","","","10","10","10","1","No"
"2020/03/10 6:22:29 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","No"
"2020/03/10 6:22:59 AM GMT+2","8","9","8","8","8","10","10","10","9","9","8","7","10","9","10","10","10","1","No"
"2020/03/10 6:25:07 AM GMT+2","7","7","8","8","8","10","9","9","10","10","10","8","10","10","10","10","10","1","No"
"2020/03/10 6:26:18 AM GMT+2","8","7","6","7","6","9","8","7","9","9","7","","","","8","9","8","6","Yes"
"2020/03/10 6:26:27 AM GMT+2","8","8","7","7","6","9","8","8","7","7","6","7","7","7","9","10","10","7","No"
"2020/03/10 6:26:31 AM GMT+2","10","9","8","9","7","10","9","10","9","10","9","9","10","10","10","10","10","6","No"
"2020/03/10 6:27:03 AM GMT+2","7","8","8","8","7","9","9","7","7","8","7","7","8","9","10","9","9","5","Yes"
"2020/03/10 6:27:15 AM GMT+2","8","8","7","8","7","10","8","8","8","9","7","7","8","9","10","10","10","5","Yes"
"2020/03/10 6:27:31 AM GMT+2","8","8","7","8","8","9","8","9","8","8","9","7","8","8","8","10","8","1","No"
"2020/03/10 6:28:10 AM GMT+2","8","6","7","8","8","10","8","9","10","9","8","7","10","7","9","10","9","6","Yes"
"2020/03/10 6:29:51 AM GMT+2","9","9","9","10","9","10","8","10","10","9","8","","","10","10","10","10","4","No"
"2020/03/10 6:30:06 AM GMT+2","10","10","10","10","10","10","6","10","10","10","8","5","10","8","10","10","10","1","Yes"
"2020/03/10 6:30:47 AM GMT+2","6","7","7","8","6","10","8","9","10","8","7","8","8","8","9","10","10","5","No"
"2020/03/10 6:30:55 AM GMT+2","8","8","7","8","7","10","9","10","9","8","6","8","9","9","10","10","8","7","Yes"
"2020/03/10 6:30:57 AM GMT+2","8","8","7","7","6","10","9","9","8","10","9","","10","10","9","9","10","3","No"
"2020/03/10 6:31:27 AM GMT+2","8","9","8","8","8","10","8","9","9","9","7","8","10","10","10","10","10","6","No"
"2020/03/10 6:33:41 AM GMT+2","8","8","9","8","7","10","8","10","8","9","7","6","7","8","9","9","9","5","No"
"2020/03/10 6:33:51 AM GMT+2","9","8","7","8","8","8","7","9","10","10","9","","10","","10","10","10","1","Yes"
"2020/03/10 6:35:57 AM GMT+2","7","7","7","8","8","10","7","9","8","8","7","7","10","7","10","10","9","1","No"
"2020/03/10 6:36:20 AM GMT+2","8","8","7","9","7","9","9","8","9","8","7","5","7","8","10","10","10","1","No"
"2020/03/10 6:36:44 AM GMT+2","6","6","7","8","7","10","8","9","8","8","7","","","","9","10","9","3","No"
"2020/03/10 6:36:58 AM GMT+2","8","9","8","9","8","10","8","9","10","8","7","","9","9","9","10","9","8","No"
"2020/03/10 6:40:02 AM GMT+2","10","8","9","10","8","10","9","9","10","9","8","9","10","10","10","10","10","1","No"
"2020/03/10 6:41:09 AM GMT+2","5","8","8","8","9","10","7","9","9","8","7","","10","8","9","10","9","1","Yes"
"2020/03/10 6:41:15 AM GMT+2","9","8","7","10","6","10","10","10","8","9","7","9","8","10","9","10","10","3","Yes"
"2020/03/10 6:42:27 AM GMT+2","7","9","9","10","10","10","8","9","9","9","9","7","8","8","9","10","10","1","No"
"2020/03/10 6:42:37 AM GMT+2","9","8","8","10","9","10","9","10","10","10","10","7","8","8","9","10","9","5","No"
"2020/03/10 6:43:45 AM GMT+2","8","8","7","8","7","10","6","7","7","8","9","6","8","8","10","10","10","5","No"
"2020/03/10 6:44:09 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","9","10","10","10","10","10","2","No"
"2020/03/10 6:45:36 AM GMT+2","8","7","8","8","7","10","7","8","9","9","7","7","8","7","10","10","10","3","No"
"2020/03/10 6:47:06 AM GMT+2","8","8","7","7","7","9","8","7","9","8","7","6","7","6","8","9","7","3","Yes"
"2020/03/10 6:48:43 AM GMT+2","8","8","7","8","8","10","9","8","8","8","8","7","9","9","8","10","9","7","No"
"2020/03/10 6:50:43 AM GMT+2","8","9","8","9","9","10","10","10","10","10","9","8","10","9","10","10","10","5","No"
"2020/03/10 6:52:43 AM GMT+2","8","9","8","7","7","10","8","8","7","7","7","7","9","7","9","10","8","5","No"
"2020/03/10 6:53:23 AM GMT+2","9","8","8","9","8","10","8","9","10","10","8","7","9","9","10","10","10","1","No"
"2020/03/10 6:54:09 AM GMT+2","9","8","8","9","7","10","9","9","9","10","7","8","10","10","10","10","10","1","No"
"2020/03/10 6:55:10 AM GMT+2","8","8","8","9","8","10","9","9","10","10","10","9","10","10","10","10","10","6","Yes"
"2020/03/10 6:55:18 AM GMT+2","7","7","7","8","6","9","8","9","8","8","7","7","8","8","10","10","10","6","No"
"2020/03/10 6:56:40 AM GMT+2","9","10","8","10","8","10","8","10","10","10","10","8","9","10","10","10","10","2","No"
"2020/03/10 6:57:12 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 6:59:31 AM GMT+2","7","7","7","8","6","10","8","9","9","9","6","6","8","8","10","10","10","3","No"
"2020/03/10 6:59:35 AM GMT+2","7","7","8","7","6","9","8","9","7","7","7","7","10","8","10","10","9","4","Yes"
"2020/03/10 7:00:31 AM GMT+2","10","10","10","10","8","10","10","10","10","10","8","9","10","10","9","10","10","1","No"
"2020/03/10 7:01:16 AM GMT+2","8","9","9","9","7","10","8","9","8","9","6","6","8","7","8","10","10","7","No"
"2020/03/10 7:01:21 AM GMT+2","8","9","7","7","7","9","7","8","10","9","7","","8","","10","10","9","6","Yes"
"2020/03/10 7:02:43 AM GMT+2","7","7","8","8","6","9","9","8","7","8","8","6","7","6","8","9","9","6","No"
"2020/03/10 7:04:14 AM GMT+2","9","8","10","8","6","10","8","8","8","9","9","8","9","7","9","9","10","3","No"
"2020/03/10 7:04:35 AM GMT+2","8","8","9","8","8","9","8","9","8","8","7","8","8","8","9","9","9","4","Yes"
"2020/03/10 7:05:19 AM GMT+2","8","9","8","7","7","10","7","10","10","9","7","","8","8","10","10","10","7","No"
"2020/03/10 7:06:38 AM GMT+2","9","10","9","10","2","10","10","9","9","8","7","","","","9","8","10","8","Yes"
"2020/03/10 7:07:07 AM GMT+2","7","7","6","8","8","9","7","9","9","7","7","7","8","8","8","10","10","7","No"
"2020/03/10 7:08:17 AM GMT+2","9","8","8","8","7","9","8","9","9","9","8","","8","","8","8","9","7","Yes"
"2020/03/10 7:09:26 AM GMT+2","9","9","9","9","8","10","9","10","9","9","9","9","10","9","9","10","10","7","No"
"2020/03/10 7:09:38 AM GMT+2","7","6","7","7","6","10","7","8","8","9","6","","8","","10","10","10","1",""
"2020/03/10 7:10:27 AM GMT+2","6","7","7","7","8","10","7","8","9","9","7","5","8","7","8","10","9","6","No"
"2020/03/10 7:11:09 AM GMT+2","8","8","8","8","7","10","8","9","9","9","8","7","8","8","9","10","10","6","No"
"2020/03/10 7:11:17 AM GMT+2","7","8","7","8","7","9","7","8","8","6","7","7","8","9","9","8","8","6","No"
"2020/03/10 7:11:43 AM GMT+2","7","7","8","7","6","9","8","7","8","8","6","7","8","8","8","8","8","6","No"
"2020/03/10 7:12:04 AM GMT+2","8","9","8","9","9","10","9","9","10","8","8","8","10","10","10","10","10","8","No"
"2020/03/10 7:12:17 AM GMT+2","8","9","9","9","7","10","8","9","9","8","7","","","","9","10","10","6","No"
"2020/03/10 7:13:19 AM GMT+2","9","9","9","10","9","10","9","10","10","9","7","","9","","9","8","10","3","No"
"2020/03/10 7:15:52 AM GMT+2","10","10","10","10","9","10","10","10","10","9","6","9","10","10","10","10","10","1","No"
"2020/03/10 7:16:16 AM GMT+2","8","8","8","8","8","10","9","10","9","9","8","7","8","8","9","10","9","5","No"
"2020/03/10 7:18:20 AM GMT+2","8","8","8","9","7","10","8","8","7","8","8","7","8","8","9","10","9","4","No"
"2020/03/10 7:18:55 AM GMT+2","7","8","7","7","6","10","8","9","8","8","7","","","","10","10","9","6","No"
"2020/03/10 7:19:29 AM GMT+2","7","8","8","8","8","10","7","8","9","8","8","7","8","7","10","10","10","6","Yes"
"2020/03/10 7:20:06 AM GMT+2","6","6","6","7","6","8","7","8","8","7","6","","7","","8","7","8","4","No"
"2020/03/10 7:20:43 AM GMT+2","7","7","8","8","7","8","8","8","8","7","6","6","10","7","8","9","7","5","No"
"2020/03/10 7:21:30 AM GMT+2","7","8","7","8","7","9","9","9","9","9","6","","","","10","10","9","3","No"
"2020/03/10 7:21:57 AM GMT+2","10","10","10","10","8","10","9","10","10","9","9","8","10","9","10","10","10","1","No"
"2020/03/10 7:22:02 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 7:23:46 AM GMT+2","10","10","9","10","9","10","10","10","10","10","10","9","10","10","10","10","10","3","No"
"2020/03/10 7:26:37 AM GMT+2","9","9","9","9","9","10","10","10","10","9","9","9","10","10","10","9","10","3","No"
"2020/03/10 7:27:49 AM GMT+2","7","9","8","9","8","9","7","9","9","10","8","8","9","9","10","10","9","5","No"
"2020/03/10 7:29:34 AM GMT+2","8","9","7","8","7","10","8","8","9","8","9","","","","10","10","9","6","No"
"2020/03/10 7:30:46 AM GMT+2","8","6","7","8","7","10","9","9","9","8","7","5","7","8","9","10","10","1","No"
"2020/03/10 7:31:27 AM GMT+2","8","7","7","8","7","9","8","9","8","8","7","7","8","8","9","9","9","1","Yes"
"2020/03/10 7:31:52 AM GMT+2","7","8","8","9","6","9","7","8","9","8","6","6","6","8","7","10","8","5","No"
"2020/03/10 7:32:55 AM GMT+2","8","8","8","8","8","10","8","9","10","9","8","","8","8","8","8","10","6","No"
"2020/03/10 7:33:27 AM GMT+2","8","8","8","8","10","10","8","9","10","9","7","","","8","9","10","10","2","Yes"
"2020/03/10 7:34:22 AM GMT+2","8","8","8","8","8","10","9","9","9","9","8","8","9","9","10","10","10","7","Yes"
"2020/03/10 7:35:25 AM GMT+2","8","9","7","8","7","10","9","9","10","8","6","7","8","8","9","9","10","4","Yes"
"2020/03/10 7:35:50 AM GMT+2","8","8","8","8","7","9","9","10","9","9","8","7","7","7","10","10","10","4","No"
"2020/03/10 7:36:20 AM GMT+2","7","7","7","8","8","9","7","7","8","8","8","","","","8","8","8","4","Yes"
"2020/03/10 7:37:22 AM GMT+2","5","8","8","8","8","9","7","9","9","9","8","5","10","10","10","10","10","5","No"
"2020/03/10 7:37:38 AM GMT+2","8","9","9","9","8","10","10","10","8","9","8","7","8","9","10","10","10","2","No"
"2020/03/10 7:37:48 AM GMT+2","8","9","9","8","7","10","9","10","10","8","9","8","8","8","10","10","10","5","Yes"
"2020/03/10 7:38:01 AM GMT+2","8","7","7","8","6","9","8","9","10","9","8","6","10","10","9","10","7","4","No"
"2020/03/10 7:38:49 AM GMT+2","8","7","7","8","6","9","8","9","10","10","7","7","8","8","9","8","9","6","No"
"2020/03/10 7:40:35 AM GMT+2","7","7","7","8","6","9","8","8","8","8","7","","","","9","10","10","1","No"
"2020/03/10 7:42:12 AM GMT+2","9","9","9","8","7","10","8","8","8","8","7","7","8","7","9","10","9","2","No"
"2020/03/10 7:42:15 AM GMT+2","9","9","9","10","8","10","9","10","9","10","9","9","9","10","10","10","10","4","No"
"2020/03/10 7:42:21 AM GMT+2","8","10","8","10","7","10","9","10","9","9","7","8","8","8","10","10","10","6","No"
"2020/03/10 7:43:44 AM GMT+2","8","7","7","8","7","9","8","8","8","9","7","5","9","8","9","10","10","5","No"
"2020/03/10 7:43:47 AM GMT+2","6","8","7","8","6","9","8","9","8","8","7","7","7","8","9","10","9","5","No"
"2020/03/10 7:45:58 AM GMT+2","8","9","8","9","8","10","9","10","9","8","8","7","8","8","10","10","10","5","No"
"2020/03/10 7:46:31 AM GMT+2","9","9","10","9","8","10","9","8","9","10","7","8","10","9","10","10","10","7","No"
"2020/03/10 7:47:59 AM GMT+2","7","9","9","9","7","10","9","8","8","7","6","7","8","6","8","10","10","4","No"
"2020/03/10 7:48:36 AM GMT+2","9","8","9","9","7","10","8","8","9","8","8","8","9","8","9","10","8","4","No"
