"Timestamp","De Gea","Williams","Maguire","Lindelof","AWB","Fred","Matic","Rashford","Pereira","Mata","Martial","James (optional)","Greenwood (optional)","Team Performance","Final Result","Ole","Norwich","Did the ref/VAR do a good job?"
"2020/01/13 4:20:20 AM GMT+1","8","8","8","8","8","8","8","9","8","9","8","","","8","9","9","3","Yes"
"2020/01/13 4:20:26 AM GMT+1","7","8","7","7","7","8","7","8","7","8","8","6","7","8","8","7","4","Yes"
"2020/01/13 4:25:40 AM GMT+1","8","8","8","8","9","8","7","9","8","9","8","","","9","10","10","3","Yes"
"2020/01/13 4:27:37 AM GMT+1","8","7","7","6","8","7","6","9","7","8","7","","","7","8","7","4","No"
"2020/01/13 4:28:23 AM GMT+1","8","9","7","7","7","7","8","8","5","9","8","5","8","8","8","7","1","Yes"
"2020/01/13 4:42:54 AM GMT+1","8","8","8","8","7","7","7","9","7","8","8","7","9","8","9","9","5","Yes"
"2020/01/13 4:43:17 AM GMT+1","6","8","7","7","7","8","7","8","5","9","8","","","7","7","7","4","Yes"
"2020/01/13 4:55:09 AM GMT+1","7","9","6","8","7","8","9","9","10","10","7","6","10","9","10","10","3","Yes"
"2020/01/13 5:02:39 AM GMT+1","7","8","7","7","8","7","7","9","8","9","8","6","8","8","9","7","1","Yes"
"2020/01/13 5:04:55 AM GMT+1","8","8","8","8","8","8","7","9","7","8","7","","","9","10","8","4","Yes"
"2020/01/13 5:15:16 AM GMT+1","10","8","10","10","10","10","9","10","8","10","10","8","10","10","10","10","4","Yes"
"2020/01/13 5:26:26 AM GMT+1","7","8","6","6","7","9","8","8","6","8","8","","8","8","9","9","4","Yes"
"2020/01/13 5:41:54 AM GMT+1","7","2","2","4","7","9","6","3","6","4","5","4","2","4","3","3","2","Yes"
"2020/01/13 5:44:31 AM GMT+1","7","8","8","7","7","8","8","9","7","9","8","7","9","9","9","9","5","Yes"
"2020/01/13 5:46:44 AM GMT+1","7","8","7","7","7","7","7","9","7","9","7","6","7","9","9","8","1","Yes"
"2020/01/13 5:48:33 AM GMT+1","8","9","7","7","7","8","7","8","7","8","7","","8","9","10","8","4","Yes"
"2020/01/13 5:49:23 AM GMT+1","8","7","6","7","7","8","9","9","9","9","8","7","9","8","9","7","3","Yes"
"2020/01/13 5:56:59 AM GMT+1","7","7","7","7","7","8","7","9","7","9","8","7","8","8","9","9","1","Yes"
"2020/01/13 5:57:33 AM GMT+1","7","8","7","8","6","9","8","10","7","10","8","6","7","9","10","8","1","Yes"
"2020/01/13 5:59:57 AM GMT+1","7","7","6","7","7","7","7","9","6","9","8","","8","9","9","8","3","Yes"
"2020/01/13 6:06:20 AM GMT+1","7","8","7","7","8","7","7","8","7","9","8","6","8","9","9","8","2","Yes"
"2020/01/13 6:08:50 AM GMT+1","7","8","7","7","7","8","7","9","7","9","8","","8","8","8","7","3","No"
"2020/01/13 6:11:06 AM GMT+1","9","9","8","9","7","8","9","10","8","9","9","7","8","9","10","8","4","Yes"
"2020/01/13 6:11:34 AM GMT+1","7","8","7","7","7","7","8","8","7","9","7","6","8","8","9","9","3","Yes"
"2020/01/13 6:18:31 AM GMT+1","7","8","7","7","7","10","7","9","7","9","7","6","7","9","10","10","2","Yes"
"2020/01/13 6:32:50 AM GMT+1","7","8","7","8","7","8","6","9","7","8","8","6","7","7","7","7","5","Yes"
"2020/01/13 7:01:26 AM GMT+1","7","8","7","7","6","8","8","8","7","8","6","","","8","8","7","5","Yes"
"2020/01/13 7:02:51 AM GMT+1","8","7","8","8","8","8","8","9","8","9","8","","8","9","10","9","4","Yes"
"2020/01/13 7:41:16 AM GMT+1","7","8","7","8","7","8","8","9","7","9","8","","","8","9","9","6","Yes"
"2020/01/13 7:44:38 AM GMT+1","6","8","7","7","6","7","7","8","6","9","7","","","8","8","9","2","Yes"
"2020/01/13 7:50:06 AM GMT+1","8","8","9","8","7","8","9","9","7","9","8","6","9","9","9","9","1","Yes"
"2020/01/13 7:56:40 AM GMT+1","7","8","7","7","6","7","6","8","7","9","7","5","7","10","10","10","6","Yes"
"2020/01/13 8:01:44 AM GMT+1","9","9","9","8","8","8","8","10","8","10","8","7","8","9","9","8","6","Yes"
"2020/01/13 8:11:01 AM GMT+1","8","9","7","6","6","8","7","9","7","8","8","6","8","8","8","8","3","Yes"
"2020/01/13 8:22:23 AM GMT+1","6","8","7","7","7","8","7","9","7","8","7","","7","9","10","8","3","Yes"
"2020/01/13 8:27:11 AM GMT+1","7","9","7","7","7","8","7","9","6","8","8","7","8","9","9","10","6","Yes"
"2020/01/13 8:29:01 AM GMT+1","7","7","8","8","8","9","9","10","7","10","7","7","8","9","8","7","3","Yes"
"2020/01/13 8:35:05 AM GMT+1","7","8","7","6","7","7","7","9","7","8","9","6","8","8","8","8","4","Yes"
"2020/01/13 8:38:54 AM GMT+1","8","6","8","8","8","9","8","9","7","10","9","8","9","10","10","10","4","Yes"
"2020/01/13 8:39:07 AM GMT+1","9","8","8","9","8","8","7","9","8","9","8","7","8","8","8","8","2","Yes"
"2020/01/13 8:39:29 AM GMT+1","7","7","6","6","6","7","6","9","6","8","8","","","7","8","6","4","Yes"
"2020/01/13 8:58:22 AM GMT+1","7","8","7","7","6","6","6","9","7","10","8","","8","9","9","9","4","Yes"
"2020/01/13 9:04:15 AM GMT+1","6","6","7","6","7","7","7","7","7","7","6","5","7","6","8","1","1",""
"2020/01/13 9:06:05 AM GMT+1","7","5","6","6","6","8","7","9","5","8","7","","","7","9","7","4","Yes"
"2020/01/13 9:09:03 AM GMT+1","5","8","6","7","8","7","8","8","8","10","9","","","8","10","8","2",""
"2020/01/13 9:11:04 AM GMT+1","7","7","6","7","6","7","6","8","6","8","6","","","7","7","8","3","Yes"
"2020/01/13 9:20:48 AM GMT+1","7","8","8","8","6","7","7","9","6","9","8","6","8","9","10","9","2","Yes"
"2020/01/13 9:37:26 AM GMT+1","9","8","7","8","7","8","8","9","8","9","8","","9","9","9","9","5","Yes"
"2020/01/13 10:07:18 AM GMT+1","7","8","7","7","7","8","7","9","6","9","8","7","8","9","10","9","3","Yes"
"2020/01/13 10:08:29 AM GMT+1","7","8","8","8","7","9","8","10","7","10","9","","8","10","10","9","3","Yes"
"2020/01/13 10:17:31 AM GMT+1","7","8","7","8","7","8","8","9","8","9","8","7","8","9","9","8","2","Yes"
"2020/01/13 10:28:28 AM GMT+1","8","8","8","9","8","10","8","10","8","10","9","8","9","8","9","8","6","Yes"
"2020/01/13 10:31:18 AM GMT+1","7","7","7","7","6","6","7","9","6","8","6","6","7","7","10","6","3","Yes"
"2020/01/13 10:33:31 AM GMT+1","8","10","7","8","8","6","8","10","7","10","8","6","7","8","10","7","4","Yes"
"2020/01/13 10:38:33 AM GMT+1","8","9","8","8","8","8","8","9","8","9","9","5","9","10","10","10","1","Yes"
"2020/01/13 11:11:58 AM GMT+1","9","10","9","9","8","9","8","9","7","10","7","7","9","9","10","9","6","Yes"
"2020/01/13 11:12:57 AM GMT+1","7","9","8","8","8","9","7","10","7","9","9","8","8","9","10","10","5","Yes"
"2020/01/13 11:47:11 AM GMT+1","8","9","8","8","8","9","9","10","7","9","9","6","7","10","10","10","2","No"
"2020/01/13 11:52:12 AM GMT+1","6","9","7","6","6","8","8","9","7","10","6","","","8","10","10","3","Yes"
"2020/01/13 11:53:42 AM GMT+1","8","8","8","7","8","8","6","9","7","9","9","7","8","9","10","10","3","Yes"
"2020/01/13 1:03:33 PM GMT+1","8","8","7","7","8","9","7","9","7","9","7","7","8","8","8","8","3","Yes"
"2020/01/13 1:09:18 PM GMT+1","6","6","6","6","6","6","6","7","5","7","6","5","7","7","7","6","3","Yes"
"2020/01/13 1:11:41 PM GMT+1","7","8","7","7","7","8","8","8","7","9","8","7","8","8","8","8","5",""
"2020/01/13 1:22:32 PM GMT+1","8","8","7","8","7","8","7","9","7","10","9","7","9","9","9","9","3","Yes"
"2020/01/13 1:36:07 PM GMT+1","8","9","8","9","7","8","8","9","7","10","8","7","7","8","10","6","2","Yes"
"2020/01/13 1:49:47 PM GMT+1","7","7","6","7","6","6","7","9","7","8","7","7","8","8","8","7","3","Yes"
"2020/01/13 2:39:56 PM GMT+1","8","8","6","7","6","8","8","10","8","9","7","","9","9","10","9","4","Yes"
"2020/01/13 2:53:55 PM GMT+1","7","6","6","6","6","7","6","8","7","8","8","6","6","6","7","7","5","Yes"
"2020/01/13 3:53:53 PM GMT+1","7","8","7","7","7","7","7","8","6","8","8","","","8","8","7","3","Yes"
"2020/01/13 5:53:54 PM GMT+1","7","8","7","6","7","8","8","9","8","9","8","7","8","8","8","8","3","Yes"
"2020/01/13 6:38:38 PM GMT+1","7","8","7","8","7","5","7","9","8","8","8","8","9","9","10","9","1","Yes"
