"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan Bissaka","Fred","McTominay","Rashford","Bruno Fernandes","Daniel James","Martial","Pogba (optional)","Greenwood (optional)","Team Performance","Final Result","Ole","Spurs","Did the ref do a good job?"
"2020/06/22 12:05:18 AM GMT+2","3","6","5","6","6","6","6","7","8","6","7","9","7","7","4","7","4","No"
"2020/06/22 12:07:09 AM GMT+2","2","2","5","7","8","8","7","6","9","1","1","10","10","7","4","7","4","No"
"2020/06/22 12:08:26 AM GMT+2","4","6","5","6","6","6","6","6","7","5","5","8","7","7","3","7","4","Yes"
"2020/06/22 12:10:27 AM GMT+2","5","3","5","6","6","6","7","7","8","6","6","9","9","6","5","7","6","No"
"2020/06/22 12:14:20 AM GMT+2","3","7","5","6","7","7","5","4","7","5","6","8","8","6","4","5","3","No"
"2020/06/22 12:16:36 AM GMT+2","4","8","4","7","6","5","5","5","7","5","7","9","7","7","6","7","5","No"
"2020/06/22 12:16:53 AM GMT+2","4","7","5","5","7","6","5","5","8","5","6","8","7","6","1","6","8","No"
"2020/06/22 12:19:35 AM GMT+2","5","6","6","7","7","6","6","6","8","6","5","8","7","7","6","6","3","No"
"2020/06/22 12:23:47 AM GMT+2","4","5","6","6","7","5","7","6","8","5","5","9","8","6","4","7","4","No"
"2020/06/22 12:24:39 AM GMT+2","3","7","5","5","6","5","4","3","4","3","4","8","7","6","6","6","4","No"
"2020/06/22 12:28:45 AM GMT+2","4","8","6","7","7","7","7","7","8","5","6","8","8","7","7","7","5","No"
"2020/06/22 12:29:31 AM GMT+2","6","7","6","7","7","7","7","7","8","6","7","8","8","7","6","7","7","No"
"2020/06/22 12:30:24 AM GMT+2","6","7","5","6","7","6","7","6","7","6","5","7","7","7","6","7","4","Yes"
"2020/06/22 12:30:48 AM GMT+2","4","5","5","5","5","5","6","5","8","3","6","8","7","6","6","6","5","No"
"2020/06/22 12:31:42 AM GMT+2","4","4","4","6","6","5","4","7","6","5","4","7","5","6","4","7","6","No"
"2020/06/22 12:36:00 AM GMT+2","4","3","4","6","6","6","5","5","7","5","5","8","6","6","3","7","2","No"
"2020/06/22 12:36:20 AM GMT+2","4","7","5","5","7","6","6","6","8","6","7","8","7","7","7","7","6","Yes"
"2020/06/22 12:37:42 AM GMT+2","7","5","6","6","6","7","8","7","9","5","5","10","8","7","5","8","4","No"
"2020/06/22 12:39:21 AM GMT+2","5","7","6","7","7","7","7","6","8","6","7","8","8","6","6","6","5","Yes"
"2020/06/22 12:43:57 AM GMT+2","1","1","3","6","6","6","5","6","7","5","4","8","7","4","2","3","4","No"
"2020/06/22 12:46:06 AM GMT+2","3","5","3","5","5","4","5","6","7","2","5","8","6","5","5","5","4","No"
"2020/06/22 12:48:42 AM GMT+2","4","5","4","7","5","5","4","5","7","4","5","9","8","5","4","7","5","No"
"2020/06/22 12:54:18 AM GMT+2","4","7","5","6","6","7","6","8","8","5","5","9","9","7","6","7","3","No"
"2020/06/22 1:00:50 AM GMT+2","4","6","6","6","5","6","7","4","8","4","3","9","8","7","6","8","8","No"
"2020/06/22 1:06:41 AM GMT+2","5","7","5","7","7","4","8","7","9","5","7","10","9","8","5","6","4","Yes"
"2020/06/22 1:07:00 AM GMT+2","6","6","5","6","6","7","7","8","8","6","4","8","7","6","7","6","5","No"
"2020/06/22 1:08:04 AM GMT+2","6","6","7","7","8","6","7","6","9","7","7","9","8","8","6","7","6","Yes"
"2020/06/22 1:08:46 AM GMT+2","5","6","6","6","5","5","5","5","7","5","5","7","","6","4","6","4","No"
"2020/06/22 1:09:38 AM GMT+2","1","10","6","6","10","7","10","7","10","6","7","10","10","7","5","10","4","No"
"2020/06/22 1:12:44 AM GMT+2","6","7","5","7","7","7","7","5","8","4","4","10","8","6","6","6","7","No"
"2020/06/22 1:14:14 AM GMT+2","6","8","6","8","8","7","8","7","9","6","8","8","8","8","8","8","6","Yes"
"2020/06/22 1:16:12 AM GMT+2","3","4","4","6","6","6","5","7","7","4","5","8","7","6","4","6","5","No"
"2020/06/22 1:18:41 AM GMT+2","5","5","4","5","5","5","5","5","7","4","5","7","6","6","4","7","4","No"
"2020/06/22 1:30:35 AM GMT+2","8","5","5","6","7","6","7","7","8","5","5","8","7","7","7","6","5","No"
"2020/06/22 1:32:24 AM GMT+2","6","7","7","5","7","6","6","7","7","5","4","8","9","7","6","9","7","No"
"2020/06/22 1:43:04 AM GMT+2","4","5","5","7","6","6","7","5","8","6","7","8","7","6","7","8","6","No"
"2020/06/22 2:00:57 AM GMT+2","1","4","2","4","4","3","2","2","6","1","2","9","7","3","2","5","2","No"
"2020/06/22 2:01:50 AM GMT+2","4","5","4","5","6","5","6","6","8","6","5","8","7","6","6","6","6","No"
"2020/06/22 2:02:58 AM GMT+2","6","7","5","7","7","7","7","8","10","7","8","10","10","7","5","10","8","No"
"2020/06/22 2:05:09 AM GMT+2","4","6","5","5","6","6","5","5","7","5","6","8","6","6","4","5","1","No"
"2020/06/22 2:15:01 AM GMT+2","6","4","4","6","7","6","6","7","7","5","6","5","6","5","7","3","6","Yes"
"2020/06/22 2:15:01 AM GMT+2","4","5","4","5","7","5","5","6","8","5","5","9","8","6","6","6","5","Yes"
"2020/06/22 2:17:25 AM GMT+2","5","4","5","4","6","6","5","4","6","3","1","8","7","5","7","4","4","No"
"2020/06/22 2:25:04 AM GMT+2","4","6","4","7","6","6","6","5","7","5","5","8","7","6","6","5","4","No"
"2020/06/22 2:33:10 AM GMT+2","5","8","6","7","6","6","6","5","8","6","6","9","8","7","4","7","3","No"
"2020/06/22 2:42:41 AM GMT+2","4","7","5","7","7","6","7","6","8","5","5","8","8","7","5","6","4","Yes"
"2020/06/22 2:42:58 AM GMT+2","4","5","5","5","6","5","5","5","7","4","4","10","9","4","4","4","5","No"
"2020/06/22 2:48:11 AM GMT+2","4","5","4","5","6","7","7","7","8","5","6","8","8","7","5","6","7","No"
"2020/06/22 2:50:02 AM GMT+2","6","8","5","6","6","6","8","7","9","7","8","9","8","6","5","7","7","No"
"2020/06/22 2:50:28 AM GMT+2","6","7","6","6","6","6","7","7","8","6","6","8","8","7","6","7","6","No"
"2020/06/22 2:56:12 AM GMT+2","3","6","4","5","5","5","5","4","6","3","5","8","7","6","5","5","4","No"
"2020/06/22 3:01:21 AM GMT+2","3","4","3","5","4","4","6","5","7","3","3","8","5","4","4","4","1","No"
"2020/06/22 3:04:00 AM GMT+2","2","8","3","4","6","6","5","5","8","3","4","9","7","6","5","7","3","No"
"2020/06/22 3:08:12 AM GMT+2","3","7","3","6","6","4","4","3","7","3","4","8","8","6","5","6","2","Yes"
"2020/06/22 3:08:56 AM GMT+2","6","7","6","7","7","7","7","7","8","6","7","8","8","7","7","7","7","No"
"2020/06/22 3:11:39 AM GMT+2","5","5","5","6","7","6","5","5","7","5","6","9","6","7","4","7","5","No"
"2020/06/22 3:19:29 AM GMT+2","6","7","5","6","6","7","7","7","8","6","6","8","7","6","6","7","6","No"
"2020/06/22 3:20:27 AM GMT+2","3","6","4","6","7","7","7","6","8","6","6","8","7","7","5","7","6","No"
"2020/06/22 3:20:41 AM GMT+2","5","6","6","6","6","5","5","6","7","5","5","8","7","6","6","7","5","No"
"2020/06/22 3:32:24 AM GMT+2","4","5","4","5","6","5","5","6","7","3","6","10","9","7","5","6","5","No"
"2020/06/22 3:44:13 AM GMT+2","5","6","5","6","6","5","6","6","7","4","4","6","6","5","5","4","5","No"
"2020/06/22 3:46:28 AM GMT+2","7","5","2","7","7","5","5","8","8","5","6","10","9","7","4","4","5","No"
"2020/06/22 3:52:05 AM GMT+2","4","5","4","7","7","6","6","8","9","5","5","7","7","7","5","6","7","Yes"
"2020/06/22 3:57:40 AM GMT+2","6","8","5","7","7","7","7","7","8","6","6","8","8","7","7","5","6","No"
"2020/06/22 4:08:09 AM GMT+2","6","6","5","6","7","6","6","6","8","5","5","7","7","6","4","6","6","No"
"2020/06/22 4:11:37 AM GMT+2","5","7","7","7","8","6","7","7","8","7","6","","","8","1","6","5","No"
"2020/06/22 4:12:51 AM GMT+2","4","6","4","7","7","6","7","5","7","4","7","9","8","7","5","8","6","No"
"2020/06/22 4:15:44 AM GMT+2","7","7","7","7","8","7","7","8","9","5","6","9","8","8","7","8","7","Yes"
"2020/06/22 4:29:11 AM GMT+2","5","6","5","6","7","5","6","5","7","5","5","7","6","6","6","7","5","No"
"2020/06/22 4:32:10 AM GMT+2","5","6","5","6","7","7","6","7","7","6","5","7","7","7","5","7","7","Yes"
"2020/06/22 4:35:06 AM GMT+2","4","6","5","4","5","5","6","4","7","4","4","7","6","5","4","5","4","No"
"2020/06/22 4:39:11 AM GMT+2","5","6","6","6","7","7","6","7","8","6","7","8","7","7","6","7","5","No"
"2020/06/22 4:44:21 AM GMT+2","3","8","4","6","7","5","5","4","5","4","3","7","7","5","1","2","6","No"
"2020/06/22 4:49:11 AM GMT+2","5","5","5","6","7","5","5","6","7","6","5","8","7","6","6","3","6","Yes"
"2020/06/22 5:02:20 AM GMT+2","5","6","5","6","7","6","6","6","7","5","5","8","6","6","4","7","6","No"
"2020/06/22 5:16:50 AM GMT+2","6","5","4","6","6","7","7","6","8","4","6","7","","6","7","5","4","No"
"2020/06/22 5:29:16 AM GMT+2","5","8","6","6","6","5","6","6","6","5","5","8","7","7","5","5","3","No"
"2020/06/22 5:30:59 AM GMT+2","5","6","5","5","5","5","7","5","8","3","5","8","8","7","7","8","7","No"
"2020/06/22 5:40:20 AM GMT+2","7","8","8","8","8","7","8","7","8","6","7","9","8","8","5","8","6","Yes"
"2020/06/22 5:41:47 AM GMT+2","3","5","2","4","6","5","6","6","8","4","6","9","8","5","3","5","4","No"
"2020/06/22 5:43:54 AM GMT+2","5","6","6","6","6","5","6","6","7","5","6","7","7","6","5","5","6","No"
"2020/06/22 5:51:06 AM GMT+2","6","7","5","6","7","6","6","8","8","6","4","9","6","6","6","8","5","No"
"2020/06/22 5:52:37 AM GMT+2","4","7","5","6","6","6","6","6","7","6","6","9","7","6","4","7","4","No"
"2020/06/22 6:21:25 AM GMT+2","5","5","6","6","7","5","5","4","8","4","5","8","7","7","6","7","6","No"
"2020/06/22 6:23:42 AM GMT+2","5","5","6","6","6","6","6","7","8","6","5","9","7","5","6","6","6","No"
"2020/06/22 6:23:48 AM GMT+2","6","7","7","7","7","7","8","7","9","6","5","8","8","7","6","8","5","No"
"2020/06/22 6:25:45 AM GMT+2","3","7","4","5","6","4","5","5","8","4","4","9","8","7","6","6","7","No"
"2020/06/22 6:26:15 AM GMT+2","5","7","5","6","6","6","7","7","8","6","6","7","7","7","6","7","7","No"
"2020/06/22 6:34:49 AM GMT+2","3","6","4","5","5","5","5","4","7","1","4","8","6","7","4","4","7","No"
"2020/06/22 6:34:53 AM GMT+2","2","6","5","5","7","6","6","5","9","6","7","9","8","7","7","7","5","No"
"2020/06/22 7:03:37 AM GMT+2","4","6","4","5","5","5","5","5","5","5","5","8","5","5","5","5","6","Yes"
"2020/06/22 7:05:01 AM GMT+2","4","7","5","7","7","6","5","6","7","5","7","9","7","6","7","7","7","Yes"
"2020/06/22 7:12:33 AM GMT+2","4","6","3","4","5","5","4","4","6","5","5","7","5","5","6","6","7","No"
"2020/06/22 7:44:30 AM GMT+2","4","5","5","6","5","4","6","5","7","3","3","7","6","6","6","7","4","No"
"2020/06/22 7:46:34 AM GMT+2","5","6","5","6","7","6","6","6","7","5","5","7","6","6","6","5","6","Yes"
"2020/06/22 7:49:39 AM GMT+2","6","6","4","5","6","6","7","8","8","6","6","9","7","7","5","6","6","No"
"2020/06/22 7:55:15 AM GMT+2","4","7","3","7","6","6","6","5","7","3","5","8","7","6","6","6","5","No"
"2020/06/22 7:57:09 AM GMT+2","6","7","5","6","6","7","6","6","6","6","5","7","7","6","4","6","8","No"
"2020/06/22 7:57:26 AM GMT+2","4","5","5","7","7","6","6","6","8","5","6","9","7","6","5","7","5","No"
"2020/06/22 7:59:29 AM GMT+2","4","7","4","6","6","5","7","6","8","5","6","9","9","7","7","8","5","No"
"2020/06/22 8:01:27 AM GMT+2","4","4","5","5","6","6","6","6","8","5","6","7","6","6","5","7","5","No"
"2020/06/22 8:05:36 AM GMT+2","2","7","6","7","6","6","6","5","6","4","6","8","7","6","5","5","5","No"
"2020/06/22 8:11:12 AM GMT+2","3","8","3","5","6","5","5","4","7","4","5","9","8","5","4","1","7","No"
"2020/06/22 8:16:01 AM GMT+2","4","5","5","5","5","6","3","4","7","3","5","8","7","6","6","6","8","No"
"2020/06/22 8:23:56 AM GMT+2","6","5","5","5","5","6","7","6","8","5","6","9","9","7","5","9","7","No"
"2020/06/22 8:41:37 AM GMT+2","4","6","6","5","6","6","6","4","7","3","4","9","7","7","6","6","5","No"
"2020/06/22 8:44:26 AM GMT+2","4","4","4","5","4","4","5","5","6","4","5","8","7","5","4","5","6","No"
"2020/06/22 8:46:58 AM GMT+2","4","6","2","5","5","5","5","5","8","5","7","9","8","6","6","7","4","No"
"2020/06/22 8:50:35 AM GMT+2","4","6","5","6","6","5","6","6","7","6","6","7","6","5","6","5","5","Yes"
"2020/06/22 8:52:11 AM GMT+2","4","5","5","5","5","6","6","5","8","4","4","9","7","6","6","6","6","No"
"2020/06/22 9:19:00 AM GMT+2","5","7","5","6","6","4","5","6","7","5","6","9","7","6","5","6","7","Yes"
"2020/06/22 9:21:35 AM GMT+2","3","5","5","5","7","5","6","6","7","5","5","6","6","6","5","10","6","Yes"
"2020/06/22 9:21:57 AM GMT+2","6","7","7","8","7","6","6","6","8","5","6","9","8","7","5","8","5","No"
"2020/06/22 9:23:17 AM GMT+2","5","7","6","6","6","6","5","6","7","5","5","9","7","6","6","6","5","No"
"2020/06/22 9:33:49 AM GMT+2","5","6","5","5","6","6","7","6","8","4","5","7","7","5","3","5","5","No"
"2020/06/22 9:37:56 AM GMT+2","5","5","5","6","8","6","6","5","7","4","4","8","7","5","5","4","6","No"
"2020/06/22 9:39:00 AM GMT+2","3","6","5","7","6","6","7","5","8","5","7","9","8","6","6","7","5","No"
"2020/06/22 9:39:17 AM GMT+2","3","6","5","6","6","6","6","5","8","4","6","7","6","6","6","7","3","Yes"
"2020/06/22 9:46:08 AM GMT+2","3","8","6","7","6","6","7","4","9","4","6","9","7","5","7","8","5","No"
"2020/06/22 9:48:17 AM GMT+2","4","7","5","6","6","7","7","6","9","5","4","9","8","6","3","8","4","No"
"2020/06/22 9:48:24 AM GMT+2","4","5","3","5","6","5","5","5","8","5","5","8","8","7","5","8","3","No"
"2020/06/22 10:00:48 AM GMT+2","6","5","5","6","9","7","6","8","10","7","6","10","10","9","6","6","7","No"
"2020/06/22 10:02:22 AM GMT+2","4","4","4","5","6","6","5","5","7","5","5","8","6","7","6","8","4","No"
"2020/06/22 10:07:04 AM GMT+2","2","6","3","5","5","5","6","5","6","2","5","8","7","6","6","5","4","No"
"2020/06/22 10:14:41 AM GMT+2","5","7","5","9","8","7","7","6","6","6","4","8","8","7","7","7","8","No"
"2020/06/22 10:16:37 AM GMT+2","5","7","5","6","6","6","6","6","8","4","6","9","8","6","3","6","3","No"
"2020/06/22 10:20:11 AM GMT+2","1","7","2","4","7","5","5","4","7","1","6","10","8","7","4","1","1","No"
"2020/06/22 10:25:56 AM GMT+2","3","4","3","4","5","7","6","5","8","4","3","8","6","5","4","8","5","No"
"2020/06/22 10:43:59 AM GMT+2","5","7","6","7","7","6","7","6","8","6","7","9","7","7","6","8","6","No"
"2020/06/22 11:00:16 AM GMT+2","5","7","6","6","7","7","7","7","8","7","6","7","7","7","5","7","5","No"
"2020/06/22 11:09:43 AM GMT+2","4","5","4","4","5","5","6","4","9","5","4","9","8","6","6","5","5","No"
"2020/06/22 11:09:44 AM GMT+2","3","2","2","6","7","6","7","4","6","4","3","9","8","6","5","6","8","No"
"2020/06/22 11:16:25 AM GMT+2","6","8","7","7","7","6","6","6","8","7","6","8","8","7","6","7","6","No"
"2020/06/22 11:18:19 AM GMT+2","3","7","3","4","6","6","7","7","7","6","5","8","8","6","4","5","6","Yes"
"2020/06/22 11:22:37 AM GMT+2","5","5","5","6","8","6","7","7","8","6","6","8","7","6","5","8","4","No"
"2020/06/22 11:24:18 AM GMT+2","3","7","4","6","7","6","6","5","7","5","6","8","7","6","5","6","5","No"
"2020/06/22 11:24:35 AM GMT+2","4","6","4","5","5","6","5","5","7","4","5","8","7","5","6","5","4","Yes"
"2020/06/22 11:24:38 AM GMT+2","5","5","5","6","7","7","7","6","8","5","5","8","7","6","6","7","6","No"
"2020/06/22 11:25:13 AM GMT+2","5","6","5","6","6","6","7","7","8","4","5","8","6","5","5","6","5","No"
"2020/06/22 11:25:17 AM GMT+2","7","6","6","6","5","6","6","6","8","5","5","6","6","7","7","7","4","No"
"2020/06/22 11:34:33 AM GMT+2","1","6","4","7","4","5","6","5","8","4","4","7","6","5","6","5","3","No"
"2020/06/22 11:41:06 AM GMT+2","5","5","6","6","6","6","6","6","7","5","5","7","6","6","6","6","6","No"
"2020/06/22 11:47:55 AM GMT+2","4","6","5","5","8","6","9","7","9","6","5","10","9","8","8","10","8","Yes"
"2020/06/22 11:54:07 AM GMT+2","4","2","4","6","6","3","6","5","8","5","6","8","7","6","5","5","6","No"
"2020/06/22 11:57:15 AM GMT+2","4","5","4","6","5","5","6","6","8","4","3","","","7","6","6","7","Yes"
"2020/06/22 12:06:08 PM GMT+2","5","7","6","6","8","6","6","6","7","5","4","7","7","6","6","6","5","No"
"2020/06/22 12:12:54 PM GMT+2","5","7","5","6","4","5","6","6","7","4","4","8","6","5","6","7","6","Yes"
"2020/06/22 12:18:27 PM GMT+2","4","6","5","7","7","7","7","6","7","5","4","8","7","5","3","8","6","Yes"
"2020/06/22 12:22:27 PM GMT+2","4","7","6","6","6","7","8","7","8","5","6","9","9","8","5","9","4","No"
"2020/06/22 12:26:20 PM GMT+2","4","6","5","6","7","6","7","5","7","6","6","9","8","6","5","8","5","No"
"2020/06/22 12:27:00 PM GMT+2","4","6","4","6","6","6","6","3","6","4","6","8","8","6","6","7","5","No"
"2020/06/22 12:31:10 PM GMT+2","3","4","4","4","7","5","5","6","8","2","2","7","7","6","6","6","5","No"
"2020/06/22 12:31:30 PM GMT+2","4","5","3","5","6","7","6","6","6","7","6","8","5","5","4","6","8","Yes"
"2020/06/22 12:35:34 PM GMT+2","4","5","5","6","7","5","5","6","8","4","6","7","7","7","7","7","5","No"
"2020/06/22 12:39:37 PM GMT+2","5","6","4","6","6","6","6","6","8","5","6","9","8","6","5","7","4","No"
"2020/06/22 12:40:51 PM GMT+2","5","6","5","5","6","6","6","6","7","5","5","7","6","6","6","6","4","Yes"
"2020/06/22 12:41:31 PM GMT+2","5","4","4","5","5","6","7","7","8","5","6","8","8","6","4","5","4","Yes"
"2020/06/22 12:53:17 PM GMT+2","6","7","6","7","7","7","7","7","8","6","6","7","7","6","7","6","4","No"
"2020/06/22 1:32:31 PM GMT+2","5","7","5","6","6","5","7","7","9","6","5","9","9","7","7","7","7","No"
"2020/06/22 1:34:34 PM GMT+2","5","5","5","6","5","5","5","5","7","5","6","8","6","6","5","7","4","No"
"2020/06/22 1:40:16 PM GMT+2","6","6","5","5","5","6","5","5","8","6","6","7","6","6","5","7","6","Yes"
"2020/06/22 1:46:27 PM GMT+2","3","5","5","6","6","5","6","5","6","3","5","9","7","6","6","7","7","No"
"2020/06/22 1:51:24 PM GMT+2","5","7","5","6","7","6","7","7","8","6","6","9","8","7","7","7","6","No"
"2020/06/22 1:54:33 PM GMT+2","6","6","4","5","6","7","7","5","8","5","6","9","9","7","5","6","1","No"
"2020/06/22 1:55:45 PM GMT+2","5","6","6","7","7","7","6","6","8","6","5","9","9","8","4","8","5","No"
"2020/06/22 2:02:15 PM GMT+2","5","5","4","5","5","5","5","5","7","4","3","7","6","6","5","6","4","No"
"2020/06/22 2:13:59 PM GMT+2","6","6","6","8","7","7","7","5","8","6","6","10","10","8","8","8","3","Yes"
"2020/06/22 2:21:44 PM GMT+2","6","7","4","6","7","8","7","8","9","6","6","9","7","6","6","8","8","No"
"2020/06/22 2:29:29 PM GMT+2","5","6","4","6","6","6","6","6","7","4","5","8","7","5","5","5","5","No"
"2020/06/22 2:39:48 PM GMT+2","4","4","5","5","6","6","6","6","8","6","6","8","7","6","5","7","6","No"
"2020/06/22 2:44:16 PM GMT+2","5","3","5","6","6","4","7","7","9","5","4","8","7","6","6","6","6","No"
"2020/06/22 2:48:16 PM GMT+2","5","5","5","5","6","6","6","7","7","5","5","8","7","6","6","6","6","Yes"
"2020/06/22 2:56:20 PM GMT+2","4","6","6","6","6","5","6","6","7","5","6","8","8","6","4","6","5","Yes"
"2020/06/22 2:57:01 PM GMT+2","4","3","2","5","5","4","4","3","8","2","3","8","6","6","4","6","6","No"
"2020/06/22 3:01:12 PM GMT+2","5","4","5","6","6","4","5","6","7","3","4","9","8","6","5","8","5","No"
"2020/06/22 3:08:55 PM GMT+2","5","6","5","6","7","6","7","7","8","5","6","8","6","6","5","6","5","Yes"
"2020/06/22 3:09:17 PM GMT+2","3","6","4","7","5","5","6","5","9","3","6","9","8","6","3","5","1","No"
"2020/06/22 3:12:43 PM GMT+2","3","5","4","5","5","5","5","4","7","3","4","8","6","5","5","4","4","No"
"2020/06/22 3:30:57 PM GMT+2","3","5","5","6","5","6","6","6","6","4","6","7","7","6","4","6","5","No"
"2020/06/22 3:31:22 PM GMT+2","5","5","5","6","6","6","5","5","7","4","6","7","7","6","4","7","5","No"
"2020/06/22 3:54:31 PM GMT+2","4","6","5","6","6","6","7","7","8","6","7","9","7","6","6","8","7","No"
"2020/06/22 4:13:11 PM GMT+2","5","9","5","9","9","5","8","7","8","6","4","10","10","7","7","7","5","No"
"2020/06/22 4:21:34 PM GMT+2","4","6","5","6","6","7","7","7","8","6","6","7","7","7","7","7","7","Yes"
"2020/06/22 4:58:48 PM GMT+2","4","8","4","6","6","4","7","5","8","4","4","9","7","6","4","4","7","No"
"2020/06/22 5:20:08 PM GMT+2","4","6","4","6","6","6","6","6","7","5","5","7","6","6","6","7","5","Yes"
"2020/06/22 5:36:45 PM GMT+2","4","7","4","4","7","3","7","6","9","5","3","10","8","7","6","8","5","No"
"2020/06/22 7:44:28 PM GMT+2","5","7","4","5","6","6","7","8","9","6","5","10","8","6","5","8","6","Yes"
"2020/06/22 7:46:14 PM GMT+2","5","7","6","7","8","7","7","7","9","5","6","8","6","7","6","7","6","No"
"2020/06/22 8:12:33 PM GMT+2","4","5","4","5","7","7","6","6","10","6","6","8","8","6","5","6","6","No"
"2020/06/22 8:20:26 PM GMT+2","4","5","5","6","6","4","5","6","7","4","4","7","7","6","6","7","4","No"
"2020/06/22 9:47:43 PM GMT+2","5","8","5","7","7","7","7","7","8","6","6","9","7","7","5","8","6","No"
"2020/06/22 11:16:30 PM GMT+2","3","6","4","5","6","5","6","6","7","4","4","8","7","7","5","4","1","No"
"2020/06/22 11:23:14 PM GMT+2","4","6","5","6","6","5","6","5","8","6","6","7","7","7","6","8","5","No"
"2020/06/23 12:09:17 AM GMT+2","4","7","5","5","7","7","7","5","10","8","6","10","8","7","6","10","5","No"
"2020/06/23 12:52:03 AM GMT+2","4","5","3","5","5","4","5","3","6","3","6","7","6","7","6","6","4","No"
"2020/06/23 1:31:04 AM GMT+2","6","7","5","6","8","7","6","7","8","6","6","8","7","7","6","7","6","Yes"
"2020/06/23 5:08:02 AM GMT+2","4","6","4","5","4","4","7","4","8","2","4","9","9","6","4","8","4","No"
"2020/06/23 9:13:08 AM GMT+2","5","4","4","6","6","4","6","6","8","5","4","6","5","5","3","2","5","Yes"
"2020/06/23 10:27:26 AM GMT+2","4","3","4","5","5","5","6","4","6","3","4","9","7","5","6","6","1","No"
"2020/06/23 11:09:25 AM GMT+2","6","6","3","3","6","5","5","5","5","4","4","8","6","4","3","3","3","Yes"
"2020/06/23 11:21:59 AM GMT+2","4","6","5","6","7","6","6","7","8","6","6","8","7","7","7","6","7","Yes"
