"Timestamp","David de Gea","Luke Shaw","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Fred","Scott McTominay","Marcus Rashford","Jesse Lingard","Daniel James","Anthony Martial","Andreas Pereira (optional)","Team Performance","Final Result","Ole","Man City","Did the ref/VAR do a good job? (optional) (please be unbiased)"
"2019/12/08 7:00:56 PM GMT+1","8","7","7","7","9","9","8","8","7","8","7","6","8","10","9","6","Yes"
"2019/12/08 7:01:12 PM GMT+1","9","8","8","9","10","9","8","8","7","7","8","","8","10","8","3","Yes"
"2019/12/08 7:03:35 PM GMT+1","8","7","8","8","10","8","8","9","7","8","9","6","10","10","10","8","Yes"
"2019/12/08 7:03:36 PM GMT+1","8","5","7","5","10","9","8","7","6","8","7","10","9","10","8","1","Yes"
"2019/12/08 7:04:13 PM GMT+1","8","9","7","9","9","8","9","9","7","8","8","6","8","9","9","6","Yes"
"2019/12/08 7:04:18 PM GMT+1","6","5","7","9","9","7","7","8","7","7","8","","8","10","8","1","Yes"
"2019/12/08 7:04:46 PM GMT+1","7","6","7","7","9","8","7","9","7","8","8","","8","7","7","4","Yes"
"2019/12/08 7:05:22 PM GMT+1","9","7","7","9","10","10","10","10","10","9","10","5","10","10","7","3","Yes"
"2019/12/08 7:05:31 PM GMT+1","8","8","7","7","10","9","8","9","8","8","8","","10","10","8","7","Yes"
"2019/12/08 7:06:55 PM GMT+1","8","8","8","9","9","9","8","8","7","10","8","1","9","10","10","7","Yes"
"2019/12/08 7:07:19 PM GMT+1","8","7","7","8","9","8","8","8","7","7","8","1","8","8","8","7","No"
"2019/12/08 7:09:40 PM GMT+1","7","7","8","9","9","9","9","9","8","8","8","6","9","10","9","4","Yes"
"2019/12/08 7:10:24 PM GMT+1","9","7","8","7","10","9","9","10","8","8","9","6","8","8","7","4",""
"2019/12/08 7:11:17 PM GMT+1","7","7","7","9","10","10","8","10","8","9","9","","9","10","10","1","Yes"
"2019/12/08 7:11:34 PM GMT+1","7","8","8","10","10","10","9","9","9","8","8","6","10","10","10","3","Yes"
"2019/12/08 7:12:21 PM GMT+1","8","8","7","7","10","8","8","8","7","7","8","6","9","10","10","7","Yes"
"2019/12/08 7:13:09 PM GMT+1","9","9","8","10","10","9","10","10","9","9","9","8","10","10","10","1","Yes"
"2019/12/08 7:13:10 PM GMT+1","8","7","8","8","10","10","10","10","8","9","8","","9","9","10","7","Yes"
"2019/12/08 7:15:20 PM GMT+1","8","6","6","7","8","8","7","9","7","8","8","5","8","8","8","6","Yes"
"2019/12/08 7:16:51 PM GMT+1","8","7","8","10","10","9","9","10","9","8","9","6","9","10","10","7","Yes"
"2019/12/08 7:18:55 PM GMT+1","7","6","6","6","9","8","8","9","6","7","7","5","8","10","8","4","Yes"
"2019/12/08 7:20:48 PM GMT+1","8","8","7","9","9","9","9","8","9","8","8","5","9","9","7","2","Yes"
"2019/12/08 7:22:23 PM GMT+1","7","7","7","8","10","9","8","8","8","9","7","","10","10","10","8","Yes"
"2019/12/08 7:22:38 PM GMT+1","6","5","7","7","10","8","9","9","6","7","8","5","8","9","9","2","Yes"
"2019/12/08 7:25:01 PM GMT+1","7","8","7","7","9","8","8","7","7","8","8","5","7","9","8","6","No"
"2019/12/08 7:25:08 PM GMT+1","7","9","8","7","9","8","7","9","7","8","8","3","8","10","8","6",""
"2019/12/08 7:25:36 PM GMT+1","5","6","5","6","9","8","7","9","8","8","8","7","8","8","8","7","Yes"
"2019/12/08 7:26:00 PM GMT+1","8","7","8","7","9","8","8","8","6","7","7","5","8","9","8","6","Yes"
"2019/12/08 7:27:53 PM GMT+1","8","7","7","7","9","9","8","9","8","8","7","","10","10","10","4","Yes"
"2019/12/08 7:28:00 PM GMT+1","8","7","7","7","9","8","7","8","8","8","7","5","8","8","8","6","Yes"
"2019/12/08 7:28:43 PM GMT+1","7","7","7","7","9","9","8","9","7","8","8","7","8","10","9","6","Yes"
"2019/12/08 7:29:49 PM GMT+1","8","7","7","9","10","9","7","9","7","8","9","","9","9","10","4","Yes"
"2019/12/08 7:29:55 PM GMT+1","9","7","8","8","10","9","9","9","8","7","8","","9","10","8","8","Yes"
"2019/12/08 7:30:11 PM GMT+1","8","8","8","9","9","9","9","9","8","9","8","8","10","10","10","1","No"
"2019/12/08 7:30:26 PM GMT+1","8","8","8","9","10","9","9","10","8","8","9","7","10","10","10","5","Yes"
"2019/12/08 7:30:31 PM GMT+1","8","7","8","8","8","8","8","10","9","8","8","7","9","10","9","7","Yes"
"2019/12/08 7:34:24 PM GMT+1","9","6","8","8","10","9","9","10","8","10","8","","9","10","10","1","Yes"
"2019/12/08 7:34:33 PM GMT+1","8","7","7","7","10","9","9","8","7","8","7","7","8","10","10","7","Yes"
"2019/12/08 7:35:12 PM GMT+1","7","5","6","5","9","8","9","7","7","8","7","6","8","10","8","4","Yes"
"2019/12/08 7:35:23 PM GMT+1","8","8","8","9","10","9","9","9","8","8","8","7","9","9","10","3","Yes"
"2019/12/08 7:37:38 PM GMT+1","7","6","7","8","9","9","8","9","7","7","8","6","9","9","8","4","Yes"
"2019/12/08 7:38:59 PM GMT+1","6","7","7","8","10","10","9","8","8","9","9","","9","10","10","1","Yes"
"2019/12/08 7:44:40 PM GMT+1","9","9","9","8","10","9","8","8","8","10","8","8","10","9","8","7","Yes"
"2019/12/08 7:48:54 PM GMT+1","8","6","8","8","9","8","8","8","7","8","7","5","9","10","10","6","Yes"
"2019/12/08 7:50:14 PM GMT+1","7","6","6","9","9","9","8","10","7","7","7","","8","8","10","1",""
"2019/12/08 7:50:48 PM GMT+1","8","8","7","7","9","8","8","8","7","7","8","7","8","9","8","4","Yes"
"2019/12/08 7:51:21 PM GMT+1","7","7","7","8","10","8","8","9","7","8","8","6","9","10","8","7","Yes"
"2019/12/08 7:51:48 PM GMT+1","7","7","7","8","10","8","10","8","8","7","8","5","9","8","8","6","Yes"
"2019/12/08 7:51:54 PM GMT+1","9","6","6","8","9","9","8","9","7","7","7","1","9","10","8","8","Yes"
"2019/12/08 7:52:21 PM GMT+1","9","8","7","10","10","9","8","8","9","9","8","6","8","10","10","7","Yes"
"2019/12/08 7:52:24 PM GMT+1","8","7","8","7","10","10","10","9","8","8","8","6","9","9","10","7","Yes"
"2019/12/08 7:52:42 PM GMT+1","8","6","8","8","9","7","9","7","8","6","7","5","8","10","8","5","Yes"
"2019/12/08 7:53:16 PM GMT+1","9","7","7","8","9","8","8","9","8","8","8","6","9","10","9","4","Yes"
"2019/12/08 7:55:06 PM GMT+1","10","8","8","8","10","7","9","9","7","8","8","4","10","10","10","6","Yes"
"2019/12/08 7:55:35 PM GMT+1","9","7","8","8","10","9","8","10","8","8","7","6","9","9","10","3","Yes"
"2019/12/08 7:56:17 PM GMT+1","8","8","7","9","9","9","8","9","8","8","9","5","9","10","7","4",""
"2019/12/08 7:56:33 PM GMT+1","8","7","7","9","10","8","9","9","7","8","9","5","9","10","9","6","Yes"
"2019/12/08 7:57:12 PM GMT+1","7","7","7","8","10","10","8","8","7","8","8","10","8","8","8","4","Yes"
"2019/12/08 7:59:12 PM GMT+1","8","8","8","9","10","9","8","9","7","8","7","5","10","10","8","8","Yes"
"2019/12/08 7:59:41 PM GMT+1","8","7","7","9","10","9","8","9","8","8","9","6","10","10","10","6","Yes"
"2019/12/08 8:00:09 PM GMT+1","8","8","7","8","9","8","8","9","8","8","7","4","9","9","8","5","Yes"
"2019/12/08 8:04:08 PM GMT+1","8","7","8","8","10","8","8","9","7","7","7","6","9","10","10","2","Yes"
"2019/12/08 8:04:09 PM GMT+1","10","8","7","9","10","9","10","10","8","10","9","6","9","10","9","9","Yes"
"2019/12/08 8:06:32 PM GMT+1","8","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2019/12/08 8:06:55 PM GMT+1","9","9","8","9","10","10","10","10","8","9","8","6","9","9","9","7",""
"2019/12/08 8:08:35 PM GMT+1","9","8","7","7","10","7","8","8","7","8","8","","9","10","10","8","Yes"
"2019/12/08 8:08:45 PM GMT+1","10","8","7","8","10","9","9","9","8","8","8","6","9","10","10","1","Yes"
"2019/12/08 8:09:40 PM GMT+1","8","7","8","8","10","9","9","9","7","8","7","5","8","10","8","5","Yes"
"2019/12/08 8:10:25 PM GMT+1","8","7","7","7","8","8","8","9","7","8","8","","8","6","7","6","Yes"
"2019/12/08 8:11:15 PM GMT+1","8","7","7","8","10","9","9","9","7","7","8","","10","10","10","5","Yes"
"2019/12/08 8:11:26 PM GMT+1","9","7","7","8","10","9","10","9","7","8","8","6","8","9","9","1","Yes"
"2019/12/08 8:11:38 PM GMT+1","8","7","7","6","9","9","8","9","6","7","7","4","8","8","8","4","Yes"
"2019/12/08 8:14:31 PM GMT+1","9","9","8","9","10","10","9","10","8","9","9","8","10","10","10","6","No"
"2019/12/08 8:18:17 PM GMT+1","6","7","7","8","9","8","8","9","7","7","8","6","9","9","9","6","Yes"
"2019/12/08 8:21:21 PM GMT+1","8","7","7","8","10","8","8","8","7","7","8","4","8","9","8","7","Yes"
"2019/12/08 8:23:08 PM GMT+1","8","7","7","9","10","9","9","9","9","8","8","7","10","10","10","2","Yes"
"2019/12/08 8:23:14 PM GMT+1","7","7","8","8","9","9","8","9","8","9","8","3","9","9","9","3","Yes"
"2019/12/08 8:23:47 PM GMT+1","8","7","7","8","10","9","9","9","8","9","9","6","10","10","8","4","Yes"
"2019/12/08 8:23:56 PM GMT+1","9","8","7","7","10","9","9","8","8","8","9","5","9","9","7","8","Yes"
"2019/12/08 8:25:49 PM GMT+1","7","7","8","7","10","9","8","9","8","8","8","5","9","8","9","5","Yes"
"2019/12/08 8:26:31 PM GMT+1","9","7","7","7","9","8","9","8","7","8","8","5","8","9","8","6","Yes"
"2019/12/08 8:26:33 PM GMT+1","9","7","7","7","9","6","8","6","2","10","8","3","7","8","6","8","Yes"
"2019/12/08 8:28:26 PM GMT+1","9","8","8","9","9","10","10","10","7","8","8","6","10","9","9","8","Yes"
"2019/12/08 8:29:57 PM GMT+1","8","7","7","8","9","9","10","9","7","8","8","7","9","9","9","6","Yes"
"2019/12/08 8:32:37 PM GMT+1","9","7","7","7","8","9","8","9","7","7","8","","10","10","10","6","Yes"
"2019/12/08 8:33:39 PM GMT+1","8","7","7","7","9","8","8","8","7","7","8","6","9","10","9","4","Yes"
"2019/12/08 8:34:12 PM GMT+1","8","7","6","7","9","8","8","9","8","7","8","5","9","9","8","6","Yes"
"2019/12/08 8:36:21 PM GMT+1","8","6","7","7","10","9","9","8","9","7","7","3","9","10","10","5","Yes"
"2019/12/08 8:37:29 PM GMT+1","8","8","8","9","9","8","7","9","7","8","7","","10","9","10","5","Yes"
"2019/12/08 8:39:20 PM GMT+1","9","7","7","7","10","7","7","8","6","6","7","4","9","9","10","7","Yes"
"2019/12/08 8:40:49 PM GMT+1","8","7","8","8","10","10","10","9","8","9","9","7","10","10","10","6","Yes"
"2019/12/08 8:42:48 PM GMT+1","9","8","8","9","10","9","9","9","9","9","9","8","9","9","9","8","Yes"
"2019/12/08 8:43:17 PM GMT+1","7","9","8","9","10","9","10","9","8","8","9","5","8","9","9","5","Yes"
"2019/12/08 8:43:30 PM GMT+1","8","9","8","9","10","10","9","9","8","8","9","6","10","10","10","5","No"
"2019/12/08 8:45:46 PM GMT+1","8","6","7","6","8","7","6","8","7","7","7","5","8","9","8","8","Yes"
"2019/12/08 8:51:43 PM GMT+1","7","8","7","8","10","9","8","10","8","8","8","3","10","10","10","6","Yes"
"2019/12/08 8:52:01 PM GMT+1","8","7","7","8","9","8","8","8","7","8","8","6","9","9","9","6","Yes"
"2019/12/08 8:52:07 PM GMT+1","8","7","8","7","10","9","9","10","7","8","8","","9","8","7","4","No"
"2019/12/08 8:54:32 PM GMT+1","8","6","7","8","10","9","8","9","7","8","7","4","9","10","9","5","Yes"
"2019/12/08 8:55:20 PM GMT+1","8","8","8","9","10","9","9","9","7","8","7","6","10","10","10","4","Yes"
"2019/12/08 8:56:07 PM GMT+1","8","7","7","8","9","9","9","9","8","8","9","","9","10","9","6","Yes"
"2019/12/08 9:05:14 PM GMT+1","10","8","8","10","10","10","10","10","9","10","10","10","10","10","10","1","Yes"
"2019/12/08 9:05:31 PM GMT+1","8","8","8","9","9","9","9","9","8","8","8","","10","10","10","6","Yes"
"2019/12/08 9:07:25 PM GMT+1","9","8","8","8","10","10","9","9","9","8","9","","10","8","10","7","Yes"
"2019/12/08 9:09:58 PM GMT+1","10","9","9","9","10","9","9","9","9","9","9","","9","10","9","9","Yes"
"2019/12/08 9:11:41 PM GMT+1","7","6","6","7","8","8","7","8","7","8","7","","8","9","8","7","Yes"
"2019/12/08 9:16:49 PM GMT+1","8","8","8","8","9","9","9","9","8","9","9","7","10","9","10","4","Yes"
"2019/12/08 9:19:25 PM GMT+1","6","6","6","7","9","8","8","9","8","8","8","6","8","8","9","5","Yes"
"2019/12/08 9:19:45 PM GMT+1","8","7","7","7","9","9","9","9","8","10","9","7","8","10","10","7","Yes"
"2019/12/08 9:20:53 PM GMT+1","8","9","8","9","10","9","9","10","9","10","10","8","8","8","8","6","Yes"
"2019/12/08 9:21:12 PM GMT+1","8","7","7","6","10","9","8","9","8","6","8","4","10","10","10","5","Yes"
"2019/12/08 9:23:40 PM GMT+1","9","9","9","9","10","10","9","9","9","9","9","7","10","9","10","7","Yes"
"2019/12/08 9:27:42 PM GMT+1","9","7","8","8","10","9","9","10","8","9","8","5","9","10","9","7","Yes"
"2019/12/08 9:28:29 PM GMT+1","8","7","7","9","10","10","10","10","8","9","8","7","10","10","10","7","Yes"
"2019/12/08 9:29:14 PM GMT+1","8","6","7","8","9","9","8","9","7","7","8","4","9","10","9","6","Yes"
"2019/12/08 9:32:43 PM GMT+1","9","7","7","8","10","9","9","9","7","8","8","6","9","10","9","3","Yes"
"2019/12/08 9:38:42 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","Yes"
"2019/12/08 9:45:39 PM GMT+1","9","7","7","8","10","9","8","8","8","8","8","5","9","10","9","7","Yes"
"2019/12/08 9:46:20 PM GMT+1","7","6","6","7","8","8","8","9","7","8","8","5","8","9","8","7","Yes"
"2019/12/08 9:52:48 PM GMT+1","7","7","7","8","9","8","9","9","7","9","7","","10","10","9","4",""
"2019/12/08 9:57:20 PM GMT+1","8","8","7","8","9","9","8","9","7","7","8","6","8","8","9","5","Yes"
"2019/12/08 9:57:56 PM GMT+1","9","8","8","9","10","9","9","10","9","9","9","","9","9","9","6","Yes"
"2019/12/08 9:58:24 PM GMT+1","9","8","9","9","10","9","9","8","9","9","9","5","8","10","9","6","Yes"
"2019/12/08 9:59:17 PM GMT+1","8","5","7","8","10","9","9","9","8","8","10","4","9","10","10","4","Yes"
"2019/12/08 10:00:20 PM GMT+1","7","8","7","8","10","9","8","8","8","8","7","6","9","10","10","1","Yes"
"2019/12/08 10:00:23 PM GMT+1","8","7","8","8","9","9","9","9","8","8","8","6","9","10","9","6","Yes"
"2019/12/08 10:02:40 PM GMT+1","6","7","8","8","9","9","8","9","7","8","8","5","9","10","10","5","Yes"
"2019/12/08 10:03:45 PM GMT+1","10","8","8","10","10","8","8","9","8","8","8","6","9","9","9","8","Yes"
"2019/12/08 10:06:42 PM GMT+1","9","7","7","8","8","8","8","9","9","9","8","","9","10","9","7","Yes"
"2019/12/08 10:07:23 PM GMT+1","8","8","9","10","10","10","10","10","8","8","8","7","10","10","9","6","No"
"2019/12/08 10:07:39 PM GMT+1","8","7","8","7","10","8","9","9","7","8","7","","9","9","10","5","Yes"
"2019/12/08 10:13:43 PM GMT+1","9","7","8","9","10","8","8","9","8","8","9","6","9","10","10","9","Yes"
"2019/12/08 10:18:05 PM GMT+1","9","8","8","8","10","10","10","10","9","10","10","8","10","10","10","6","Yes"
"2019/12/08 10:19:03 PM GMT+1","8","7","7","8","10","8","8","9","8","8","9","6","8","9","9","5","Yes"
"2019/12/08 10:22:40 PM GMT+1","9","8","7","8","10","9","9","10","8","9","9","7","8","9","10","6","Yes"
"2019/12/08 10:22:52 PM GMT+1","7","7","6","7","9","8","8","7","6","7","7","4","9","7","9","2","No"
"2019/12/08 10:23:06 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2019/12/08 10:27:40 PM GMT+1","8","9","7","10","10","10","10","10","7","9","9","7","10","10","10","5","Yes"
"2019/12/08 10:32:34 PM GMT+1","8","8","8","8","10","9","9","9","8","8","9","10","8","7","7","5","Yes"
"2019/12/08 10:40:47 PM GMT+1","7","7","8","9","10","9","9","10","8","9","9","6","10","10","10","4","Yes"
"2019/12/08 10:41:51 PM GMT+1","9","8","8","10","10","10","10","10","8","9","9","8","9","10","9","6","Yes"
"2019/12/08 10:45:30 PM GMT+1","10","9","10","9","10","9","9","10","9","10","9","8","10","10","10","1","Yes"
"2019/12/08 10:50:21 PM GMT+1","9","6","8","7","9","8","8","8","7","8","7","6","8","10","7","4","Yes"
"2019/12/08 10:51:05 PM GMT+1","6","6","7","8","10","8","8","10","7","8","8","6","8","10","9","6","Yes"
"2019/12/08 10:51:27 PM GMT+1","8","7","7","7","10","9","9","8","8","8","7","4","9","10","8","7","Yes"
"2019/12/08 10:52:03 PM GMT+1","9","8","10","9","10","9","9","9","8","8","9","7","10","8","10","6","Yes"
"2019/12/08 10:54:58 PM GMT+1","8","7","7","8","8","8","8","8","7","8","7","6","8","9","8","7","Yes"
"2019/12/08 10:57:14 PM GMT+1","7","8","8","8","10","9","9","9","7","8","8","","9","10","10","6","Yes"
"2019/12/08 11:00:24 PM GMT+1","8","8","8","9","9","9","9","9","7","8","8","7","10","10","10","6","Yes"
"2019/12/08 11:00:44 PM GMT+1","8","7","7","8","9","9","9","9","7","7","8","5","9","10","10","7","Yes"
"2019/12/08 11:02:05 PM GMT+1","9","7","8","8","10","9","8","8","7","7","8","","10","10","9","5",""
"2019/12/08 11:03:18 PM GMT+1","8","8","8","9","10","9","9","8","8","8","7","4","9","10","8","7",""
"2019/12/08 11:07:03 PM GMT+1","8","9","9","8","10","10","10","10","8","9","10","","10","10","10","2","Yes"
"2019/12/08 11:10:54 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/12/08 11:11:39 PM GMT+1","8","8","9","9","10","10","10","9","8","9","9","8","9","9","10","1","Yes"
"2019/12/08 11:12:18 PM GMT+1","7","7","8","8","10","7","8","9","7","8","8","4","8","7","10","6","Yes"
"2019/12/08 11:14:19 PM GMT+1","8","7","8","8","9","8","8","8","8","7","7","6","8","9","8","5","Yes"
"2019/12/08 11:18:56 PM GMT+1","10","8","9","9","10","9","9","9","8","10","9","","10","10","10","7","Yes"
"2019/12/08 11:20:03 PM GMT+1","9","8","7","8","10","9","9","10","8","8","8","6","9","10","10","6","Yes"
"2019/12/08 11:21:19 PM GMT+1","8","8","9","9","10","9","9","8","8","8","9","","9","9","10","5","Yes"
"2019/12/08 11:22:11 PM GMT+1","8","7","8","8","9","9","8","8","7","8","9","6","9","9","8","7","No"
"2019/12/08 11:23:03 PM GMT+1","7","6","6","9","10","10","10","10","8","9","8","4","10","7","7","5","Yes"
"2019/12/08 11:24:17 PM GMT+1","7","7","8","7","9","8","8","8","6","7","8","6","9","8","9","6","Yes"
"2019/12/08 11:25:31 PM GMT+1","8","7","8","8","10","8","8","8","7","8","7","4","10","10","9","7","Yes"
"2019/12/08 11:25:52 PM GMT+1","9","8","7","7","10","10","8","8","8","7","9","","8","9","10","7","Yes"
"2019/12/08 11:25:57 PM GMT+1","9","8","8","8","8","10","10","10","7","8","9","8","9","9","10","7","Yes"
"2019/12/08 11:25:57 PM GMT+1","7","7","8","8","10","9","9","10","8","8","9","","10","10","10","7","Yes"
"2019/12/08 11:29:00 PM GMT+1","9","7","6","9","10","8","9","8","9","7","7","6","9","10","10","5","Yes"
"2019/12/08 11:29:41 PM GMT+1","8","7","8","8","10","8","8","8","7","8","8","7","10","10","10","4","Yes"
"2019/12/08 11:30:04 PM GMT+1","9","7","8","9","10","9","8","9","7","7","8","6","10","10","10","3","Yes"
"2019/12/08 11:30:28 PM GMT+1","8","8","9","10","10","10","10","10","8","9","9","7","9","10","10","7","Yes"
"2019/12/08 11:39:04 PM GMT+1","9","7","8","8","10","9","8","9","8","9","8","7","10","10","10","4","Yes"
"2019/12/08 11:42:38 PM GMT+1","10","7","8","8","10","10","9","10","9","9","10","","9","10","10","7","Yes"
"2019/12/08 11:47:44 PM GMT+1","8","7","7","8","9","9","9","9","7","9","6","6","8","8","8","8","Yes"
"2019/12/08 11:49:42 PM GMT+1","9","7","8","7","9","9","7","8","8","7","8","6","8","10","10","4","Yes"
"2019/12/08 11:52:57 PM GMT+1","9","9","8","8","10","9","9","10","9","9","10","","9","10","10","7","Yes"
"2019/12/09 12:02:57 AM GMT+1","10","10","10","10","10","10","10","10","10","10","10","6","10","10","10","8","Yes"
"2019/12/09 12:19:45 AM GMT+1","8","8","7","7","9","9","7","9","8","8","8","","10","10","10","4","Yes"
"2019/12/09 12:25:08 AM GMT+1","8","8","7","8","9","9","9","10","7","8","8","6","9","10","10","5","Yes"
"2019/12/09 12:27:08 AM GMT+1","6","6","6","7","9","8","8","7","6","7","6","","8","9","8","4","Yes"
"2019/12/09 12:27:44 AM GMT+1","8","7","6","8","10","8","8","9","7","9","8","","10","10","10","5","Yes"
"2019/12/09 12:28:44 AM GMT+1","9","8","7","7","9","9","9","10","8","8","8","","9","10","9","5",""
"2019/12/09 12:29:05 AM GMT+1","8","7","7","8","10","9","8","9","8","8","7","10","8","9","9","8","Yes"
"2019/12/09 12:29:07 AM GMT+1","8","8","8","7","9","9","9","9","8","8","8","7","9","9","9","7","Yes"
"2019/12/09 12:29:38 AM GMT+1","9","8","8","8","9","9","9","8","8","8","8","7","9","10","9","7","Yes"
"2019/12/09 12:37:31 AM GMT+1","5","4","5","6","9","7","8","8","6","6","6","","8","6","8","6","Yes"
"2019/12/09 12:37:47 AM GMT+1","9","8","9","9","10","9","9","9","8","9","9","7","9","10","9","7","Yes"
"2019/12/09 12:39:32 AM GMT+1","8","8","9","10","10","10","10","9","8","8","8","8","10","9","9","7","Yes"
"2019/12/09 12:42:52 AM GMT+1","9","8","8","8","9","9","7","9","8","8","9","","8","10","9","7","Yes"
"2019/12/09 12:43:13 AM GMT+1","8","7","7","8","9","9","8","9","7","7","7","5","9","9","9","8","Yes"
"2019/12/09 12:44:21 AM GMT+1","8","9","9","10","10","10","9","9","10","9","9","8","10","10","10","3","Yes"
"2019/12/09 12:46:43 AM GMT+1","8","7","7","9","10","10","8","9","7","7","8","6","9","8","10","6","Yes"
"2019/12/09 12:47:18 AM GMT+1","9","9","8","9","9","9","9","9","9","9","9","7","10","10","10","9","Yes"
"2019/12/09 12:49:44 AM GMT+1","7","7","7","7","9","9","9","9","7","8","8","","9","10","10","6","Yes"
"2019/12/09 12:59:26 AM GMT+1","9","8","8","9","10","10","10","10","9","9","8","","10","9","9","6","Yes"
"2019/12/09 1:02:13 AM GMT+1","8","8","9","9","10","10","9","9","8","8","9","6","10","10","9","6","Yes"
"2019/12/09 1:04:50 AM GMT+1","7","7","7","8","9","9","9","9","8","7","9","","9","9","10","6","Yes"
"2019/12/09 1:09:09 AM GMT+1","7","8","8","8","10","10","10","10","9","9","10","6","10","10","10","1","Yes"
"2019/12/09 1:11:17 AM GMT+1","8","7","8","8","10","9","8","8","8","9","7","","9","10","10","2","Yes"
"2019/12/09 1:11:36 AM GMT+1","8","8","8","8","10","10","9","9","8","9","10","7","9","9","9","7","Yes"
"2019/12/09 1:14:16 AM GMT+1","8","7","8","8","9","9","7","8","7","7","8","5","9","10","10","6","Yes"
"2019/12/09 1:17:11 AM GMT+1","8","8","8","9","10","9","9","10","8","8","8","7","9","9","8","7","Yes"
"2019/12/09 1:20:41 AM GMT+1","8","7","9","9","10","8","8","7","7","8","8","6","9","10","8","5","Yes"
"2019/12/09 1:24:01 AM GMT+1","8","8","7","8","10","9","8","10","9","8","9","5","9","9","10","4","Yes"
"2019/12/09 1:24:56 AM GMT+1","8","7","8","7","10","8","8","9","8","7","6","7","8","9","9","6","Yes"
"2019/12/09 1:27:40 AM GMT+1","7","6","8","8","10","9","8","8","7","7","8","","8","10","9","5","Yes"
"2019/12/09 1:28:27 AM GMT+1","8","8","8","9","10","10","10","10","8","8","9","5","10","10","10","3","Yes"
"2019/12/09 1:31:40 AM GMT+1","7","7","7","8","10","9","9","9","8","9","9","7","9","9","9","7","Yes"
"2019/12/09 1:49:04 AM GMT+1","8","7","7","8","10","9","8","8","7","7","7","7","8","9","9","4","Yes"
"2019/12/09 1:49:39 AM GMT+1","10","9","8","6","10","9","9","10","8","9","6","4","9","9","9","4","Yes"
"2019/12/09 2:03:28 AM GMT+1","8","8","8","9","9","9","9","9","9","8","8","","10","9","9","7","Yes"
"2019/12/09 2:28:52 AM GMT+1","9","7","7","8","10","9","9","10","8","9","8","","8","10","8","6","Yes"
"2019/12/09 2:30:36 AM GMT+1","9","6","7","7","10","10","10","10","8","9","10","5","10","10","9","8","Yes"
"2019/12/09 2:33:50 AM GMT+1","7","7","8","7","10","9","9","10","8","8","8","6","10","10","10","6","Yes"
"2019/12/09 2:45:44 AM GMT+1","9","6","7","5","8","8","8","9","8","8","8","7","8","8","9","6","Yes"
"2019/12/09 2:50:51 AM GMT+1","8","7","9","9","10","10","10","10","7","8","8","7","10","10","9","4","Yes"
"2019/12/09 2:51:22 AM GMT+1","8","5","3","5","10","4","5","8","6","10","3","","8","7","1","6","No"
"2019/12/09 3:05:18 AM GMT+1","7","7","7","7","9","8","8","9","8","8","8","5","8","9","9","2","Yes"
"2019/12/09 3:06:10 AM GMT+1","8","6","8","8","10","9","8","9","7","6","9","6","9","9","10","2","No"
"2019/12/09 3:08:57 AM GMT+1","8","6","6","8","9","8","8","9","7","8","8","10","9","9","9","6","Yes"
"2019/12/09 3:16:42 AM GMT+1","9","6","7","8","8","6","6","8","5","7","4","2","7","10","5","1","No"
"2019/12/09 3:24:26 AM GMT+1","8","7","8","8","8","8","7","8","7","7","8","7","9","10","9","5","Yes"
"2019/12/09 3:39:45 AM GMT+1","9","7","8","8","9","8","8","8","7","7","8","6","9","10","8","2","Yes"
"2019/12/09 3:41:34 AM GMT+1","8","7","8","8","10","9","8","9","8","8","9","","9","9","9","6","Yes"
"2019/12/09 3:45:43 AM GMT+1","7","7","7","7","9","8","7","8","7","8","8","6","9","9","9","6","Yes"
"2019/12/09 3:53:47 AM GMT+1","8","7","8","8","10","8","9","10","8","8","7","7","10","10","10","1","Yes"
"2019/12/09 3:57:05 AM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/12/09 4:05:44 AM GMT+1","8","7","7","8","10","8","8","9","7","9","8","","8","9","9","5","Yes"
"2019/12/09 4:11:54 AM GMT+1","9","7","8","7","10","9","6","10","9","8","10","","7","6","10","5","Yes"
"2019/12/09 4:12:07 AM GMT+1","9","9","8","9","10","10","10","10","10","10","10","5","10","10","10","8","Yes"
"2019/12/09 4:14:40 AM GMT+1","7","8","8","8","10","9","9","8","8","7","7","5","10","10","9","4","Yes"
"2019/12/09 4:27:30 AM GMT+1","9","8","8","9","10","10","10","10","9","8","9","7","9","10","10","8","Yes"
"2019/12/09 4:56:03 AM GMT+1","6","7","6","8","9","7","8","9","7","8","8","","8","10","4","4","No"
"2019/12/09 5:23:53 AM GMT+1","9","9","8","9","10","9","9","9","8","9","9","7","10","10","10","8","Yes"
"2019/12/09 5:46:19 AM GMT+1","7","6","8","7","10","9","8","10","7","8","8","6","9","10","9","8","Yes"
"2019/12/09 6:07:17 AM GMT+1","8","7","7","7","8","8","7","8","7","7","8","","9","10","9","5","Yes"
