"Timestamp","David de Gea","Luke Shaw","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Scott McTominay","Paul Pogba","Marcus Rashford","Jesse Lingard","Daniel James","Anthony Martial","Ashley Young (in for Shaw)","Mason Greenwood (in for Lingard)","Rate team performance?","Rate final result?","Ole Gunnar Soslkjaer (only this match)","Rate opponent - Crystal Palace (only by this performance)","Were you happy with the referee? (optional)"
"2019/08/26 2:20:48 AM GMT+1","5","6","6","4","6","6","7","5","3","7","6","6","5","5","3","6","7","No"
"2019/08/26 2:26:20 AM GMT+1","4","4","4","3","5","7","6","6","5","7","6","3","5","6","1","6","4","Yes"
"2019/08/26 2:28:20 AM GMT+1","7","6","6","4","8","5","6","6","2","8","6","5","7","5","1","5","8","No"
"2019/08/26 2:33:58 AM GMT+1","1","3","2","3","6","5","4","4","1","7","7","4","3","3","1","3","9","No"
"2019/08/26 2:36:26 AM GMT+1","5","6","6","5","6","7","7","5","5","7","6","6","5","5","5","6","5","No"
"2019/08/26 2:39:08 AM GMT+1","4","4","5","5","7","5","7","6","4","7","7","5","6","6","3","4","3","No"
"2019/08/26 2:41:48 AM GMT+1","5","5","5","4","4","5","6","5","3","6","5","6","4","4","1","5","1","No"
"2019/08/26 2:44:55 AM GMT+1","6","5","6","5","6","6","6","5","5","7","6","5","6","6","1","5","6","No"
"2019/08/26 2:48:22 AM GMT+1","4","6","6","5","7","6","7","4","4","7","8","7","5","6","2","5","4","No"
"2019/08/26 2:48:48 AM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2019/08/26 3:06:52 AM GMT+1","3","6","5","4","6","6","6","6","5","6","6","6","5","5","5","4","6","No"
"2019/08/26 3:08:38 AM GMT+1","3","4","5","5","6","6","6","5","4","6","6","7","5","4","1","7","5","No"
"2019/08/26 3:09:54 AM GMT+1","4","7","6","6","8","10","6","9","8","10","9","7","2","5","4","5","1","No"
"2019/08/26 3:13:39 AM GMT+1","4","6","6","4","8","5","7","6","3","7","6","7","5","6","1","4","6","No"
"2019/08/26 3:19:00 AM GMT+1","5","5","7","6","7","6","7","7","5","8","7","6","6","6","1","8","7","No"
"2019/08/26 3:20:12 AM GMT+1","6","6","7","5","8","7","6","5","5","4","6","6","6","6","3","5","8","No"
"2019/08/26 3:21:11 AM GMT+1","5","2","6","4","6","6","7","1","1","7","7","6","5","3","2","4","5","No"
"2019/08/26 3:21:23 AM GMT+1","1","4","5","2","4","6","6","5","3","6","5","5","5","4","1","3","8","No"
"2019/08/26 3:25:27 AM GMT+1","6","4","6","4","6","6","6","5","1","7","6","5","6","4","1","1","1","No"
"2019/08/26 3:28:41 AM GMT+1","4","6","6","4","7","5","5","6","5","7","7","5","4","4","6","4","6","No"
"2019/08/26 3:30:12 AM GMT+1","1","4","3","2","5","4","4","2","1","6","5","1","1","3","1","1","5","No"
"2019/08/26 3:32:09 AM GMT+1","4","5","5","4","5","3","5","2","2","6","5","4","4","3","1","4","6","No"
"2019/08/26 3:36:34 AM GMT+1","6","7","7","6","8","7","7","6","5","8","8","7","6","7","5","7","5","No"
"2019/08/26 3:38:48 AM GMT+1","5","5","5","5","7","6","5","6","3","7","6","4","5","5","1","3","6","No"
"2019/08/26 3:40:30 AM GMT+1","7","5","6","5","6","7","6","5","5","7","6","5","5","6","1","8","6","No"
"2019/08/26 3:41:20 AM GMT+1","2","5","5","4","6","6","7","5","4","7","7","5","3","3","10","6","6","Yes"
"2019/08/26 3:42:28 AM GMT+1","3","4","4","6","6","6","5","3","1","7","7","5","2","4","1","2","8","No"
"2019/08/26 3:43:50 AM GMT+1","3","3","2","2","2","3","2","3","1","7","8","1","1","1","1","3","5","No"
"2019/08/26 3:43:59 AM GMT+1","6","5","6","5","7","6","6","4","4","7","6","4","6","5","5","4","7",""
"2019/08/26 3:48:51 AM GMT+1","6","5","6","6","8","8","8","8","5","8","7","7","6","6","2","6","8","No"
"2019/08/26 3:49:07 AM GMT+1","5","7","6","6","8","5","6","7","7","8","8","5","6","7","1","7","7","No"
"2019/08/26 3:49:20 AM GMT+1","1","6","3","1","3","4","6","4","1","7","5","7","4","1","1","1","6","No"
"2019/08/26 3:51:21 AM GMT+1","3","4","5","4","5","4","5","4","2","6","5","5","2","4","1","3","8","No"
"2019/08/26 3:53:11 AM GMT+1","2","4","5","3","6","4","6","5","1","5","6","4","3","2","1","4","1","No"
"2019/08/26 3:56:47 AM GMT+1","4","6","5","5","6","6","6","6","5","7","6","4","6","7","5","6","5",""
"2019/08/26 3:59:03 AM GMT+1","5","5","6","6","7","7","7","6","5","8","7","7","5","4","1","4","5","No"
"2019/08/26 3:59:26 AM GMT+1","5","5","6","3","6","5","5","4","2","8","7","5","6","1","1","3","6","No"
"2019/08/26 4:00:13 AM GMT+1","5","5","6","4","6","7","7","5","3","6","7","7","5","6","1","7","4","No"
"2019/08/26 4:00:36 AM GMT+1","6","6","7","7","6","7","7","6","6","7","7","7","6","7","1","7","7","No"
"2019/08/26 4:03:54 AM GMT+1","5","6","7","5","7","6","6","6","4","7","6","6","4","4","2","4","2","No"
"2019/08/26 4:11:00 AM GMT+1","3","6","6","4","9","7","7","5","3","5","7","7","6","4","3","7","6","No"
"2019/08/26 4:11:03 AM GMT+1","4","5","7","8","7","6","6","4","1","8","6","7","5","6","1","5","6","No"
"2019/08/26 4:14:13 AM GMT+1","4","5","6","4","6","5","6","5","1","8","7","5","3","4","1","3","2","No"
"2019/08/26 4:14:47 AM GMT+1","5","6","6","5","7","5","7","6","5","6","6","7","5","6","1","6","7","No"
"2019/08/26 4:14:57 AM GMT+1","3","4","8","3","8","9","6","7","6","8","8","5","3","7","1","7","1","No"
"2019/08/26 4:17:36 AM GMT+1","5","7","5","5","5","6","7","8","5","7","8","6","6","5","2","5","4","No"
"2019/08/26 4:19:00 AM GMT+1","4","5","4","5","6","7","6","5","3","8","7","8","4","5","4","5","6","No"
"2019/08/26 4:24:18 AM GMT+1","5","5","5","5","6","7","7","7","4","7","7","7","6","5","2","5","7","No"
"2019/08/26 4:25:53 AM GMT+1","5","6","6","4","7","7","7","7","7","8","7","7","3","4","4","5","6","No"
"2019/08/26 4:27:06 AM GMT+1","5","6","5","4","6","5","6","5","5","8","7","5","4","5","2","4","6","No"
"2019/08/26 4:28:15 AM GMT+1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","7","No"
"2019/08/26 4:32:59 AM GMT+1","5","4","6","4","6","3","3","3","3","6","6","3","3","1","1","4","1","No"
"2019/08/26 4:33:21 AM GMT+1","4","4","5","6","7","6","3","7","8","8","9","7","3","7","1","6","4","No"
"2019/08/26 4:34:19 AM GMT+1","6","6","7","6","7","7","7","7","6","7","7","7","6","7","1","6","7","No"
"2019/08/26 4:48:56 AM GMT+1","4","5","5","4","6","5","5","5","3","6","6","5","4","4","4","4","5","No"
"2019/08/26 4:52:20 AM GMT+1","5","5","6","5","6","6","7","6","1","6","7","6","6","5","4","6","6","No"
"2019/08/26 5:00:53 AM GMT+1","7","8","10","9","9","5","10","7","4","10","6","7","2","6","1","7","3","No"
"2019/08/26 5:01:25 AM GMT+1","5","5","6","4","8","5","7","5","4","6","6","6","5","4","1","4","3","No"
"2019/08/26 5:04:23 AM GMT+1","4","5","5","4","5","5","6","4","3","5","6","6","5","4","4","4","4","No"
"2019/08/26 5:06:09 AM GMT+1","3","5","3","3","7","4","6","2","2","7","5","5","4","3","1","4","4","No"
"2019/08/26 5:09:57 AM GMT+1","6","6","4","4","6","7","7","6","3","7","6","6","6","6","3","4","4","No"
"2019/08/26 5:16:22 AM GMT+1","2","4","5","3","6","6","1","5","4","7","7","7","2","7","1","6","2","No"
"2019/08/26 5:17:18 AM GMT+1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","3","No"
"2019/08/26 5:17:25 AM GMT+1","6","7","7","6","8","6","6","5","3","6","8","7","5","6","3","4","6","No"
"2019/08/26 5:18:16 AM GMT+1","3","4","4","4","4","5","5","4","2","6","6","3","3","2","1","2","4","No"
"2019/08/26 5:18:45 AM GMT+1","4","5","4","4","6","5","5","5","4","7","7","7","4","4","5","6","5","No"
"2019/08/26 5:25:40 AM GMT+1","6","5","7","6","7","8","8","6","5","7","7","7","5","6","3","3","5","No"
"2019/08/26 5:32:51 AM GMT+1","4","5","4","4","6","5","4","3","5","6","5","5","5","5","1","5","2","No"
"2019/08/26 5:42:33 AM GMT+1","5","6","6","6","6","8","7","5","6","7","8","7","5","6","1","4","7","No"
"2019/08/26 5:45:01 AM GMT+1","6","6","6","6","7","5","7","7","5","6","7","7","6","6","3","5","7","No"
"2019/08/26 5:47:12 AM GMT+1","4","6","4","4","5","5","6","4","3","5","5","6","4","4","2","4","6","No"
"2019/08/26 5:51:37 AM GMT+1","6","6","7","6","8","7","7","7","5","7","7","4","7","5","4","3","8","No"
"2019/08/26 6:03:51 AM GMT+1","6","5","4","3","5","5","5","4","2","5","4","4","3","4","1","2","7","No"
"2019/08/26 6:08:08 AM GMT+1","4","6","6","5","8","7","8","8","1","7","8","6","6","6","4","4","5","No"
"2019/08/26 6:10:06 AM GMT+1","3","5","5","5","6","7","6","5","5","7","6","6","5","3","1","5","5","No"
"2019/08/26 6:12:32 AM GMT+1","6","7","5","5","6","7","7","6","4","6","7","4","8","4","1","1","4","Yes"
"2019/08/26 6:19:50 AM GMT+1","7","5","8","8","9","6","7","9","5","9","9","6","6","6","6","6","8","No"
"2019/08/26 6:23:10 AM GMT+1","1","1","1","1","5","7","2","1","1","7","7","6","1","2","1","3","7","No"
"2019/08/26 6:24:02 AM GMT+1","4","8","8","6","10","7","7","5","4","9","8","6","9","5","1","5","7","No"
"2019/08/26 6:25:37 AM GMT+1","5","4","6","5","7","6","6","7","5","7","7","6","6","7","1","6","7","No"
"2019/08/26 6:32:01 AM GMT+1","5","7","7","5","8","7","7","6","4","6","6","4","4","5","4","5","7","No"
"2019/08/26 6:33:05 AM GMT+1","4","5","8","4","7","6","5","5","4","7","5","5","3","5","1","6","5","No"
"2019/08/26 6:36:35 AM GMT+1","3","4","6","5","8","7","7","7","6","8","6","6","4","6","4","6","6","No"
"2019/08/26 6:40:53 AM GMT+1","3","4","6","5","7","7","7","6","4","8","7","8","4","4","1","5","5","No"
"2019/08/26 6:42:55 AM GMT+1","4","5","7","6","7","6","6","4","3","7","6","4","5","4","1","4","8","No"
"2019/08/26 6:43:02 AM GMT+1","4","6","6","6","6","5","5","5","4","6","6","4","5","1","1","2","8","No"
"2019/08/26 6:46:18 AM GMT+1","5","7","5","5","5","8","8","7","7","9","7","6","6","8","6","5","2","No"
"2019/08/26 6:47:27 AM GMT+1","3","5","3","3","7","5","7","5","3","5","5","7","5","3","1","3","1","No"
"2019/08/26 6:50:15 AM GMT+1","1","1","5","4","5","5","4","2","1","5","6","6","4","1","1","6","8","No"
"2019/08/26 6:52:58 AM GMT+1","1","4","5","4","6","5","4","4","1","5","5","4","3","1","1","2","5","No"
"2019/08/26 7:00:30 AM GMT+1","4","5","5","5","7","6","7","5","4","6","7","6","4","5","3","4","6","No"
"2019/08/26 7:09:37 AM GMT+1","3","3","5","2","5","6","5","4","3","5","6","4","6","3","7","3","6","No"
"2019/08/26 7:16:37 AM GMT+1","5","3","4","4","4","5","6","5","1","7","7","1","5","3","1","4","6","No"
"2019/08/26 7:18:41 AM GMT+1","4","5","6","5","6","5","5","6","3","6","7","5","5","6","3","5","3","No"
"2019/08/26 7:28:12 AM GMT+1","5","6","6","5","6","6","7","7","5","7","6","7","5","6","3","6","4","No"
"2019/08/26 7:34:24 AM GMT+1","3","5","4","4","7","6","7","5","5","8","7","6","4","5","1","4","2","No"
"2019/08/26 7:37:56 AM GMT+1","3","5","5","5","7","6","8","6","3","8","6","5","2","4","4","5","8","No"
"2019/08/26 7:37:58 AM GMT+1","6","6","6","6","6","6","6","6","5","7","6","7","6","6","6","6","7","No"
"2019/08/26 7:38:33 AM GMT+1","1","3","5","1","6","6","10","4","1","5","9","5","1","3","1","1","6","No"
"2019/08/26 7:38:38 AM GMT+1","6","6","6","6","7","6","7","7","6","8","8","7","6","6","1","6","6","No"
"2019/08/26 7:41:59 AM GMT+1","3","5","5","3","6","6","6","3","4","6","6","5","5","4","1","4","6","No"
"2019/08/26 7:44:50 AM GMT+1","4","6","5","5","8","7","6","5","5","6","6","6","5","5","4","4","5","No"
"2019/08/26 7:45:57 AM GMT+1","2","5","7","5","7","7","8","7","1","9","8","7","4","8","1","8","7","No"
"2019/08/26 7:46:08 AM GMT+1","5","4","7","5","7","6","6","6","4","8","7","4","5","5","4","4","8","No"
"2019/08/26 7:50:32 AM GMT+1","4","6","6","5","7","6","6","7","5","9","6","6","5","4","1","6","6","No"
"2019/08/26 7:58:02 AM GMT+1","5","6","6","6","7","8","7","7","4","8","7","7","5","6","2","6","6","No"
"2019/08/26 8:00:18 AM GMT+1","3","5","6","5","7","5","7","6","4","7","7","5","4","6","1","4","6","No"
"2019/08/26 8:06:53 AM GMT+1","5","5","5","5","6","6","6","6","6","6","6","10","10","5","1","2","10","Yes"
"2019/08/26 8:07:22 AM GMT+1","4","3","5","4","8","7","5","6","2","6","6","7","5","3","1","5","5","No"
"2019/08/26 8:12:33 AM GMT+1","4","4","4","4","7","4","5","6","4","7","6","5","5","3","1","5","6","No"
"2019/08/26 8:13:22 AM GMT+1","6","4","5","5","7","4","4","4","4","4","4","4","4","4","4","4","7","Yes"
"2019/08/26 8:19:25 AM GMT+1","3","5","8","6","8","6","8","6","5","9","7","8","2","7","2","7","2","No"
"2019/08/26 8:19:55 AM GMT+1","6","5","7","6","7","7","7","6","6","7","7","7","5","5","5","6","6","No"
"2019/08/26 8:23:26 AM GMT+1","4","5","6","4","5","5","6","5","3","6","7","5","5","4","5","5","6","No"
"2019/08/26 8:25:35 AM GMT+1","5","5","5","5","7","6","6","5","1","7","5","5","5","1","1","1","7","No"
"2019/08/26 8:29:23 AM GMT+1","5","6","7","7","7","6","8","6","5","6","7","5","6","6","4","7","7","No"
"2019/08/26 8:32:49 AM GMT+1","3","1","9","8","10","3","8","4","1","8","6","4","10","2","10","1","10","No"
"2019/08/26 8:36:50 AM GMT+1","3","2","4","2","6","5","5","3","1","6","6","5","1","1","1","1","3","No"
"2019/08/26 8:39:53 AM GMT+1","6","6","7","5","5","5","5","6","6","6","7","6","6","6","1","4","7","Yes"
"2019/08/26 8:40:32 AM GMT+1","4","7","7","5","6","5","5","7","4","8","7","5","5","5","3","4","7","No"
"2019/08/26 8:44:31 AM GMT+1","5","4","6","8","7","6","7","6","5","8","7","6","5","6","2","4","2","No"
"2019/08/26 8:47:53 AM GMT+1","5","6","6","6","6","4","7","7","6","7","7","7","4","4","4","4","5","No"
"2019/08/26 8:49:03 AM GMT+1","4","4","4","4","6","5","4","3","2","6","5","5","5","3","1","3","4","No"
"2019/08/26 8:52:17 AM GMT+1","3","5","6","4","8","7","7","6","4","9","6","6","5","5","1","4","5","No"
"2019/08/26 8:53:27 AM GMT+1","4","5","6","4","6","6","5","7","5","7","8","6","5","6","3","7","6","No"
"2019/08/26 8:54:12 AM GMT+1","3","4","4","2","6","5","7","5","1","8","8","6","4","4","1","3","7","No"
"2019/08/26 9:06:32 AM GMT+1","4","5","4","4","5","4","5","4","1","6","4","5","1","1","1","1","7","No"
"2019/08/26 9:07:22 AM GMT+1","3","6","6","3","8","5","6","6","4","6","8","6","6","6","1","5","6","No"
"2019/08/26 9:08:28 AM GMT+1","3","5","4","3","6","4","6","5","2","8","5","6","4","4","2","3","6","No"
"2019/08/26 9:09:36 AM GMT+1","5","6","6","4","6","6","6","6","5","7","7","5","5","5","3","2","7","No"
"2019/08/26 9:14:57 AM GMT+1","3","4","4","4","4","4","7","5","4","6","5","5","4","4","3","4","5","No"
"2019/08/26 9:15:16 AM GMT+1","5","7","7","5","7","5","7","6","3","7","7","5","4","5","1","6","1","No"
"2019/08/26 9:16:15 AM GMT+1","6","7","7","5","7","9","8","8","4","9","8","7","5","4","4","4","8","No"
"2019/08/26 9:16:43 AM GMT+1","6","5","8","5","9","7","6","8","2","6","8","6","6","5","1","7","3","No"
"2019/08/26 9:17:48 AM GMT+1","5","5","4","4","4","3","4","3","1","1","4","5","2","2","1","1","7","No"
"2019/08/26 9:18:54 AM GMT+1","4","6","6","5","5","4","4","4","3","4","6","6","5","3","3","4","6","No"
"2019/08/26 9:19:09 AM GMT+1","5","4","5","10","6","6","5","5","1","5","5","5","4","6","1","4","9","No"
"2019/08/26 9:23:33 AM GMT+1","3","5","7","5","6","7","6","5","4","8","7","4","5","4","1","4","8","No"
"2019/08/26 9:28:17 AM GMT+1","5","5","5","4","6","6","6","4","4","7","6","4","4","3","2","4","6","No"
"2019/08/26 9:30:21 AM GMT+1","3","5","4","4","5","5","8","7","3","7","7","7","4","5","1","5","5","No"
"2019/08/26 9:36:09 AM GMT+1","4","5","6","4","6","5","6","5","4","7","6","5","5","5","1","4","1","No"
"2019/08/26 9:40:53 AM GMT+1","5","5","7","3","7","6","6","4","1","6","8","3","5","5","1","3","8","No"
"2019/08/26 9:41:03 AM GMT+1","6","3","7","3","7","4","4","6","1","6","7","5","5","2","1","1","6","No"
"2019/08/26 9:41:11 AM GMT+1","6","5","6","6","5","5","5","6","4","5","5","6","4","5","3","5","5","No"
"2019/08/26 9:48:05 AM GMT+1","1","6","6","1","6","1","6","1","1","6","1","6","6","2","1","1","2","No"
"2019/08/26 9:48:34 AM GMT+1","3","2","1","1","3","2","4","3","2","1","3","2","3","1","1","2","4","No"
"2019/08/26 9:49:09 AM GMT+1","5","5","6","5","8","7","6","4","3","7","7","5","4","2","2","7","6","No"
"2019/08/26 9:50:38 AM GMT+1","4","5","4","2","5","5","6","4","4","7","4","6","2","4","1","6","6","No"
"2019/08/26 9:53:30 AM GMT+1","4","7","9","7","9","6","8","6","1","7","6","5","4","6","3","5","1","No"
"2019/08/26 10:01:15 AM GMT+1","4","5","4","4","6","4","6","6","4","6","7","6","4","4","1","4","4","No"
"2019/08/26 10:02:20 AM GMT+1","4","4","6","4","6","5","5","5","1","5","7","3","5","6","1","3","4","No"
"2019/08/26 10:06:17 AM GMT+1","2","4","5","4","5","5","5","3","2","6","6","5","5","4","1","5","2","No"
"2019/08/26 10:14:06 AM GMT+1","3","5","4","3","4","4","7","2","2","6","7","5","4","3","1","3","5","No"
"2019/08/26 10:17:53 AM GMT+1","5","5","7","5","6","5","7","5","4","7","6","6","6","5","5","5","7","No"
"2019/08/26 10:26:53 AM GMT+1","6","7","8","7","9","9","8","7","7","7","8","8","7","7","3","10","5","No"
"2019/08/26 10:31:34 AM GMT+1","2","5","4","3","6","6","6","4","2","7","6","6","5","4","1","2","6","No"
"2019/08/26 10:38:52 AM GMT+1","6","7","7","6","8","7","8","7","6","7","8","6","6","7","4","7","7","No"
"2019/08/26 10:40:15 AM GMT+1","3","3","4","2","7","2","6","4","1","6","5","4","3","2","2","2","7","No"
"2019/08/26 10:45:50 AM GMT+1","5","6","6","5","6","7","5","6","4","8","7","5","5","5","4","6","6","No"
"2019/08/26 10:51:39 AM GMT+1","1","2","4","2","5","3","4","3","1","5","4","1","1","1","1","1","5","No"
"2019/08/26 10:52:28 AM GMT+1","4","6","5","3","6","4","4","3","2","6","7","3","4","5","3","3","5","No"
"2019/08/26 10:52:32 AM GMT+1","3","1","1","1","6","1","5","6","1","4","5","1","1","1","1","1","7","No"
"2019/08/26 10:54:26 AM GMT+1","4","6","6","6","5","5","6","4","3","7","6","6","4","2","1","1","6","No"
"2019/08/26 11:00:36 AM GMT+1","1","5","5","3","5","5","6","5","3","7","6","5","2","3","1","3","6","No"
"2019/08/26 11:00:36 AM GMT+1","4","5","6","4","6","6","6","6","4","7","7","5","4","5","2","4","4","No"
"2019/08/26 11:03:04 AM GMT+1","3","6","6","4","8","4","7","4","1","7","7","3","7","4","1","3","1","No"
"2019/08/26 11:04:41 AM GMT+1","1","6","5","3","5","1","4","4","4","8","3","5","2","3","1","3","7","No"
"2019/08/26 11:10:15 AM GMT+1","5","5","5","4","6","5","7","4","3","6","7","7","3","5","5","4","6","No"
"2019/08/26 11:11:12 AM GMT+1","4","5","4","4","8","4","4","4","2","7","5","3","5","3","1","3","3","No"
"2019/08/26 11:11:54 AM GMT+1","2","6","4","2","6","5","5","3","4","6","5","3","3","4","1","5","5","No"
"2019/08/26 11:12:58 AM GMT+1","4","4","5","4","5","6","6","5","4","6","6","4","3","5","3","4","7","No"
"2019/08/26 11:13:34 AM GMT+1","5","6","6","6","8","5","6","6","7","9","8","8","4","5","1","6","3","No"
"2019/08/26 11:19:48 AM GMT+1","2","5","6","4","2","5","6","5","1","7","6","6","4","4","1","2","5","No"
"2019/08/26 11:24:48 AM GMT+1","3","5","6","4","6","5","4","4","1","8","7","5","4","4","1","1","6","No"
"2019/08/26 11:33:06 AM GMT+1","4","6","6","7","8","7","7","7","3","8","6","6","5","7","1","6","2","No"
"2019/08/26 11:36:54 AM GMT+1","5","5","6","4","5","5","6","6","4","7","8","5","5","5","5","5","5","No"
"2019/08/26 11:37:01 AM GMT+1","2","4","5","3","7","7","6","5","4","8","8","6","3","4","3","5","8","No"
"2019/08/26 11:37:35 AM GMT+1","3","4","5","5","6","5","6","7","3","5","7","2","4","4","1","3","5","No"
"2019/08/26 11:39:47 AM GMT+1","2","4","4","3","3","4","6","4","2","5","4","5","4","3","2","2","6","No"
"2019/08/26 11:43:09 AM GMT+1","5","6","6","5","6","6","6","6","5","7","6","6","6","6","1","5","7","Yes"
"2019/08/26 11:44:58 AM GMT+1","5","5","8","3","8","5","6","2","1","5","6","5","4","4","1","3","5","No"
"2019/08/26 11:45:49 AM GMT+1","4","5","7","4","7","8","7","7","2","7","6","8","5","4","2","7","4","No"
"2019/08/26 11:50:41 AM GMT+1","4","6","4","4","7","4","7","5","1","5","7","5","5","2","1","3","4","No"
"2019/08/26 11:53:44 AM GMT+1","5","7","6","5","6","7","8","6","7","8","8","7","6","6","4","7","7","No"
"2019/08/26 11:56:52 AM GMT+1","6","6","6","4","7","6","6","4","4","7","6","4","5","5","3","4","4","No"
"2019/08/26 12:02:29 PM GMT+1","3","5","4","4","6","6","6","5","4","6","5","4","3","4","1","4","9","No"
"2019/08/26 12:05:51 PM GMT+1","5","3","7","4","7","5","7","7","1","7","8","4","5","5","1","5","6","No"
"2019/08/26 12:11:56 PM GMT+1","3","4","6","4","5","4","6","3","2","6","7","6","5","4","1","3","6","No"
"2019/08/26 12:14:51 PM GMT+1","6","7","8","8","8","6","8","7","4","7","8","5","3","6","1","6","2","No"
"2019/08/26 12:18:16 PM GMT+1","5","5","6","5","7","6","7","6","5","8","7","7","4","4","1","4","3","No"
"2019/08/26 12:18:21 PM GMT+1","3","4","3","3","4","6","1","3","2","7","3","6","4","1","1","1","4","No"
"2019/08/26 12:19:35 PM GMT+1","6","5","7","6","8","7","8","6","4","7","7","5","5","6","3","6","7","No"
"2019/08/26 12:25:34 PM GMT+1","4","5","6","5","6","7","6","6","3","5","4","5","4","5","4","4","6","No"
"2019/08/26 12:27:07 PM GMT+1","1","4","3","2","5","4","5","1","1","6","5","3","4","1","1","1","8","No"
"2019/08/26 12:28:14 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/08/26 12:30:35 PM GMT+1","5","2","6","4","5","6","6","3","1","7","6","3","5","5","10","1","10","No"
"2019/08/26 12:39:09 PM GMT+1","4","4","5","4","8","6","6","5","2","9","8","7","7","4","1","4","5","No"
"2019/08/26 12:40:41 PM GMT+1","5","7","6","6","8","8","7","7","6","8","7","6","6","6","1","4","5","No"
"2019/08/26 12:42:30 PM GMT+1","5","6","4","4","5","6","6","5","2","6","6","7","6","5","1","5","4","No"
"2019/08/26 12:47:42 PM GMT+1","3","3","6","3","7","5","5","3","3","6","7","4","3","4","2","3","3","No"
"2019/08/26 1:15:48 PM GMT+1","3","6","6","4","6","5","5","2","1","6","6","4","2","1","1","1","6","No"
"2019/08/26 1:17:13 PM GMT+1","1","1","1","1","2","3","1","2","1","4","2","1","1","1","2","1","2","Yes"
"2019/08/26 1:19:07 PM GMT+1","4","5","6","5","7","7","6","5","4","6","7","7","4","7","1","6","5","No"
"2019/08/26 1:34:05 PM GMT+1","5","6","8","6","7","5","7","7","4","6","7","6","6","6","3","5","4","No"
"2019/08/26 1:38:27 PM GMT+1","3","3","6","4","6","6","8","7","5","8","7","6","6","6","4","5","6","No"
"2019/08/26 1:43:16 PM GMT+1","4","4","5","6","6","6","7","6","6","8","7","6","6","5","2","7","6","No"
"2019/08/26 1:47:52 PM GMT+1","4","7","10","6","8","7","8","8","6","9","8","6","5","5","1","5","5","No"
"2019/08/26 1:48:37 PM GMT+1","4","5","4","5","4","5","6","5","1","6","6","6","5","5","3","4","5","No"
"2019/08/26 2:00:40 PM GMT+1","2","4","4","4","5","5","6","6","2","1","6","5","4","4","2","3","4","No"
"2019/08/26 2:05:05 PM GMT+1","5","6","6","6","8","7","7","4","5","7","7","7","5","6","6","6","10","No"
