"Timestamp","David de Gea","Luke Shaw","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Nemanja Matic","Fred","Marcus Rashford","Jesse Lingard","Daniel James","Anthony Martial","Mason Greenwood (optional)","Andreas Pereira (optional)","Team Performance","Final Result","Ole","Arsenal","Did the ref/VAR do a good job? (optional) be unbiased please"
"2020/01/03 10:21:36 AM GMT+1","3","2","2","4","2","3","4","2","1","2","4","3","4","2","2","3","10","No"
"2020/01/03 10:22:06 AM GMT+1","4","3","5","5","5","5","6","4","2","2","6","4","6","3","2","3","6","No"
"2020/01/03 10:25:20 AM GMT+1","4","3","3","4","6","7","7","4","1","3","10","6","7","3","3","1","6","Yes"
"2020/01/03 10:36:32 AM GMT+1","1","1","1","4","4","7","5","2","1","3","2","3","4","1","1","3","3","Yes"
"2020/01/03 10:40:29 AM GMT+1","3","3","4","6","6","6","7","5","2","4","6","5","7","4","3","4","9","Yes"
"2020/01/03 11:06:44 AM GMT+1","4","3","3","4","5","5","7","4","2","4","7","","","4","1","3","7","Yes"
"2020/01/03 11:07:35 AM GMT+1","7","2","3","4","6","6","7","5","1","6","6","6","6","5","2","3","7","Yes"
"2020/01/03 11:19:56 AM GMT+1","5","4","3","5","5","5","5","3","1","4","5","5","5","2","1","1","7",""
"2020/01/03 11:20:47 AM GMT+1","4","3","3","5","5","3","5","3","2","4","6","4","4","2","3","5","8","Yes"
"2020/01/03 11:21:47 AM GMT+1","5","3","4","4","6","5","4","4","2","4","8","8","3","3","3","2","6","Yes"
"2020/01/03 11:24:02 AM GMT+1","4","5","3","4","6","6","6","3","2","5","7","","7","3","1","1","6","Yes"
"2020/01/03 11:26:00 AM GMT+1","4","3","7","8","6","6","7","5","3","5","7","8","7","4","3","6","9","Yes"
"2020/01/03 11:28:23 AM GMT+1","4","3","2","3","4","3","5","3","1","2","4","","","3","4","3","10","No"
"2020/01/03 11:31:44 AM GMT+1","1","1","1","1","1","1","7","6","1","6","6","","","1","1","1","10","Yes"
"2020/01/03 11:35:07 AM GMT+1","5","1","3","4","5","3","6","5","2","3","6","4","5","3","3","2","6","Yes"
"2020/01/03 11:35:40 AM GMT+1","5","4","4","3","5","6","6","5","2","4","5","4","4","3","2","5","5","Yes"
"2020/01/03 11:38:53 AM GMT+1","5","6","5","7","6","6","7","3","2","6","7","6","6","4","5","3","7","No"
"2020/01/03 11:44:36 AM GMT+1","5","6","5","7","6","7","9","6","5","6","8","7","7","4","3","6","8","Yes"
"2020/01/03 11:47:37 AM GMT+1","6","7","3","5","6","6","8","5","2","5","5","6","6","6","6","8","8","No"
"2020/01/03 11:57:03 AM GMT+1","5","1","5","5","5","8","7","3","3","4","5","6","7","2","4","3","8","Yes"
"2020/01/03 12:00:56 PM GMT+1","4","3","4","6","6","5","7","6","2","4","5","5","6","4","3","3","8","Yes"
"2020/01/03 12:01:32 PM GMT+1","6","3","4","4","5","5","5","4","3","6","5","5","6","4","1","6","8","Yes"
"2020/01/03 12:02:08 PM GMT+1","5","3","4","4","6","5","6","6","2","5","6","","","3","3","5","8","Yes"
"2020/01/03 12:14:35 PM GMT+1","5","2","5","4","5","4","6","5","2","4","6","4","6","2","2","4","8",""
"2020/01/03 12:16:43 PM GMT+1","7","3","4","7","7","5","10","5","1","4","8","","","4","2","10","10",""
"2020/01/03 12:19:49 PM GMT+1","6","3","6","7","6","9","8","8","6","7","7","7","7","6","5","4","8","Yes"
"2020/01/03 12:23:38 PM GMT+1","3","3","4","4","5","5","6","4","3","4","5","5","6","4","2","3","8","Yes"
"2020/01/03 12:27:18 PM GMT+1","8","6","6","7","7","5","8","6","5","6","6","","","6","5","5","7","Yes"
"2020/01/03 12:29:50 PM GMT+1","5","4","4","5","5","2","7","4","2","5","5","5","4","3","5","5","9","Yes"
"2020/01/03 12:32:21 PM GMT+1","5","5","5","6","5","7","5","4","4","5","7","","","3","1","5","8","No"
"2020/01/03 12:36:11 PM GMT+1","7","4","4","6","5","7","8","5","3","6","5","5","7","4","1","8","9","Yes"
"2020/01/03 12:49:36 PM GMT+1","3","2","2","2","5","4","5","4","3","5","6","5","5","4","3","5","8","No"
"2020/01/03 12:57:55 PM GMT+1","4","4","5","5","3","1","4","3","1","6","5","6","5","2","2","4","7","Yes"
"2020/01/03 1:02:46 PM GMT+1","4","1","2","3","3","6","7","4","1","2","4","","","3","3","3","8","Yes"
"2020/01/03 1:05:31 PM GMT+1","4","2","4","5","4","5","5","3","2","4","4","4","6","1","1","2","7","No"
"2020/01/03 1:07:25 PM GMT+1","6","2","4","4","5","6","8","4","1","5","7","7","6","1","2","6","8","Yes"
"2020/01/03 1:08:07 PM GMT+1","6","2","3","3","6","2","6","6","2","5","7","","","4","6","6","10",""
"2020/01/03 1:08:32 PM GMT+1","4","5","4","6","6","6","4","3","3","6","6","6","5","4","2","3","7","Yes"
"2020/01/03 1:12:02 PM GMT+1","2","2","3","3","5","5","5","4","3","7","7","","","3","8","7","9","Yes"
"2020/01/03 1:12:54 PM GMT+1","5","1","4","6","6","5","7","3","2","4","6","4","6","4","3","8","5","Yes"
"2020/01/03 1:16:15 PM GMT+1","3","2","3","6","6","2","6","5","2","3","5","6","5","3","1","8","7","Yes"
"2020/01/03 1:16:27 PM GMT+1","10","3","5","5","6","5","9","4","4","9","7","7","8","2","1","1","8","Yes"
"2020/01/03 1:29:58 PM GMT+1","2","3","6","5","5","4","6","4","2","4","4","","","3","1","4","4","Yes"
"2020/01/03 1:35:43 PM GMT+1","4","3","3","5","6","5","7","4","1","6","7","","","3","3","5","7","Yes"
"2020/01/03 1:42:37 PM GMT+1","1","1","2","2","4","4","6","2","1","2","5","3","3","10","10","10","10","No"
"2020/01/03 1:46:42 PM GMT+1","6","2","2","6","6","4","7","6","2","5","7","6","7","3","1","5","7","Yes"
"2020/01/03 1:50:34 PM GMT+1","5","3","4","4","6","6","7","6","2","4","6","6","5","4","1","3","7","No"
"2020/01/03 1:54:17 PM GMT+1","5","1","1","6","7","4","6","5","1","5","5","6","6","2","1","1","7","Yes"
"2020/01/03 1:56:59 PM GMT+1","5","4","5","5","5","5","6","3","1","3","4","","","1","1","1","5",""
"2020/01/03 2:15:18 PM GMT+1","5","5","5","3","6","5","5","5","3","5","6","","7","3","3","6","8",""
"2020/01/03 2:25:38 PM GMT+1","4","3","4","4","6","6","7","5","2","5","7","5","5","2","3","3","8","Yes"
"2020/01/03 2:27:22 PM GMT+1","3","1","3","2","3","2","4","4","1","3","3","3","4","3","1","8","8","No"
"2020/01/03 2:28:52 PM GMT+1","6","3","4","5","6","6","7","5","2","4","5","","7","3","3","5","7",""
"2020/01/03 2:31:52 PM GMT+1","5","2","2","5","6","5","6","5","1","4","6","","6","1","1","1","7","No"
"2020/01/03 2:32:29 PM GMT+1","4","1","2","3","4","4","5","3","1","3","4","","","2","2","2","6","No"
"2020/01/03 2:35:15 PM GMT+1","5","4","4","4","6","6","7","3","1","4","3","","","4","4","4","6","Yes"
"2020/01/03 2:35:58 PM GMT+1","6","5","4","5","6","5","4","6","4","5","5","6","6","4","5","4","8",""
"2020/01/03 2:36:07 PM GMT+1","5","4","4","5","5","3","5","4","1","2","3","5","4","3","3","5","8","Yes"
"2020/01/03 2:47:12 PM GMT+1","5","2","3","6","4","6","5","4","1","4","4","","7","2","3","9","10","Yes"
"2020/01/03 2:48:25 PM GMT+1","3","2","2","4","2","6","7","5","1","6","5","5","6","2","1","3","8","Yes"
"2020/01/03 2:52:10 PM GMT+1","6","3","4","3","6","7","6","6","2","6","6","6","7","4","8","9","8","No"
"2020/01/03 2:55:52 PM GMT+1","3","4","4","3","5","5","6","5","4","5","5","4","4","4","3","4","6","Yes"
"2020/01/03 2:58:36 PM GMT+1","4","3","3","4","6","4","5","5","3","4","6","","","3","2","4","8","Yes"
"2020/01/03 2:59:25 PM GMT+1","7","4","6","7","7","8","9","7","4","6","8","6","8","4","4","4","8","No"
"2020/01/03 3:01:39 PM GMT+1","6","5","6","6","7","5","7","6","5","6","7","7","6","3","1","5","8","Yes"
"2020/01/03 3:18:08 PM GMT+1","4","4","3","4","4","5","4","3","3","4","4","4","3","4","2","6","8","Yes"
"2020/01/03 3:20:31 PM GMT+1","4","1","3","5","6","6","7","6","2","5","7","5","5","2","1","2","6","Yes"
"2020/01/03 3:31:50 PM GMT+1","6","4","6","6","7","2","8","7","4","6","7","","","3","4","8","8","Yes"
"2020/01/03 3:46:30 PM GMT+1","6","4","5","5","5","5","6","5","4","5","5","5","5","4","2","4","7","Yes"
"2020/01/03 3:47:36 PM GMT+1","6","3","3","4","5","3","6","5","2","5","6","","","3","2","2","6","Yes"
"2020/01/03 4:01:10 PM GMT+1","5","4","3","5","5","6","8","3","1","5","7","5","5","3","5","4","10","No"
"2020/01/03 4:01:25 PM GMT+1","5","3","2","3","4","5","4","4","1","3","3","","5","2","1","2","8","Yes"
"2020/01/03 4:01:29 PM GMT+1","3","4","3","3","5","2","6","6","3","5","5","7","7","2","1","2","8","No"
"2020/01/03 4:08:56 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/01/03 4:10:38 PM GMT+1","2","1","1","2","5","6","6","4","1","4","6","5","5","1","1","1","7","No"
"2020/01/03 4:14:11 PM GMT+1","3","2","3","5","5","4","4","4","2","4","4","","","1","5","1","9",""
"2020/01/03 4:19:58 PM GMT+1","5","3","3","4","4","4","6","4","2","3","5","4","5","2","2","4","9","No"
"2020/01/03 4:20:46 PM GMT+1","3","4","4","4","5","5","5","4","1","4","4","4","4","2","1","2","7","Yes"
"2020/01/03 4:21:48 PM GMT+1","6","4","4","5","5","4","6","5","3","6","6","5","5","3","2","1","8","Yes"
"2020/01/03 4:35:23 PM GMT+1","1","3","3","3","8","5","8","2","1","6","8","5","5","3","1","1","10","Yes"
"2020/01/03 4:36:56 PM GMT+1","4","1","4","3","4","4","5","3","2","4","3","","","2","2","3","6","Yes"
"2020/01/03 4:36:56 PM GMT+1","5","6","7","8","7","6","8","6","5","6","8","","7","6","4","6","8","Yes"
"2020/01/03 4:39:57 PM GMT+1","6","2","4","7","6","7","9","6","1","5","6","6","7","3","3","4","10","Yes"
"2020/01/03 4:51:27 PM GMT+1","5","1","2","3","4","4","6","4","1","3","5","4","4","1","1","1","7","Yes"
"2020/01/03 4:54:32 PM GMT+1","4","2","3","4","5","5","7","3","1","4","7","4","5","3","7","3","8","Yes"
"2020/01/03 4:57:12 PM GMT+1","6","3","5","5","6","5","6","6","4","5","6","6","6","4","3","3","7","Yes"
"2020/01/03 4:58:42 PM GMT+1","4","3","4","4","6","5","5","4","4","4","4","4","5","3","3","1","9","Yes"
"2020/01/03 4:59:21 PM GMT+1","6","4","3","5","5","5","6","5","1","6","5","","","4","3","2","7","Yes"
"2020/01/03 5:01:20 PM GMT+1","5","2","5","5","5","7","7","4","2","3","3","","7","4","5","7","8","Yes"
"2020/01/03 5:05:59 PM GMT+1","4","3","3","4","3","4","7","3","1","5","3","","","4","3","3","8","Yes"
"2020/01/03 5:06:00 PM GMT+1","3","3","3","5","5","6","7","5","3","5","6","6","6","6","5","8","8","Yes"
"2020/01/03 5:09:03 PM GMT+1","6","4","5","6","6","6","7","6","2","5","7","5","6","4","1","5","7","No"
"2020/01/03 5:13:28 PM GMT+1","3","2","2","5","6","5","5","6","1","5","3","","","1","1","1","10","Yes"
"2020/01/03 5:16:43 PM GMT+1","4","4","4","5","5","5","5","6","4","5","5","5","5","3","2","4","7","No"
"2020/01/03 5:26:12 PM GMT+1","5","2","4","4","4","6","6","4","1","4","5","5","5","2","2","4","5",""
"2020/01/03 5:30:38 PM GMT+1","4","1","3","4","5","5","5","4","3","3","4","4","4","1","1","2","8","Yes"
"2020/01/03 6:04:49 PM GMT+1","5","3","3","4","4","2","5","4","1","4","5","4","4","4","10","10","10","Yes"
"2020/01/03 6:06:04 PM GMT+1","3","3","3","3","5","4","5","5","2","3","3","5","6","3","3","3","7","Yes"
"2020/01/03 6:11:37 PM GMT+1","5","2","7","5","5","4","8","7","1","5","5","9","7","2","1","2","7","Yes"
"2020/01/03 6:12:41 PM GMT+1","4","6","5","3","1","6","6","3","1","3","7","5","4","2","2","4","7","No"
"2020/01/03 6:15:52 PM GMT+1","7","2","2","2","2","4","4","2","1","3","7","3","5","1","1","1","6","Yes"
"2020/01/03 6:16:27 PM GMT+1","7","6","7","7","7","8","8","7","1","6","8","7","8","7","7","7","9","Yes"
"2020/01/03 6:16:44 PM GMT+1","4","2","5","5","5","5","7","4","1","3","4","4","4","2","2","4","6","Yes"
"2020/01/03 6:42:45 PM GMT+1","5","4","4","6","6","6","7","6","3","4","5","5","5","3","1","5","8","Yes"
"2020/01/03 6:49:27 PM GMT+1","5","5","5","5","6","4","7","6","3","5","6","5","6","4","3","6","9","Yes"
"2020/01/03 7:08:42 PM GMT+1","4","1","4","4","4","5","6","4","2","3","5","","5","3","1","4","7",""
"2020/01/03 7:20:52 PM GMT+1","5","3","3","4","4","2","4","5","1","4","4","5","5","2","1","4","8","Yes"
"2020/01/03 7:21:08 PM GMT+1","8","7","5","4","6","6","7","7","2","4","7","7","","3","4","6","8","Yes"
"2020/01/03 7:21:21 PM GMT+1","4","3","3","8","4","6","8","5","1","3","6","","","1","1","1","4","No"
"2020/01/03 7:34:59 PM GMT+1","4","3","3","4","4","5","5","3","2","3","3","3","4","3","1","2","6","No"
"2020/01/03 7:40:00 PM GMT+1","5","3","3","6","7","7","7","5","1","5","6","","","1","1","1","9","Yes"
"2020/01/03 8:08:22 PM GMT+1","6","4","5","4","5","5","7","4","2","3","6","5","6","2","2","3","8","Yes"
"2020/01/03 8:45:52 PM GMT+1","5","4","3","7","7","6","7","2","1","4","7","7","9","4","5","1","6",""
"2020/01/03 8:51:55 PM GMT+1","5","4","4","5","5","5","7","4","1","5","5","5","5","3","2","1","7","Yes"
"2020/01/03 9:16:01 PM GMT+1","3","3","4","5","5","4","6","5","4","4","6","","","5","4","4","6",""
"2020/01/03 9:26:11 PM GMT+1","4","7","7","7","7","3","7","7","6","7","7","6","6","4","1","5","8","No"
"2020/01/03 9:37:24 PM GMT+1","6","4","5","5","6","7","8","4","2","3","6","4","6","3","2","5","8",""
