"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Pogba","Matic","Bruno","Rashford","Greenwood","Martial","Fred","Williams (you are free not to vote)","Team Performance","Final Result","Ole","Southampton","Did the ref do a good job?"
"2020/07/15 8:04:35 AM GMT+2","8","5","4","6","8","3","6","4","9","5","10","5","","6","2","8","8","No"
"2020/07/15 8:06:50 AM GMT+2","6","7","5","7","5","4","6","4","7","6","7","7","6","5","5","5","8","No"
"2020/07/15 8:16:33 AM GMT+2","8","7","6","8","5","5","5","5","7","4","7","","","4","6","3","7","No"
"2020/07/15 8:16:45 AM GMT+2","6","7","6","8","7","7","7","7","8","7","9","","","7","5","6","8","No"
"2020/07/15 8:26:40 AM GMT+2","7","6","5","7","4","5","5","5","7","4","8","5","","4","4","6","8","No"
"2020/07/15 8:33:57 AM GMT+2","4","7","5","8","5","5","6","5","7","4","8","5","","6","4","5","9","No"
"2020/07/15 8:36:52 AM GMT+2","6","6","5","5","6","7","6","7","7","6","8","5","5","6","6","6","6","No"
"2020/07/15 8:41:08 AM GMT+2","7","8","5","4","6","6","6","7","8","6","8","6","","5","3","6","7","No"
"2020/07/15 8:42:23 AM GMT+2","7","7","5","6","6","5","5","5","8","6","8","6","6","6","1","7","9","No"
"2020/07/15 9:24:43 AM GMT+2","8","8","4","8","4","4","5","5","6","4","9","5","","5","4","8","7","Yes"
"2020/07/15 9:26:37 AM GMT+2","5","7","5","6","6","6","5","6","8","6","8","6","","6","5","7","9","No"
"2020/07/15 9:35:42 AM GMT+2","7","7","6","10","5","6","6","6","8","4","8","6","","8","5","6","9","No"
"2020/07/15 9:37:25 AM GMT+2","7","7","6","8","7","6","7","6","8","6","8","7","","6","6","6","8","No"
"2020/07/15 9:46:28 AM GMT+2","7","6","5","6","6","5","5","5","6","4","6","4","","5","4","5","7","No"
"2020/07/15 9:52:37 AM GMT+2","6","7","6","7","6","5","6","5","8","5","8","","10","5","4","6","7","No"
"2020/07/15 10:21:17 AM GMT+2","4","6","4","4","6","4","6","7","7","5","8","5","","5","1","5","1","No"
"2020/07/15 10:34:30 AM GMT+2","8","9","5","8","6","3","4","5","8","3","9","6","8","7","7","8","8","No"
"2020/07/15 10:37:54 AM GMT+2","8","8","6","9","7","6","6","6","6","4","8","7","","7","6","4","9","Yes"
"2020/07/15 10:41:39 AM GMT+2","5","8","5","8","6","6","8","6","7","6","7","5","","6","1","6","10","No"
"2020/07/15 11:08:50 AM GMT+2","7","7","7","8","6","6","7","6","8","6","9","6","7","7","5","9","7","No"
"2020/07/15 11:32:37 AM GMT+2","6","6","6","6","5","5","5","6","7","5","8","6","","5","3","6","7","No"
"2020/07/15 11:34:48 AM GMT+2","6","8","6","7","6","6","7","6","8","6","8","5","6","5","4","7","8","No"
"2020/07/15 11:45:55 AM GMT+2","6","7","6","6","6","4","6","6","6","5","9","7","6","3","2","2","8","No"
"2020/07/15 11:49:12 AM GMT+2","6","7","4","4","5","6","5","6","7","5","8","5","7","6","6","5","8","No"
"2020/07/15 12:14:06 PM GMT+2","6","7","5","6","5","5","5","5","7","4","8","5","","5","5","5","7","No"
"2020/07/15 12:17:10 PM GMT+2","7","7","4","5","5","6","8","5","6","5","8","4","","5","3","4","7","No"
"2020/07/15 12:18:48 PM GMT+2","7","7","5","8","5","5","6","6","7","6","8","7","","6","5","6","7","No"
"2020/07/15 12:25:17 PM GMT+2","6","6","5","5","7","6","7","7","7","5","7","6","","6","4","6","7","No"
"2020/07/15 12:26:50 PM GMT+2","3","3","10","8","1","10","5","2","10","1","1","10","","3","4","2","8","Yes"
"2020/07/15 12:49:34 PM GMT+2","5","7","6","6","5","5","7","6","8","6","9","7","","7","3","5","7","No"
"2020/07/15 12:55:07 PM GMT+2","6","8","7","8","7","6","7","6","8","6","9","6","7","6","6","7","9","No"
"2020/07/15 1:11:09 PM GMT+2","8","8","6","8","7","7","7","7","7","6","8","","","7","5","6","7","No"
"2020/07/15 2:26:32 PM GMT+2","7","8","6","9","6","7","7","7","7","6","8","5","","6","4","8","7","No"
"2020/07/15 2:35:57 PM GMT+2","6","7","4","9","6","4","5","4","4","5","9","6","","6","4","5","7","No"
"2020/07/15 2:51:22 PM GMT+2","7","7","6","5","5","3","5","5","6","4","7","4","","5","3","5","8","Yes"
"2020/07/15 2:55:03 PM GMT+2","6","9","5","8","6","7","6","6","7","5","7","8","7","6","4","7","3","No"
"2020/07/15 3:01:37 PM GMT+2","5","8","6","8","5","7","7","7","7","6","8","5","","9","6","9","10","No"
"2020/07/15 3:04:13 PM GMT+2","6","7","4","6","5","5","5","5","6","5","8","5","","3","2","7","7","No"
"2020/07/15 3:12:24 PM GMT+2","7","8","6","6","6","6","7","6","8","6","8","6","","5","3","6","7","No"
"2020/07/15 3:32:59 PM GMT+2","7","6","6","5","6","4","5","4","7","5","8","6","7","5","4","6","8","No"
"2020/07/15 3:43:28 PM GMT+2","8","8","8","7","8","6","8","7","8","7","9","7","","7","1","8","6","No"
"2020/07/15 3:50:04 PM GMT+2","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","8","No"
"2020/07/15 4:21:47 PM GMT+2","7","8","6","8","6","6","7","5","7","5","8","7","7","7","5","7","8","No"
"2020/07/15 5:03:02 PM GMT+2","6","8","6","6","6","6","9","7","8","5","9","6","","7","5","5","8","No"
"2020/07/15 5:17:10 PM GMT+2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
