"Timestamp","De Gea","Williams","Maguire","Lindelof","Wan-Bissaka","Matic","Pogba","Rashford","Bruno","Greenwood","Martial","Lingard","Team Performance","Final Result","Ole","Leicester","Did the ref do a good job?"
"2020/07/28 4:22:06 AM GMT+2","7","7","7","8","6","7","6","5","6","7","6","8","6","10","7","4","No"
"2020/07/28 4:23:06 AM GMT+2","9","7","8","9","8","8","8","7","9","7","7","10","9","10","10","6","Yes"
"2020/07/28 4:23:09 AM GMT+2","7","6","7","7","5","7","7","4","7","6","5","10","4","10","6","4","No"
"2020/07/28 4:36:02 AM GMT+2","6","4","6","8","6","5","5","6","6","4","9","10","4","10","8","2","No"
"2020/07/28 4:41:45 AM GMT+2","7","7","7","8","7","7","7","7","8","7","7","10","8","9","8","6",""
"2020/07/28 4:42:49 AM GMT+2","6","7","6","8","7","7","7","7","6","7","7","10","7","9","8","4","Yes"
"2020/07/28 4:45:46 AM GMT+2","7","7","8","9","8","9","7","7","8","8","9","9","6","10","4","8","Yes"
"2020/07/28 4:48:32 AM GMT+2","7","6","5","9","7","6","7","6","6","7","7","10","6","9","7","4","Yes"
"2020/07/28 4:53:44 AM GMT+2","7","6","7","8","6","6","10","6","6","6","8","10","6","10","6","5","Yes"
"2020/07/28 4:55:28 AM GMT+2","7","6","8","9","7","6","7","6","8","7","7","8","7","10","8","6","Yes"
"2020/07/28 4:56:28 AM GMT+2","7","8","8","9","7","7","7","6","7","7","8","10","8","10","9","7","Yes"
"2020/07/28 4:57:47 AM GMT+2","4","7","6","9","6","6","9","6","5","7","6","10","7","10","7","5","Yes"
"2020/07/28 4:58:17 AM GMT+2","8","4","7","7","9","6","6","7","6","6","6","7","6","10","6","5","Yes"
"2020/07/28 5:03:32 AM GMT+2","8","8","7","8","8","7","7","7","7","7","8","6","10","10","10","4",""
"2020/07/28 5:04:52 AM GMT+2","7","7","8","8","7","8","8","7","9","8","8","10","10","10","10","6","Yes"
"2020/07/28 5:04:58 AM GMT+2","7","9","7","9","9","7","8","8","8","9","9","10","9","9","10","7","Yes"
"2020/07/28 5:12:35 AM GMT+2","8","7","7","8","7","7","7","8","8","6","8","7","7","7","7","5","Yes"
"2020/07/28 5:15:02 AM GMT+2","7","6","7","8","8","7","6","6","7","6","6","7","9","10","7","6","Yes"
"2020/07/28 5:21:07 AM GMT+2","7","7","6","7","7","6","6","6","7","6","6","10","7","10","7","5","Yes"
"2020/07/28 5:31:13 AM GMT+2","6","6","6","7","6","5","7","5","6","6","6","10","6","9","6","7","Yes"
"2020/07/28 5:31:38 AM GMT+2","5","6","6","7","6","6","6","6","6","5","5","10","5","8","7","4","Yes"
"2020/07/28 5:37:59 AM GMT+2","8","7","8","9","8","8","8","8","8","8","8","10","8","10","8","7","Yes"
"2020/07/28 5:38:02 AM GMT+2","6","7","7","9","7","7","6","7","6","7","6","9","6","10","8","5","No"
"2020/07/28 5:38:24 AM GMT+2","8","6","7","9","8","5","7","6","8","6","8","10","7","10","8","5","No"
"2020/07/28 5:42:13 AM GMT+2","6","5","5","7","5","5","6","5","6","6","6","10","7","6","6","5","Yes"
"2020/07/28 5:43:19 AM GMT+2","7","7","8","8","7","6","7","6","7","6","8","10","8","10","9","8","Yes"
"2020/07/28 5:44:51 AM GMT+2","6","6","7","8","7","1","6","7","6","7","7","","7","10","9","8","Yes"
"2020/07/28 5:54:44 AM GMT+2","7","8","5","7","6","6","6","4","5","9","8","8","6","8","6","5","No"
"2020/07/28 6:02:33 AM GMT+2","9","8","9","10","10","8","7","8","9","7","8","10","8","10","10","6","Yes"
"2020/07/28 6:03:31 AM GMT+2","8","8","8","9","9","8","8","8","8","8","8","10","9","10","10","7","Yes"
"2020/07/28 6:03:33 AM GMT+2","7","6","6","9","6","5","7","6","6","6","7","10","7","10","10","6","No"
"2020/07/28 6:14:20 AM GMT+2","9","9","8","8","7","7","9","8","8","7","8","7","8","10","8","8","Yes"
"2020/07/28 6:14:30 AM GMT+2","6","8","7","9","7","6","6","5","7","6","9","1","5","8","4","7","Yes"
"2020/07/28 6:18:38 AM GMT+2","7","6","7","9","7","9","8","6","7","6","7","10","7","10","7","6","Yes"
"2020/07/28 6:24:32 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","Yes"
"2020/07/28 6:31:03 AM GMT+2","7","7","8","9","8","8","7","8","8","8","9","10","8","9","9","7","Yes"
"2020/07/28 6:31:17 AM GMT+2","7","6","8","10","8","8","9","9","10","9","9","10","9","10","10","7","Yes"
"2020/07/28 6:34:31 AM GMT+2","6","7","7","7","7","6","6","6","7","7","8","8","9","10","9","1","Yes"
"2020/07/28 6:37:53 AM GMT+2","6","7","8","9","5","6","8","6","7","8","6","7","7","9","7","4","Yes"
"2020/07/28 6:38:48 AM GMT+2","7","6","6","8","6","7","6","5","6","6","7","10","7","9","7","6","Yes"
"2020/07/28 6:40:42 AM GMT+2","8","8","8","9","8","7","7","7","7","6","8","10","8","10","10","6","Yes"
"2020/07/28 6:47:44 AM GMT+2","6","6","7","7","6","7","7","6","7","6","7","10","7","7","8","5","Yes"
"2020/07/28 6:51:53 AM GMT+2","7","7","7","8","8","8","7","7","8","6","7","9","9","10","10","7","Yes"
"2020/07/28 6:55:05 AM GMT+2","4","6","5","7","6","6","5","5","7","7","7","10","7","9","5","6","No"
"2020/07/28 7:11:42 AM GMT+2","6","7","5","8","5","5","6","5","5","4","6","10","7","8","6","7","Yes"
"2020/07/28 7:25:57 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/07/28 7:29:12 AM GMT+2","6","6","6","9","7","7","6","6","6","6","6","8","7","7","8","6","Yes"
"2020/07/28 7:30:09 AM GMT+2","8","8","8","9","8","8","8","8","9","8","9","10","10","10","10","6","Yes"
"2020/07/28 7:37:48 AM GMT+2","6","7","7","9","9","7","6","6","7","7","7","10","7","10","7","8","Yes"
"2020/07/28 7:41:16 AM GMT+2","6","6","7","8","5","7","7","5","6","6","7","7","6","8","7","6","Yes"
"2020/07/28 7:46:20 AM GMT+2","8","5","8","8","7","7","6","7","8","8","8","7","7","9","9","4","Yes"
"2020/07/28 7:48:38 AM GMT+2","5","7","5","8","7","4","7","5","4","6","7","10","5","7","3","1","Yes"
"2020/07/28 8:07:45 AM GMT+2","5","5","5","5","5","5","5","5","5","5","5","6","4","10","7","4","Yes"
"2020/07/28 8:11:16 AM GMT+2","7","9","9","9","8","5","6","7","7","7","8","9","8","10","10","7","Yes"
"2020/07/28 8:20:03 AM GMT+2","6","5","6","8","6","6","6","6","7","5","5","6","6","10","7","3","Yes"
"2020/07/28 8:28:12 AM GMT+2","7","8","8","9","8","8","8","7","8","8","8","10","10","10","10","5","No"
"2020/07/28 8:34:35 AM GMT+2","8","6","6","8","8","7","6","5","7","6","6","10","7","10","10","3","Yes"
"2020/07/28 8:50:29 AM GMT+2","6","7","7","8","7","6","8","5","6","6","7","7","8","10","8","5","Yes"
"2020/07/28 9:17:36 AM GMT+2","7","7","7","9","8","7","7","7","8","7","7","10","7","10","10","4","No"
"2020/07/28 9:25:05 AM GMT+2","7","8","7","9","9","8","6","5","8","8","9","8","8","10","9","8","Yes"
"2020/07/28 9:42:50 AM GMT+2","7","7","7","8","7","7","7","7","7","8","7","10","7","10","10","6","No"
"2020/07/28 9:46:54 AM GMT+2","7","7","8","10","10","8","9","8","8","8","10","10","9","10","9","7","No"
"2020/07/28 9:47:05 AM GMT+2","7","6","6","8","7","5","6","5","7","6","8","10","7","10","8","3","No"
"2020/07/28 10:02:18 AM GMT+2","7","6","7","7","7","7","7","8","8","8","8","10","8","10","10","5","Yes"
"2020/07/28 10:04:21 AM GMT+2","7","7","7","8","6","7","6","5","6","7","6","10","7","10","7","8","No"
"2020/07/28 10:07:20 AM GMT+2","7","9","8","10","9","7","7","8","8","7","9","10","8","10","10","7","Yes"
"2020/07/28 10:08:48 AM GMT+2","6","6","6","8","6","6","6","6","7","6","7","10","6","10","8","4","Yes"
"2020/07/28 10:09:42 AM GMT+2","5","7","8","9","6","7","6","6","5","6","7","7","7","10","7","6","Yes"
"2020/07/28 10:17:50 AM GMT+2","5","7","6","6","6","6","6","5","5","6","7","10","6","9","7","7","Yes"
"2020/07/28 10:18:35 AM GMT+2","7","7","8","8","7","7","7","6","6","5","8","8","7","8","9","4","Yes"
"2020/07/28 10:20:39 AM GMT+2","7","9","6","8","8","6","7","7","8","5","7","10","8","10","7","7","Yes"
"2020/07/28 10:39:17 AM GMT+2","6","7","7","8","6","6","6","6","6","7","7","10","7","9","8","4","Yes"
"2020/07/28 10:41:21 AM GMT+2","7","6","6","8","7","6","8","8","9","7","7","10","6","10","7","4","Yes"
"2020/07/28 10:46:02 AM GMT+2","5","5","6","7","5","5","6","5","5","6","6","6","5","7","5","3","Yes"
"2020/07/28 11:21:56 AM GMT+2","6","6","6","6","5","6","6","3","6","6","7","10","5","10","6","3","Yes"
"2020/07/28 11:23:46 AM GMT+2","7","6","4","7","6","4","6","6","7","6","7","7","6","10","8","6","Yes"
"2020/07/28 11:32:58 AM GMT+2","8","7","7","8","7","7","7","7","7","7","8","8","7","10","7","4","Yes"
"2020/07/28 11:42:27 AM GMT+2","6","8","6","10","7","6","7","6","5","7","8","8","7","9","6","5","Yes"
"2020/07/28 11:51:29 AM GMT+2","7","7","9","9","7","7","6","7","7","7","8","10","8","10","9","7","Yes"
"2020/07/28 12:01:51 PM GMT+2","8","7","7","8","7","8","6","6","7","8","8","10","7","10","8","6","Yes"
"2020/07/28 12:02:09 PM GMT+2","7","6","6","9","6","7","6","5","5","6","6","7","6","9","7","6","Yes"
"2020/07/28 12:07:50 PM GMT+2","6","7","5","9","5","5","5","5","6","6","7","5","6","7","7","4",""
"2020/07/28 12:18:58 PM GMT+2","8","7","7","9","7","7","8","7","8","7","8","10","10","10","10","5","No"
"2020/07/28 12:32:49 PM GMT+2","7","7","7","8","8","7","7","7","9","8","8","10","7","10","10","5","Yes"
"2020/07/28 12:37:03 PM GMT+2","7","7","7","8","8","7","6","7","7","7","8","10","7","10","8","7","Yes"
"2020/07/28 12:50:10 PM GMT+2","6","6","6","8","6","7","6","5","6","7","7","8","6","10","7","5","Yes"
"2020/07/28 1:01:29 PM GMT+2","6","7","6","7","6","6","6","6","7","7","8","7","7","7","7","6","Yes"
"2020/07/28 1:51:15 PM GMT+2","4","7","7","10","7","3","5","5","6","6","7","10","7","10","10","1","Yes"
"2020/07/28 1:52:34 PM GMT+2","6","7","7","7","7","7","8","7","8","7","9","8","7","10","8","8","Yes"
"2020/07/28 1:54:51 PM GMT+2","6","5","7","8","5","6","7","7","8","6","8","10","7","10","8","9","Yes"
"2020/07/28 2:04:10 PM GMT+2","6","6","6","8","6","7","6","7","7","5","6","7","7","10","6","4","Yes"
"2020/07/28 2:04:43 PM GMT+2","7","7","7","9","7","7","7","7","8","7","8","8","8","10","8","6","No"
"2020/07/28 2:24:21 PM GMT+2","7","7","7","8","7","6","7","7","8","7","7","10","7","10","6","5","Yes"
"2020/07/28 3:01:02 PM GMT+2","7","6","7","8","6","7","6","5","7","6","8","10","6","7","6","6","Yes"
"2020/07/28 3:02:10 PM GMT+2","6","6","9","9","7","6","5","6","6","6","6","10","7","10","10","5","Yes"
"2020/07/28 3:06:56 PM GMT+2","7","7","7","7","7","6","6","6","6","6","7","7","7","9","7","6","Yes"
"2020/07/28 3:17:34 PM GMT+2","6","6","7","7","6","7","7","6","6","5","5","10","5","8","6","2","Yes"
"2020/07/28 3:31:40 PM GMT+2","7","8","8","8","7","6","7","6","7","6","7","8","7","7","8","6","Yes"
"2020/07/28 3:33:43 PM GMT+2","2","6","5","7","6","5","7","6","8","8","8","10","10","10","8","5","No"
"2020/07/28 3:39:35 PM GMT+2","7","8","7","9","6","7","8","6","7","6","7","10","7","9","6","6","No"
"2020/07/28 3:40:23 PM GMT+2","8","7","8","9","8","7","7","7","6","7","7","10","7","9","9","7","Yes"
"2020/07/28 3:45:30 PM GMT+2","6","6","7","9","5","7","7","6","6","6","6","6","6","9","9","7","Yes"
"2020/07/28 4:09:48 PM GMT+2","7","7","9","9","8","8","7","8","9","7","8","10","8","10","10","7","Yes"
"2020/07/28 4:25:11 PM GMT+2","6","7","4","8","7","6","5","6","5","7","7","6","6","7","5","4","No"
"2020/07/28 4:49:24 PM GMT+2","6","6","6","8","6","6","6","5","5","6","6","7","7","10","10","5","Yes"
"2020/07/28 4:53:28 PM GMT+2","8","6","9","10","8","8","6","7","6","8","9","10","8","10","8","6","Yes"
"2020/07/28 5:33:40 PM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/07/28 6:33:09 PM GMT+2","7","7","7","9","7","7","6","7","6","6","8","10","8","8","7","8","Yes"
"2020/07/28 6:49:37 PM GMT+2","7","8","7","9","7","6","6","5","7","7","8","10","6","9","7","6","Yes"
"2020/07/28 6:56:15 PM GMT+2","6","8","7","9","6","7","7","6","9","8","7","10","8","10","10","7","No"
"2020/07/28 10:06:17 PM GMT+2","6","6","6","7","7","6","6","5","6","6","7","7","5","9","6","4","Yes"
"2020/07/28 10:08:17 PM GMT+2","7","8","7","8","7","7","7","7","8","7","8","10","8","9","9","6","Yes"
"2020/07/28 10:39:42 PM GMT+2","7","7","8","8","7","8","9","8","7","7","8","10","10","10","10","6","Yes"
"2020/07/28 10:48:33 PM GMT+2","7","7","7","8","7","7","8","6","7","8","8","8","8","10","10","7","Yes"
"2020/07/29 2:49:55 AM GMT+2","6","6","7","7","7","6","7","7","8","7","7","7","8","10","9","5","No"
"2020/07/29 3:09:29 AM GMT+2","10","4","7","9","9","6","7","7","8","7","9","10","7","10","8","3","Yes"
"2020/07/29 6:21:23 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/07/29 7:11:17 AM GMT+2","7","6","6","7","7","8","7","9","9","9","9","8","7","8","8","5","Yes"
"2020/07/29 8:19:07 AM GMT+2","7","7","7","7","7","7","7","7","8","7","7","7","7","10","9","5","Yes"
"2020/07/29 10:09:05 AM GMT+2","8","7","7","8","7","6","7","6","7","6","6","8","7","10","10","7","No"
"2020/07/29 1:30:16 PM GMT+2","7","6","6","8","6","8","6","5","6","6","7","10","7","9","7","6","Yes"
