"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Matic","Pogba","Rashford","Bruno","Greenwood","Martial","Bailly","Fred","James","Team Performance","Final Result","Ole","Bournemouth","Did the ref do a good job?"
"2020/07/07 11:35:46 PM GMT+2","4","6","5","7","7","7","8","6","8","10","8","4","6","5","9","9","10","5","Yes"
"2020/07/07 11:39:44 PM GMT+2","3","8","6","8","9","9","8","8","10","10","9","5","8","7","8","10","10","4","No"
"2020/07/07 11:40:33 PM GMT+2","5","8","4","8","8","9","9","8","9","9","8","","8","7","9","9","9","3","Yes"
"2020/07/07 11:51:40 PM GMT+2","6","8","4","7","8","9","9","8","9","10","9","4","7","7","8","9","9","3","No"
"2020/07/07 11:52:11 PM GMT+2","5","9","5","7","8","8","8","9","10","10","7","6","8","6","7","9","9","6","No"
"2020/07/07 11:54:35 PM GMT+2","7","7","7","7","8","8","8","9","10","9","8","6","7","7","9","9","8","6","Yes"
"2020/07/07 11:56:04 PM GMT+2","5","8","6","6","7","7","7","7","9","9","8","6","7","6","9","10","9","4","No"
"2020/07/08 12:01:18 AM GMT+2","6","7","3","6","7","6","8","4","9","10","9","6","6","5","9","9","8","5","No"
"2020/07/08 12:05:12 AM GMT+2","9","8","8","10","10","10","10","8","10","10","9","6","7","7","10","10","10","6","No"
"2020/07/08 12:05:32 AM GMT+2","6","7","6","7","7","8","8","7","9","9","8","6","6","6","9","9","8","6","No"
"2020/07/08 12:07:58 AM GMT+2","5","6","5","6","8","9","8","8","10","10","8","3","8","","9","8","9","6","No"
"2020/07/08 12:11:56 AM GMT+2","5","7","5","6","8","8","7","8","9","10","9","4","7","5","10","9","9","5","No"
"2020/07/08 12:12:42 AM GMT+2","3","8","3","5","5","7","9","9","9","9","9","4","7","6","9","8","10","10","No"
"2020/07/08 12:14:27 AM GMT+2","5","7","6","7","7","8","8","7","8","9","7","7","6","6","7","9","8","6","No"
"2020/07/08 12:18:52 AM GMT+2","6","8","7","8","8","9","9","7","9","10","9","5","8","7","8","9","8","6","Yes"
"2020/07/08 12:19:40 AM GMT+2","4","8","5","7","8","9","9","7","10","10","8","6","6","5","8","10","10","4","No"
"2020/07/08 12:21:20 AM GMT+2","6","9","9","7","8","9","9","9","10","10","9","6","7","7","8","10","9","5","Yes"
"2020/07/08 12:27:14 AM GMT+2","6","8","6","8","8","9","9","8","10","10","10","6","7","7","9","9","9","8","No"
"2020/07/08 12:30:41 AM GMT+2","4","6","7","7","8","6","7","7","9","10","9","7","","","8","8","9","7","No"
"2020/07/08 12:33:31 AM GMT+2","4","7","5","8","8","9","6","7","9","9","7","2","","","10","10","10","7","Yes"
"2020/07/08 12:35:31 AM GMT+2","6","7","5","6","8","8","9","8","10","10","9","6","7","7","8","9","8","7","No"
"2020/07/08 12:35:50 AM GMT+2","6","8","7","9","8","8","9","8","10","10","8","7","9","7","8","8","8","8","Yes"
"2020/07/08 12:37:27 AM GMT+2","5","7","5","7","7","7","8","7","9","10","9","4","8","7","7","8","8","6","No"
"2020/07/08 12:41:57 AM GMT+2","6","8","6","7","7","9","9","8","9","10","9","6","8","7","8","8","8","3","No"
"2020/07/08 12:49:36 AM GMT+2","3","7","3","6","8","6","8","7","10","9","8","5","8","7","7","8","8","3","No"
"2020/07/08 1:12:51 AM GMT+2","5","6","5","7","8","8","8","9","9","9","9","6","7","6","9","10","10","1","No"
"2020/07/08 1:16:19 AM GMT+2","4","7","5","7","6","7","8","7","10","10","9","5","7","6","9","9","9","6","No"
"2020/07/08 1:24:47 AM GMT+2","5","8","7","8","7","8","8","7","9","9","8","5","7","6","8","9","9","5","No"
"2020/07/08 1:25:30 AM GMT+2","4","7","6","7","7","8","9","8","10","10","9","6","6","6","9","8","10","4","Yes"
"2020/07/08 1:25:32 AM GMT+2","6","8","6","7","8","7","9","7","8","9","8","6","7","6","8","8","9","4","Yes"
"2020/07/08 1:27:29 AM GMT+2","4","6","5","5","6","7","7","7","8","9","8","5","7","6","7","9","8","4",""
"2020/07/08 1:31:59 AM GMT+2","6","5","4","5","7","7","8","7","9","9","8","5","6","6","8","9","8","6","Yes"
"2020/07/08 1:43:56 AM GMT+2","6","9","6","8","9","8","9","7","10","10","7","6","6","7","9","10","10","3","No"
"2020/07/08 1:46:13 AM GMT+2","5","7","5","6","7","7","8","8","9","10","8","4","6","6","7","10","8","1","No"
"2020/07/08 1:50:16 AM GMT+2","6","7","5","7","7","8","9","8","9","10","7","6","7","6","8","8","8","2","Yes"
"2020/07/08 1:51:29 AM GMT+2","4","7","5","5","7","8","8","4","10","10","8","3","6","6","8","10","10","6","Yes"
"2020/07/08 2:01:18 AM GMT+2","7","6","7","7","9","8","9","8","10","10","9","6","6","7","9","10","10","4","Yes"
"2020/07/08 2:01:54 AM GMT+2","6","7","6","7","9","10","9","8","10","10","9","6","7","7","9","10","9","3","No"
"2020/07/08 2:02:16 AM GMT+2","5","8","6","6","8","6","7","6","8","9","8","7","7","7","7","7","8","7","No"
"2020/07/08 2:06:43 AM GMT+2","7","10","7","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","No"
"2020/07/08 2:13:38 AM GMT+2","5","7","5","6","8","6","7","6","7","9","7","5","8","7","8","8","8","9","Yes"
"2020/07/08 2:19:59 AM GMT+2","6","8","5","8","7","8","8","7","10","10","9","7","8","6","8","9","9","4","No"
"2020/07/08 2:22:50 AM GMT+2","5","7","5","6","6","7","7","8","8","9","8","5","6","6","7","8","7","6","No"
"2020/07/08 2:28:03 AM GMT+2","2","7","3","7","7","5","8","8","9","9","8","6","8","6","8","8","8","3","Yes"
"2020/07/08 2:28:34 AM GMT+2","3","7","4","6","7","7","7","7","9","9","7","4","7","6","8","9","8","6","No"
"2020/07/08 2:37:01 AM GMT+2","5","7","5","6","7","7","7","6","8","9","8","6","6","6","8","7","8","6","Yes"
"2020/07/08 2:51:32 AM GMT+2","3","7","4","7","7","8","8","6","9","9","9","6","7","7","8","8","7","5","Yes"
"2020/07/08 3:09:57 AM GMT+2","6","8","7","8","9","8","8","7","9","10","8","7","8","7","8","8","8","5","Yes"
"2020/07/08 3:15:50 AM GMT+2","5","6","5","6","7","6","7","7","9","10","9","6","6","6","9","8","8","5","Yes"
"2020/07/08 3:19:47 AM GMT+2","5","6","4","5","7","7","7","7","8","10","8","5","7","7","9","10","8","8","No"
"2020/07/08 3:23:54 AM GMT+2","5","8","6","5","7","7","8","8","9","9","8","5","7","7","8","10","9","7","Yes"
"2020/07/08 3:36:12 AM GMT+2","5","7","6","5","6","7","7","7","9","9","7","","7","","8","9","7","6","Yes"
"2020/07/08 3:45:16 AM GMT+2","5","6","5","6","7","8","8","7","9","10","8","4","7","7","8","9","9","7","No"
"2020/07/08 3:49:50 AM GMT+2","6","9","6","9","7","8","8","7","9","9","7","6","7","6","8","8","10","7","No"
"2020/07/08 4:04:01 AM GMT+2","6","7","6","8","6","6","7","7","7","10","8","3","7","7","8","9","10","5","No"
"2020/07/08 4:04:38 AM GMT+2","6","8","5","7","8","9","8","7","10","9","8","5","7","7","9","9","8","7","Yes"
"2020/07/08 4:18:33 AM GMT+2","4","7","4","7","8","6","7","7","9","10","9","5","7","6","7","9","9","4","Yes"
"2020/07/08 4:23:11 AM GMT+2","3","7","7","6","8","7","7","9","10","10","8","5","6","6","8","8","7","4","No"
"2020/07/08 4:24:34 AM GMT+2","5","8","5","8","8","8","8","8","9","9","9","6","7","6","8","10","8","6","Yes"
"2020/07/08 4:29:29 AM GMT+2","5","7","6","7","7","7","8","8","9","9","8","7","7","6","10","9","10","5","No"
"2020/07/08 4:38:49 AM GMT+2","5","8","5","6","8","8","8","8","9","9","8","4","8","7","9","8","9","7","Yes"
"2020/07/08 5:18:54 AM GMT+2","6","8","7","7","8","7","8","8","9","9","9","7","7","7","8","9","9","5","Yes"
"2020/07/08 5:28:29 AM GMT+2","5","7","5","8","8","9","9","8","10","10","8","6","9","6","9","9","10","6","No"
"2020/07/08 5:28:59 AM GMT+2","4","6","5","7","7","6","7","7","9","10","8","4","6","6","8","7","9","6","Yes"
"2020/07/08 5:34:27 AM GMT+2","7","8","6","7","8","8","8","8","10","10","9","5","9","7","9","9","10","6","Yes"
"2020/07/08 5:53:35 AM GMT+2","5","7","5","7","8","7","7","7","10","10","9","5","7","6","8","9","9","6","No"
"2020/07/08 6:05:30 AM GMT+2","8","6","5","7","7","7","8","6","9","10","8","3","","","8","8","7","6","Yes"
"2020/07/08 6:10:38 AM GMT+2","6","8","6","7","8","8","9","9","9","10","9","6","8","7","9","9","10","6","Yes"
"2020/07/08 6:34:16 AM GMT+2","7","8","6","6","7","8","9","9","9","9","9","6","6","8","9","9","10","4","No"
"2020/07/08 6:40:47 AM GMT+2","5","7","5","6","8","8","8","7","9","9","8","7","7","7","7","10","10","5","Yes"
"2020/07/08 6:41:24 AM GMT+2","6","8","6","7","8","9","8","8","9","9","8","6","7","6","8","10","8","5","Yes"
"2020/07/08 6:48:00 AM GMT+2","8","9","6","7","9","10","10","8","10","10","7","7","7","6","9","10","10","10","Yes"
"2020/07/08 6:52:20 AM GMT+2","6","7","8","7","8","9","9","9","10","10","9","5","6","6","9","10","10","7","No"
"2020/07/08 6:57:36 AM GMT+2","4","8","3","8","8","6","8","7","9","9","9","7","7","7","8","8","9","8","Yes"
"2020/07/08 6:58:26 AM GMT+2","7","8","6","7","8","9","8","8","9","10","8","6","7","7","9","9","10","7","Yes"
"2020/07/08 6:59:07 AM GMT+2","6","7","6","8","7","8","8","8","10","10","8","7","7","6","9","8","9","6",""
"2020/07/08 7:03:44 AM GMT+2","6","7","6","7","8","8","8","8","10","10","8","6","7","7","8","9","9","7","Yes"
"2020/07/08 7:22:32 AM GMT+2","5","7","6","7","6","7","8","8","9","10","9","8","7","7","8","9","8","7","Yes"
"2020/07/08 7:38:55 AM GMT+2","4","6","5","8","7","5","7","7","9","10","8","","","7","10","10","10","7","No"
"2020/07/08 7:58:40 AM GMT+2","7","7","6","6","7","8","8","7","9","9","8","1","5","5","10","9","9","4","Yes"
"2020/07/08 8:08:07 AM GMT+2","8","8","3","6","7","8","9","7","10","9","9","3","7","5","7","9","9","6","No"
"2020/07/08 8:22:59 AM GMT+2","8","9","7","8","8","9","7","7","10","8","8","7","6","6","7","7","8","7","No"
"2020/07/08 8:26:54 AM GMT+2","6","8","6","7","8","8","8","7","9","9","7","6","7","7","8","9","8","6","Yes"
"2020/07/08 8:47:34 AM GMT+2","5","7","6","6","5","7","8","7","8","9","8","6","7","6","8","9","9","6","No"
"2020/07/08 9:30:59 AM GMT+2","4","7","5","8","8","8","8","7","8","9","7","6","6","6","8","8","8","4","Yes"
"2020/07/08 9:45:32 AM GMT+2","5","7","4","6","7","6","7","7","8","9","7","6","6","6","8","9","9","5","Yes"
"2020/07/08 10:04:05 AM GMT+2","6","8","7","8","7","6","7","7","9","8","8","7","8","6","8","9","10","7","Yes"
"2020/07/08 10:08:36 AM GMT+2","5","7","5","7","7","7","7","7","10","10","9","6","7","7","8","10","10","1","No"
"2020/07/08 10:22:05 AM GMT+2","4","7","5","6","7","8","9","7","8","9","8","5","","","8","7","8","5","No"
"2020/07/08 10:33:18 AM GMT+2","6","8","5","6","6","9","8","7","9","10","7","4","7","6","8","9","10","6","No"
"2020/07/08 10:49:47 AM GMT+2","6","6","4","5","6","7","8","7","8","9","7","4","5","5","8","7","8","3","No"
"2020/07/08 11:02:19 AM GMT+2","5","6","6","6","8","8","7","7","9","9","8","5","7","6","8","8","8","6","No"
"2020/07/08 11:04:24 AM GMT+2","6","7","6","7","7","7","8","8","9","9","8","6","7","6","8","7","8","5","No"
"2020/07/08 11:09:11 AM GMT+2","4","7","4","7","8","5","8","6","8","9","8","6","7","7","8","7","8","2","No"
"2020/07/08 11:14:08 AM GMT+2","6","7","6","8","8","8","8","7","9","10","8","5","7","7","8","9","8","4","Yes"
"2020/07/08 11:17:20 AM GMT+2","5","8","6","7","7","6","8","7","8","9","8","7","7","7","8","10","9","7","No"
"2020/07/08 11:22:19 AM GMT+2","7","9","8","9","8","7","9","9","10","10","9","6","9","9","9","8","9","6","No"
"2020/07/08 11:24:19 AM GMT+2","7","7","6","7","7","7","8","8","8","10","8","6","8","7","9","10","8","6","Yes"
"2020/07/08 11:26:45 AM GMT+2","5","6","3","4","6","8","8","7","9","9","8","","7","","7","8","8","6","No"
"2020/07/08 11:29:26 AM GMT+2","7","8","6","7","8","9","9","7","9","10","8","6","7","6","7","8","8","5","Yes"
"2020/07/08 12:00:04 PM GMT+2","7","7","1","7","7","6","7","7","9","9","9","1","7","7","8","10","10","10","No"
"2020/07/08 12:23:51 PM GMT+2","6","7","7","6","8","7","7","8","9","9","9","6","6","6","8","9","8","3","Yes"
"2020/07/08 12:38:20 PM GMT+2","5","8","7","6","7","9","8","7","10","10","7","5","7","7","8","8","9","3","Yes"
"2020/07/08 12:45:32 PM GMT+2","5","7","6","6","7","7","8","8","9","10","9","3","6","6","7","8","8","4","No"
"2020/07/08 12:52:41 PM GMT+2","6","7","5","7","8","7","8","8","9","9","8","6","7","6","8","9","8","5","No"
"2020/07/08 1:17:13 PM GMT+2","4","9","6","6","8","7","7","7","9","10","8","6","8","7","8","7","7","6","No"
"2020/07/08 1:20:37 PM GMT+2","3","8","5","7","7","7","8","8","10","10","8","6","8","6","9","10","9","4","No"
"2020/07/08 1:21:23 PM GMT+2","4","7","4","5","6","6","7","7","9","8","7","4","5","5","8","8","7","7","Yes"
"2020/07/08 1:22:56 PM GMT+2","5","9","6","7","8","7","9","8","9","10","8","7","8","8","7","8","10","3","Yes"
"2020/07/08 1:29:04 PM GMT+2","5","7","5","6","6","7","7","7","8","9","8","6","7","6","8","8","8","5","Yes"
"2020/07/08 1:48:48 PM GMT+2","5","7","5","6","7","7","8","9","10","9","8","7","7","7","8","8","7","6","Yes"
"2020/07/08 2:00:48 PM GMT+2","8","8","6","7","8","8","9","8","9","10","8","7","8","7","9","9","10","4","No"
"2020/07/08 2:02:46 PM GMT+2","5","6","6","7","7","7","8","8","8","9","8","6","7","6","8","8","9","6","Yes"
"2020/07/08 2:13:41 PM GMT+2","5","7","6","8","9","9","9","8","9","10","9","6","7","6","8","9","9","6","Yes"
"2020/07/08 2:17:38 PM GMT+2","6","7","6","6","6","6","7","6","7","8","7","6","6","6","8","9","8","4","No"
"2020/07/08 2:22:46 PM GMT+2","6","8","6","7","7","8","9","9","10","10","9","7","8","6","8","8","9","4","No"
"2020/07/08 2:35:34 PM GMT+2","4","8","6","9","7","7","9","7","9","10","8","5","7","6","8","8","7","5","No"
"2020/07/08 2:35:50 PM GMT+2","5","6","5","5","7","4","7","6","8","8","7","5","6","5","8","7","8","7","Yes"
"2020/07/08 3:07:50 PM GMT+2","6","8","5","8","8","9","9","7","10","10","10","7","7","7","9","9","9","5","Yes"
"2020/07/08 3:14:04 PM GMT+2","6","8","6","7","8","7","8","8","9","10","8","4","6","6","8","8","8","5","Yes"
"2020/07/08 3:53:44 PM GMT+2","5","8","6","9","7","9","10","10","10","10","10","3","8","5","8","9","9","3","Yes"
"2020/07/08 3:59:47 PM GMT+2","3","6","5","6","6","7","7","6","9","8","8","4","7","5","7","7","7","6","Yes"
"2020/07/08 4:21:58 PM GMT+2","5","8","6","9","7","8","9","8","9","10","8","5","6","6","10","10","10","6","No"
"2020/07/08 4:48:58 PM GMT+2","2","7","5","6","7","7","7","7","8","9","7","4","6","6","7","8","7","4","Yes"
"2020/07/08 4:53:46 PM GMT+2","7","7","7","7","7","7","7","7","9","9","8","7","7","7","7","7","8","6","Yes"
"2020/07/08 5:33:04 PM GMT+2","4","8","7","6","8","9","8","8","9","10","8","6","5","5","8","7","8","6","No"
"2020/07/08 5:37:10 PM GMT+2","5","8","5","7","8","10","8","7","9","10","8","6","8","7","9","9","10","4","No"
"2020/07/08 7:03:49 PM GMT+2","8","8","5","8","8","6","10","7","10","10","10","10","7","7","10","10","10","6","No"
"2020/07/08 8:40:07 PM GMT+2","4","8","5","8","8","8","8","7","10","10","9","7","6","6","8","8","9","6","No"
