"Timestamp","David de Gea","Marcos Rojo","Harry Maguire","Victor Lindelof","Ashley Young","Aaron Wan-Bissaka","Fred","Scott McTominay","Andreas Pereira","Marcus Rashford","Daniel James","Team performance","Final result","Rate Ole (only this match)","Rate Liverpool (only this match)","Were you happy with the ref's performance? (optional)"
"2019/10/21 4:34:35 PM GMT+1","8","6","7","4","6","6","7","5","7","8","9","7","5","6","5","Yes"
"2019/10/21 4:34:39 PM GMT+1","8","7","9","8","7","10","7","8","9","9","10","9","7","8","4","Yes"
"2019/10/21 4:34:41 PM GMT+1","8","3","7","6","5","7","6","7","8","8","9","8","6","10","5","Yes"
"2019/10/21 4:34:42 PM GMT+1","7","6","6","6","6","9","5","9","5","8","9","7","7","7","6","Yes"
"2019/10/21 4:34:54 PM GMT+1","9","5","7","7","7","8","7","7","7","9","10","8","8","8","5","No"
"2019/10/21 4:35:37 PM GMT+1","6","5","6","5","5","8","6","6","7","9","8","7","5","7","4","Yes"
"2019/10/21 4:36:27 PM GMT+1","8","5","7","7","6","7","8","8","8","9","9","8","8","8","3","Yes"
"2019/10/21 4:36:37 PM GMT+1","8","6","7","7","7","8","7","7","9","8","9","7","7","8","5","Yes"
"2019/10/21 4:36:41 PM GMT+1","7","6","7","5","6","5","7","7","8","7","7","6","4","5","4","No"
"2019/10/21 4:37:45 PM GMT+1","8","5","6","5","7","8","6","6","7","7","9","7","7","10","7","Yes"
"2019/10/21 4:38:01 PM GMT+1","6","7","7","5","6","7","8","8","9","8","8","8","4","7","4","Yes"
"2019/10/21 4:38:22 PM GMT+1","7","5","7","6","5","7","4","6","5","8","8","7","6","7","5","No"
"2019/10/21 4:39:10 PM GMT+1","8","5","7","6","7","7","6","7","8","8","8","7","7","8","5","No"
"2019/10/21 4:39:43 PM GMT+1","7","5","8","7","6","7","6","7","7","7","8","8","8","8","3","Yes"
"2019/10/21 4:39:44 PM GMT+1","6","4","8","7","5","7","6","8","6","8","8","6","5","6","6","Yes"
"2019/10/21 4:40:16 PM GMT+1","6","6","7","7","6","8","5","7","8","8","7","7","4","7","6","No"
"2019/10/21 4:40:47 PM GMT+1","7","5","7","6","6","6","7","7","8","8","9","9","8","10","1","Yes"
"2019/10/21 4:40:53 PM GMT+1","7","6","8","7","6","9","7","6","8","9","9","9","8","9","6","Yes"
"2019/10/21 4:42:08 PM GMT+1","9","6","8","8","6","8","7","8","9","9","9","8","7","8","6","Yes"
"2019/10/21 4:42:29 PM GMT+1","7","5","6","6","5","6","5","6","4","7","7","7","7","5","3","Yes"
"2019/10/21 4:43:37 PM GMT+1","8","6","7","6","5","6","7","7","9","7","8","6","6","7","6","Yes"
"2019/10/21 4:44:46 PM GMT+1","7","7","8","7","6","7","8","7","8","9","10","8","9","6","3",""
"2019/10/21 4:45:24 PM GMT+1","9","7","9","8","6","8","6","8","7","8","9","8","6","8","5","Yes"
"2019/10/21 4:46:20 PM GMT+1","7","6","6","4","7","7","5","6","6","8","8","7","7","7","5","Yes"
"2019/10/21 4:46:57 PM GMT+1","7","5","8","6","7","8","7","7","7","8","8","8","5","9","6","Yes"
"2019/10/21 4:47:13 PM GMT+1","7","5","7","5","6","7","6","6","7","8","8","8","8","9","6","Yes"
"2019/10/21 4:48:35 PM GMT+1","6","5","7","5","6","6","6","6","6","7","7","6","7","9","1","Yes"
"2019/10/21 4:49:15 PM GMT+1","6","5","6","6","6","7","7","8","9","7","8","7","6","9","4","Yes"
"2019/10/21 4:50:35 PM GMT+1","8","3","6","5","6","8","5","6","5","8","8","6","6","7","4","Yes"
"2019/10/21 4:51:19 PM GMT+1","7","2","7","5","6","8","8","9","7","9","10","8","8","7","4","Yes"
"2019/10/21 4:51:45 PM GMT+1","8","5","8","6","7","8","6","7","8","9","9","7","7","7","5","No"
"2019/10/21 4:53:36 PM GMT+1","8","7","7","7","7","6","8","9","8","9","8","9","3","10","1","Yes"
"2019/10/21 4:54:36 PM GMT+1","6","6","7","7","6","7","7","7","7","7","6","6","6","7","5","Yes"
"2019/10/21 4:55:30 PM GMT+1","8","6","9","7","8","8","9","9","9","8","9","8","5","7","4","Yes"
"2019/10/21 4:56:00 PM GMT+1","10","1","8","6","3","7","8","8","6","8","10","6","5","8","4","Yes"
"2019/10/21 4:56:12 PM GMT+1","9","5","9","9","3","7","6","9","7","9","9","6","6","4","6",""
"2019/10/21 4:57:11 PM GMT+1","8","4","10","8","3","8","4","10","5","10","9","9","7","10","1","Yes"
"2019/10/21 4:57:44 PM GMT+1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","No"
"2019/10/21 4:58:19 PM GMT+1","8","5","6","5","6","7","6","7","3","5","8","6","1","4","1","Yes"
"2019/10/21 4:58:28 PM GMT+1","8","6","7","6","5","8","7","8","8","9","9","7","2","5","4","Yes"
"2019/10/21 4:58:29 PM GMT+1","6","5","7","7","9","9","7","7","8","10","10","8","5","9","4","Yes"
"2019/10/21 4:58:41 PM GMT+1","8","7","8","8","7","8","8","8","10","8","10","9","8","8","6","Yes"
"2019/10/21 4:58:57 PM GMT+1","5","7","7","5","7","8","7","8","8","9","9","7","7","7","6","Yes"
"2019/10/21 4:59:18 PM GMT+1","7","5","7","5","7","7","6","6","8","8","9","6","8","8","6","No"
"2019/10/21 4:59:19 PM GMT+1","7","5","6","5","7","8","6","7","8","9","8","7","6","8","6","Yes"
"2019/10/21 4:59:52 PM GMT+1","8","6","7","7","8","8","7","7","7","8","8","8","6","8","5","Yes"
"2019/10/21 4:59:59 PM GMT+1","8","5","6","7","5","7","7","6","6","8","8","7","6","4","5","No"
"2019/10/21 5:00:22 PM GMT+1","6","5","7","5","7","7","8","8","9","9","9","8","8","8","3","Yes"
"2019/10/21 5:01:15 PM GMT+1","8","7","7","7","7","8","8","8","8","9","9","8","5","9","2","No"
"2019/10/21 5:01:44 PM GMT+1","6","3","7","6","4","6","2","5","4","7","6","6","4","1","4","Yes"
"2019/10/21 5:02:10 PM GMT+1","8","6","7","7","6","7","8","8","7","8","8","9","6","9","6","Yes"
"2019/10/21 5:02:46 PM GMT+1","6","5","7","6","4","6","6","6","6","8","8","7","7","7","6","Yes"
"2019/10/21 5:05:18 PM GMT+1","7","6","7","7","6","7","7","7","7","7","8","8","6","7","5","No"
"2019/10/21 5:05:20 PM GMT+1","6","6","8","5","6","8","4","7","7","7","8","8","7","7","6","Yes"
"2019/10/21 5:06:03 PM GMT+1","6","5","6","5","6","6","4","5","5","7","7","8","7","8","4","Yes"
"2019/10/21 5:07:27 PM GMT+1","7","5","6","5","6","9","5","7","8","8","9","8","6","5","5","Yes"
"2019/10/21 5:08:14 PM GMT+1","7","6","7","7","7","7","7","7","6","7","8","7","6","6","4","Yes"
"2019/10/21 5:08:54 PM GMT+1","5","3","5","5","3","5","5","5","4","7","7","6","5","7","2","No"
"2019/10/21 5:09:26 PM GMT+1","9","5","8","7","7","8","7","6","8","9","10","8","7","10","6","Yes"
"2019/10/21 5:09:33 PM GMT+1","8","6","10","9","7","8","9","9","10","10","10","8","7","10","6","Yes"
"2019/10/21 5:09:53 PM GMT+1","8","5","8","7","8","8","6","7","8","8","9","8","7","8","4","Yes"
"2019/10/21 5:10:21 PM GMT+1","7","6","7","6","6","7","5","7","7","7","8","6","6","6","4","Yes"
"2019/10/21 5:10:23 PM GMT+1","7","6","6","5","6","7","7","6","7","8","8","8","7","7","5","Yes"
"2019/10/21 5:10:51 PM GMT+1","8","3","6","8","6","6","6","7","7","8","6","7","7","4","5","No"
"2019/10/21 5:11:01 PM GMT+1","5","4","6","6","3","8","5","7","7","7","7","7","6","5","2","Yes"
"2019/10/21 5:11:35 PM GMT+1","7","6","7","7","6","7","7","7","7","8","8","7","6","7","3","Yes"
"2019/10/21 5:11:40 PM GMT+1","8","4","7","6","4","8","7","7","7","8","9","7","4","4","1","Yes"
"2019/10/21 5:12:48 PM GMT+1","7","6","7","7","6","8","7","6","6","8","8","7","7","6","4","Yes"
"2019/10/21 5:13:03 PM GMT+1","7","5","7","5","6","6","6","8","7","8","9","8","7","7","5","Yes"
"2019/10/21 5:13:07 PM GMT+1","7","6","7","6","6","7","6","6","8","8","7","7","7","6","6","Yes"
"2019/10/21 5:13:11 PM GMT+1","7","6","7","6","6","8","7","7","8","7","8","9","8","8","1","Yes"
"2019/10/21 5:13:31 PM GMT+1","6","4","6","5","6","7","6","6","7","9","8","8","9","8","3","No"
"2019/10/21 5:13:35 PM GMT+1","7","4","7","5","6","7","6","6","6","8","8","7","3","9","5","Yes"
"2019/10/21 5:14:48 PM GMT+1","7","5","6","6","6","6","6","7","6","7","8","8","7","6","6","No"
"2019/10/21 5:15:05 PM GMT+1","9","5","8","6","7","7","7","7","8","8","9","9","3","10","5","Yes"
"2019/10/21 5:15:50 PM GMT+1","8","7","9","7","7","7","6","7","6","8","9","7","7","8","5","Yes"
"2019/10/21 5:15:57 PM GMT+1","9","5","9","7","5","9","7","8","7","10","10","7","5","7","5","Yes"
"2019/10/21 5:16:12 PM GMT+1","6","6","6","6","6","7","7","6","8","8","8","7","4","7","4",""
"2019/10/21 5:16:15 PM GMT+1","5","5","6","6","6","6","4","5","8","8","8","8","8","8","4","Yes"
"2019/10/21 5:16:29 PM GMT+1","7","6","7","5","6","7","7","7","8","7","8","9","7","10","5","No"
"2019/10/21 5:16:53 PM GMT+1","6","6","7","6","6","7","6","6","8","8","7","7","7","7","6","Yes"
"2019/10/21 5:17:27 PM GMT+1","8","5","7","7","5","7","7","7","8","9","8","8","5","9","4","Yes"
"2019/10/21 5:17:45 PM GMT+1","8","6","7","5","5","8","7","6","6","8","8","7","6","6","5","Yes"
"2019/10/21 5:19:28 PM GMT+1","6","6","7","6","6","6","7","7","9","7","8","7","5","7","5","Yes"
"2019/10/21 5:20:58 PM GMT+1","8","6","7","5","6","6","4","5","7","7","8","6","7","4","6","Yes"
"2019/10/21 5:20:58 PM GMT+1","7","5","6","5","5","6","7","6","8","7","7","7","5","6","3","No"
"2019/10/21 5:21:26 PM GMT+1","7","6","6","5","4","6","5","7","6","7","8","6","6","4","6","Yes"
"2019/10/21 5:22:04 PM GMT+1","7","5","7","7","5","8","8","7","9","8","9","7","7","7","5","Yes"
"2019/10/21 5:22:18 PM GMT+1","8","6","7","7","7","8","9","8","8","9","8","8","6","8","6","Yes"
"2019/10/21 5:23:22 PM GMT+1","6","5","8","7","3","8","7","7","9","7","8","8","7","7","4",""
"2019/10/21 5:23:29 PM GMT+1","6","4","6","7","7","8","5","6","8","8","8","7","5","7","4","Yes"
"2019/10/21 5:24:30 PM GMT+1","8","6","7","7","3","7","6","7","6","9","9","7","3","8","2","Yes"
"2019/10/21 5:25:20 PM GMT+1","9","7","9","8","7","8","7","7","8","9","8","9","7","7","5","Yes"
"2019/10/21 5:26:01 PM GMT+1","9","4","7","5","5","7","7","8","8","9","8","7","5","6","3","No"
"2019/10/21 5:26:14 PM GMT+1","5","3","8","6","8","10","8","10","9","9","10","9","4","10","8","Yes"
"2019/10/21 5:26:32 PM GMT+1","7","7","6","6","6","7","6","7","7","7","8","7","7","10","5","Yes"
"2019/10/21 5:26:38 PM GMT+1","9","4","6","7","4","8","5","7","7","8","8","8","6","7","6","Yes"
"2019/10/21 5:26:51 PM GMT+1","8","6","6","4","5","6","5","5","6","7","6","6","5","5","4","Yes"
"2019/10/21 5:28:01 PM GMT+1","7","6","7","5","7","6","6","7","7","8","7","7","7","7","6","Yes"
"2019/10/21 5:29:24 PM GMT+1","10","7","9","9","8","10","6","9","9","10","9","9","9","9","7","Yes"
"2019/10/21 5:29:42 PM GMT+1","6","6","6","4","4","8","6","7","8","7","8","7","5","7","3","Yes"
"2019/10/21 5:29:48 PM GMT+1","7","7","8","7","7","8","7","7","8","8","9","8","9","6","4","Yes"
"2019/10/21 5:30:30 PM GMT+1","8","3","7","3","4","7","7","7","8","9","9","6","5","4","5","Yes"
"2019/10/21 5:30:47 PM GMT+1","7","6","7","5","6","8","8","8","8","9","9","8","8","7","6","Yes"
"2019/10/21 5:30:49 PM GMT+1","7","5","6","5","5","7","6","7","8","8","9","7","7","9","5","Yes"
"2019/10/21 5:31:22 PM GMT+1","6","6","7","6","6","7","7","7","7","7","7","7","7","8","5","Yes"
"2019/10/21 5:31:58 PM GMT+1","7","7","7","7","8","7","5","7","9","8","9","7","8","8","5","Yes"
"2019/10/21 5:32:07 PM GMT+1","7","6","7","6","6","6","7","7","7","8","7","6","5","7","4","Yes"
"2019/10/21 5:32:26 PM GMT+1","7","6","7","6","7","7","6","8","7","7","8","7","5","8","1","Yes"
"2019/10/21 5:32:39 PM GMT+1","8","8","7","6","5","6","6","7","8","8","8","7","4","7","3","Yes"
"2019/10/21 5:32:54 PM GMT+1","7","7","7","7","8","7","7","7","7","8","9","8","7","7","5","Yes"
"2019/10/21 5:33:27 PM GMT+1","9","6","9","9","6","8","8","8","8","7","10","8","8","7","7",""
"2019/10/21 5:34:53 PM GMT+1","9","6","7","4","6","6","4","6","7","9","7","6","5","7","4","Yes"
"2019/10/21 5:35:15 PM GMT+1","6","3","6","7","5","6","6","7","5","7","8","6","6","5","5","Yes"
"2019/10/21 5:35:44 PM GMT+1","6","5","6","5","7","7","6","6","8","8","9","7","5","8","1","Yes"
"2019/10/21 5:36:11 PM GMT+1","7","7","8","6","6","8","8","9","8","9","8","8","7","8","7","Yes"
"2019/10/21 5:36:18 PM GMT+1","7","5","6","6","5","7","7","8","7","7","8","6","6","7","4","Yes"
"2019/10/21 5:36:40 PM GMT+1","7","4","7","7","5","7","6","7","6","9","8","8","7","8","7","Yes"
"2019/10/21 5:36:56 PM GMT+1","6","6","7","7","6","7","6","6","7","7","8","7","7","9","4","Yes"
"2019/10/21 5:39:28 PM GMT+1","7","6","6","7","4","7","5","6","8","8","9","7","3","9","4","Yes"
"2019/10/21 5:40:31 PM GMT+1","7","6","7","7","7","7","6","6","8","7","8","7","7","8","4","Yes"
"2019/10/21 5:42:17 PM GMT+1","7","6","8","6","7","8","7","7","7","8","9","8","5","7","6","Yes"
"2019/10/21 5:42:28 PM GMT+1","9","6","7","5","7","9","7","8","9","8","6","8","8","10","4","No"
"2019/10/21 5:44:03 PM GMT+1","7","6","6","6","6","6","6","7","7","8","8","7","6","8","6","No"
"2019/10/21 5:45:37 PM GMT+1","6","5","7","6","5","7","5","7","7","8","8","8","8","8","3","Yes"
"2019/10/21 5:46:16 PM GMT+1","8","5","8","3","5","7","7","6","6","8","8","7","6","9","3","Yes"
"2019/10/21 5:46:48 PM GMT+1","6","3","5","5","3","5","4","6","7","8","7","7","6","7","4","Yes"
"2019/10/21 5:48:03 PM GMT+1","7","6","8","7","7","8","7","7","6","9","9","7","3","4","2","No"
"2019/10/21 5:49:12 PM GMT+1","7","5","8","6","7","8","6","7","7","8","7","8","7","9","5","Yes"
"2019/10/21 5:49:14 PM GMT+1","8","5","8","7","6","9","8","8","9","9","10","9","7","9","6","Yes"
"2019/10/21 5:50:26 PM GMT+1","7","7","7","7","7","7","6","5","5","6","7","7","9","5","3","No"
"2019/10/21 5:52:13 PM GMT+1","7","5","6","5","6","6","6","6","7","8","9","8","7","8","6","No"
"2019/10/21 5:52:57 PM GMT+1","6","5","7","6","6","6","6","7","7","7","7","8","3","8","5","Yes"
"2019/10/21 5:53:13 PM GMT+1","7","6","8","7","6","8","6","6","6","8","9","7","8","5","4","Yes"
"2019/10/21 5:53:29 PM GMT+1","6","4","7","6","5","7","6","6","7","7","8","7","7","6","5","Yes"
"2019/10/21 5:54:01 PM GMT+1","6","7","6","6","6","7","8","7","8","6","8","7","7","4","5","Yes"
"2019/10/21 5:55:25 PM GMT+1","7","6","8","5","8","9","6","7","8","8","10","8","8","7","4",""
"2019/10/21 5:55:31 PM GMT+1","6","6","7","5","5","6","5","7","7","8","7","7","4","8","1","Yes"
"2019/10/21 5:55:52 PM GMT+1","6","6","6","4","5","8","2","5","6","8","8","6","2","4","8","Yes"
"2019/10/21 5:55:53 PM GMT+1","7","5","8","6","8","8","9","9","10","10","10","9","9","10","7","Yes"
"2019/10/21 5:56:08 PM GMT+1","7","7","6","5","6","7","6","6","5","7","8","7","7","8","5","Yes"
"2019/10/21 5:57:15 PM GMT+1","6","6","7","5","6","7","7","6","9","9","9","7","7","7","3","Yes"
"2019/10/21 5:58:00 PM GMT+1","8","7","8","8","9","9","8","9","10","10","10","9","6","9","9","Yes"
"2019/10/21 5:59:07 PM GMT+1","8","6","8","7","6","7","6","7","8","8","8","7","4","7","5","No"
"2019/10/21 5:59:17 PM GMT+1","8","4","6","5","7","7","6","7","6","7","8","7","6","7","4","Yes"
"2019/10/21 6:01:16 PM GMT+1","8","5","8","7","6","7","6","9","8","9","9","7","6","6","7","Yes"
"2019/10/21 6:01:54 PM GMT+1","6","4","6","6","6","7","6","7","9","9","9","7","5","10","5","Yes"
"2019/10/21 6:02:01 PM GMT+1","7","3","6","5","4","7","6","6","8","7","8","6","7","6","5","Yes"
"2019/10/21 6:02:13 PM GMT+1","7","3","6","6","6","7","6","6","5","8","8","7","7","7","6","Yes"
"2019/10/21 6:02:51 PM GMT+1","7","4","6","5","4","6","5","6","7","6","7","6","5","7","6",""
"2019/10/21 6:03:40 PM GMT+1","8","6","7","7","6","7","7","7","8","9","9","7","7","7","6","Yes"
"2019/10/21 6:03:43 PM GMT+1","7","4","7","6","6","8","7","7","7","8","9","7","8","10","7","Yes"
"2019/10/21 6:05:41 PM GMT+1","7","6","6","5","6","6","5","7","7","7","8","7","7","7","5","Yes"
"2019/10/21 6:05:49 PM GMT+1","8","5","7","6","5","7","6","7","8","7","8","7","5","7","4",""
"2019/10/21 6:05:51 PM GMT+1","7","6","7","5","6","9","6","6","9","8","9","6","4","7","7","Yes"
"2019/10/21 6:06:05 PM GMT+1","9","7","7","8","5","9","7","6","4","5","10","7","6","8","5","Yes"
"2019/10/21 6:07:20 PM GMT+1","6","6","7","5","6","8","9","7","9","8","8","8","5","8","4","Yes"
"2019/10/21 6:07:28 PM GMT+1","7","7","8","6","4","6","6","8","7","7","9","7","5","5","4","Yes"
"2019/10/21 6:07:38 PM GMT+1","7","5","6","6","6","5","4","5","5","7","8","8","8","8","7","Yes"
"2019/10/21 6:08:27 PM GMT+1","9","6","8","7","7","7","7","7","7","8","8","8","6","8","7","Yes"
"2019/10/21 6:08:45 PM GMT+1","7","6","7","7","7","7","6","7","7","8","8","8","9","8","6","Yes"
"2019/10/21 6:09:42 PM GMT+1","8","6","7","6","6","7","6","6","7","8","7","7","7","8","6",""
"2019/10/21 6:10:44 PM GMT+1","6","4","7","6","4","6","3","6","2","7","7","6","6","5","5","Yes"
"2019/10/21 6:10:52 PM GMT+1","8","8","7","7","7","7","8","9","9","9","10","7","5","5","3","Yes"
"2019/10/21 6:10:58 PM GMT+1","7","5","6","5","5","7","6","6","7","7","7","6","6","6","7","No"
"2019/10/21 6:10:59 PM GMT+1","7","7","7","8","6","7","6","7","8","8","8","8","8","8","3","Yes"
"2019/10/21 6:11:00 PM GMT+1","7","5","8","6","6","7","5","7","7","8","7","7","8","6","5","Yes"
"2019/10/21 6:11:03 PM GMT+1","6","6","7","6","6","6","7","6","8","8","8","7","7","8","4","Yes"
"2019/10/21 6:11:07 PM GMT+1","8","6","7","6","7","8","6","7","7","8","9","8","7","7","4","Yes"
"2019/10/21 6:11:36 PM GMT+1","8","5","6","6","5","7","6","7","8","9","9","8","7","7","7","No"
"2019/10/21 6:13:16 PM GMT+1","7","6","8","7","6","8","6","7","7","8","8","8","8","8","5","Yes"
"2019/10/21 6:13:19 PM GMT+1","9","6","8","7","6","8","7","7","9","6","10","7","10","9","5","Yes"
"2019/10/21 6:13:50 PM GMT+1","8","6","5","5","5","8","6","4","7","8","7","7","8","6","6","Yes"
"2019/10/21 6:16:36 PM GMT+1","7","6","7","7","6","8","7","9","8","8","9","8","7","8","6","Yes"
"2019/10/21 6:16:52 PM GMT+1","5","6","6","6","5","7","6","6","7","8","8","8","9","9","6","Yes"
"2019/10/21 6:19:56 PM GMT+1","6","5","7","5","4","6","5","7","7","7","6","6","5","5","3","Yes"
"2019/10/21 6:20:45 PM GMT+1","7","5","7","7","7","7","7","6","6","8","8","8","7","9","3","Yes"
"2019/10/21 6:21:11 PM GMT+1","7","6","7","6","6","7","6","6","7","8","8","9","8","9","4","Yes"
"2019/10/21 6:24:12 PM GMT+1","7","4","7","8","6","8","4","6","7","8","8","7","7","6","6","Yes"
"2019/10/21 6:24:44 PM GMT+1","6","6","7","4","5","7","4","6","7","7","8","8","9","6","5","Yes"
"2019/10/21 6:28:04 PM GMT+1","8","6","7","6","6","7","8","8","9","9","9","8","6","9","6","Yes"
"2019/10/21 6:28:17 PM GMT+1","8","6","7","7","6","5","6","6","8","9","10","7","7","7","3","No"
"2019/10/21 6:28:35 PM GMT+1","8","3","6","4","7","9","5","8","7","9","9","7","8","8","4","Yes"
"2019/10/21 6:29:51 PM GMT+1","7","5","6","4","6","6","5","7","7","7","8","7","6","8","3","Yes"
"2019/10/21 6:30:16 PM GMT+1","8","7","10","10","1","10","1","8","1","6","8","7","1","5","5","Yes"
"2019/10/21 6:30:44 PM GMT+1","7","6","7","6","6","7","9","7","7","9","8","8","5","6","1","Yes"
"2019/10/21 6:31:15 PM GMT+1","8","6","8","6","6","8","7","7","8","8","9","9","5","8","4","Yes"
"2019/10/21 6:32:21 PM GMT+1","6","6","6","4","5","6","5","6","7","6","7","6","6","6","5",""
"2019/10/21 6:34:08 PM GMT+1","7","5","8","6","6","8","6","7","8","9","9","8","7","9","4","No"
"2019/10/21 6:34:08 PM GMT+1","7","6","7","6","6","7","7","8","7","6","8","8","7","6","4","Yes"
"2019/10/21 6:35:07 PM GMT+1","7","7","9","7","10","8","8","10","10","9","10","9","2","7","3","Yes"
"2019/10/21 6:35:32 PM GMT+1","7","4","7","5","5","6","5","6","7","8","7","7","6","7","5","Yes"
"2019/10/21 6:38:10 PM GMT+1","8","6","6","7","7","7","6","7","7","8","7","7","8","6","7","Yes"
"2019/10/21 6:38:22 PM GMT+1","7","4","7","6","5","7","7","7","9","8","8","7","7","8","6","Yes"
"2019/10/21 6:38:23 PM GMT+1","6","5","6","4","7","7","5","6","7","6","7","4","4","6","5",""
"2019/10/21 6:42:02 PM GMT+1","7","4","8","6","7","8","6","6","6","8","8","8","8","10","5","Yes"
"2019/10/21 6:42:33 PM GMT+1","7","5","7","6","5","7","7","6","8","8","10","8","2","6","5","Yes"
"2019/10/21 6:42:48 PM GMT+1","9","4","7","7","10","10","5","6","7","8","8","8","8","9","1","Yes"
"2019/10/21 6:44:04 PM GMT+1","9","6","9","8","7","10","7","8","8","9","9","8","7","9","6","Yes"
"2019/10/21 6:45:39 PM GMT+1","7","5","7","8","5","6","4","7","8","7","8","9","6","9","2","Yes"
"2019/10/21 6:45:51 PM GMT+1","7","5","8","7","7","8","6","7","8","8","9","7","5","5","4","Yes"
"2019/10/21 6:47:13 PM GMT+1","7","4","7","6","6","7","7","8","8","9","9","8","7","9","3","Yes"
"2019/10/21 6:48:46 PM GMT+1","6","3","7","6","6","6","6","6","6","8","7","8","6","3","4","Yes"
"2019/10/21 6:49:54 PM GMT+1","7","4","8","8","6","7","8","7","7","8","9","8","7","6","5","Yes"
"2019/10/21 6:50:19 PM GMT+1","6","4","6","4","8","4","6","6","7","8","8","7","6","7","2","Yes"
"2019/10/21 6:51:14 PM GMT+1","7","7","7","7","7","7","8","6","8","7","7","7","7","6","5","Yes"
"2019/10/21 6:51:25 PM GMT+1","8","6","8","7","6","8","7","8","8","8","9","8","7","8","5",""
"2019/10/21 6:55:29 PM GMT+1","7","5","6","5","6","7","5","6","6","7","7","6","7","6","4","No"
"2019/10/21 6:56:17 PM GMT+1","7","6","9","9","7","8","6","7","9","9","9","8","7","9","7","Yes"
"2019/10/21 6:56:46 PM GMT+1","6","6","7","7","6","7","6","7","8","7","8","7","8","9","7","No"
"2019/10/21 6:57:01 PM GMT+1","6","6","6","5","6","6","6","6","7","7","7","7","6","8","5","Yes"
"2019/10/21 6:58:19 PM GMT+1","7","7","8","7","7","6","8","8","8","8","8","8","6","8","4","Yes"
"2019/10/21 6:58:20 PM GMT+1","7","7","7","6","6","8","6","6","5","7","8","8","8","9","7","Yes"
"2019/10/21 6:58:34 PM GMT+1","8","6","8","8","7","7","7","6","8","8","10","8","5","9","4","Yes"
"2019/10/21 6:58:54 PM GMT+1","7","4","6","5","4","7","4","5","5","7","7","5","5","6","5","No"
"2019/10/21 6:59:11 PM GMT+1","6","6","7","6","4","7","5","6","7","8","7","7","6","7","5","Yes"
"2019/10/21 7:01:57 PM GMT+1","7","4","7","6","5","7","5","6","8","8","8","7","5","7","4","Yes"
"2019/10/21 7:02:55 PM GMT+1","6","4","6","5","6","7","6","6","8","8","9","7","6","8","4","Yes"
"2019/10/21 7:03:59 PM GMT+1","8","6","7","6","3","7","6","6","6","7","10","8","7","8","5","Yes"
"2019/10/21 7:04:32 PM GMT+1","6","7","7","7","8","8","9","10","10","10","10","8","4","9","4","Yes"
"2019/10/21 7:07:43 PM GMT+1","6","4","6","5","3","7","6","6","8","6","7","7","6","8","5","Yes"
"2019/10/21 7:08:32 PM GMT+1","7","4","6","5","5","5","6","5","7","8","8","6","6","6","4","Yes"
"2019/10/21 7:08:46 PM GMT+1","6","4","6","5","6","6","6","6","6","7","7","6","7","6","5","Yes"
"2019/10/21 7:09:47 PM GMT+1","7","5","6","4","6","7","6","6","7","7","7","7","3","7","5","No"
"2019/10/21 7:10:16 PM GMT+1","9","6","8","7","8","7","8","8","9","9","9","8","7","8","8","Yes"
"2019/10/21 7:11:02 PM GMT+1","6","6","6","6","6","6","6","6","6","7","7","6","7","6","5","Yes"
"2019/10/21 7:11:06 PM GMT+1","7","6","8","8","7","7","6","7","7","8","8","7","5","6","5","Yes"
"2019/10/21 7:11:44 PM GMT+1","7","4","7","5","5","7","6","7","8","7","8","7","5","6","3","Yes"
"2019/10/21 7:13:00 PM GMT+1","6","5","7","4","5","7","6","6","6","8","7","7","6","5","4","Yes"
"2019/10/21 7:13:01 PM GMT+1","9","4","6","7","7","9","7","8","8","9","9","8","8","9","4","Yes"
"2019/10/21 7:13:39 PM GMT+1","8","7","6","6","6","6","6","7","6","7","8","8","5","8","1","Yes"
"2019/10/21 7:16:32 PM GMT+1","7","4","6","6","4","6","7","6","8","5","7","6","2","3","3","Yes"
"2019/10/21 7:18:09 PM GMT+1","6","4","6","7","6","7","4","7","6","4","8","6","5","6","4","Yes"
"2019/10/21 7:18:51 PM GMT+1","7","4","8","6","5","8","7","5","5","7","9","7","6","7","4","Yes"
"2019/10/21 7:19:12 PM GMT+1","7","4","7","4","7","7","5","6","8","7","8","7","1","7","3","Yes"
"2019/10/21 7:20:27 PM GMT+1","9","4","8","8","6","7","5","6","8","8","9","8","6","7","5","Yes"
"2019/10/21 7:20:38 PM GMT+1","8","3","6","6","7","7","6","6","8","9","8","7","9","9","4","Yes"
"2019/10/21 7:21:01 PM GMT+1","7","6","6","6","7","7","6","8","8","9","9","7","7","6","7",""
"2019/10/21 7:21:13 PM GMT+1","7","7","8","7","6","7","7","7","7","8","8","8","5","8","7","Yes"
"2019/10/21 7:21:48 PM GMT+1","7","6","9","8","8","7","7","9","8","9","9","8","7","8","4","Yes"
"2019/10/21 7:23:33 PM GMT+1","7","6","6","6","6","7","6","6","7","8","8","7","6","7","6","Yes"
"2019/10/21 7:23:45 PM GMT+1","8","5","8","7","8","9","3","8","8","9","10","8","7","7","5","Yes"
"2019/10/21 7:25:38 PM GMT+1","7","5","7","5","6","6","6","7","7","8","8","7","6","8","4","Yes"
"2019/10/21 7:26:08 PM GMT+1","7","5","7","5","2","8","5","6","4","8","7","7","7","7","6","Yes"
